日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2016-10-12,'000585,东北电气,7.3,7.41,7.21,7.26,7.29,0.01,0.1372,3.132,19087175,139811411.16,6375601000.0,4448773139.4,9074
2016-10-11,'000585,东北电气,7.29,7.57,7.23,7.27,7.29,0.0,0.0,4.9137,29945078,220940820.94,6366867300.0,4442678929.62,15056
2016-10-10,'000585,东北电气,7.29,7.34,7.1,7.25,7.22,0.07,0.9695,4.7258,28800115,208889524.79,6366867300.0,4442678929.62,11075
2016-09-30,'000585,东北电气,7.22,7.34,6.98,7.0,7.08,0.14,1.9774,5.7493,35037143,252737326.77,6305731400.0,4400019461.16,16878
2016-09-29,'000585,东北电气,7.08,7.35,6.77,6.8,6.8,0.28,4.1176,4.7096,28701542,202881575.18,6183459600.0,4314700524.24,15033
2016-09-28,'000585,东北电气,6.8,6.83,6.72,6.77,6.76,0.04,0.5917,1.8871,11500523,77996754.73,5938916000.0,4144062650.4,4116
2016-09-27,'000585,东北电气,6.76,6.84,6.7,6.72,6.79,-0.03,-0.4418,1.8034,10990160,74188510.59,5903981200.0,4119685811.28,4276
2016-09-26,'000585,东北电气,6.79,7.03,6.78,7.03,6.98,-0.19,-2.7221,2.954,18002559,123364456.83,5930182300.0,4137968440.62,7675
2016-09-23,'000585,东北电气,6.98,7.15,6.95,6.98,6.93,0.05,0.7215,3.7707,22979367,162380640.03,6096122600.0,4253758426.44,11166
2016-09-22,'000585,东北电气,6.93,7.07,6.87,6.96,6.95,-0.02,-0.2878,3.0084,18333788,127777593.56,6052454100.0,4223287377.54,9212
2016-09-21,'000585,东北电气,6.95,7.05,6.84,6.93,6.99,-0.04,-0.5722,3.509,21384500,148663234.66,6069921500.0,4235475797.1,10496
2016-09-20,'000585,东北电气,6.99,7.09,6.7,6.73,6.73,0.26,3.8633,5.1357,31298113,216048543.56,6104856300.0,4259852636.22,15194
2016-09-19,'000585,东北电气,6.73,6.73,6.53,6.58,6.62,0.11,1.6616,1.8061,11006585,73473000.81,5877780100.0,4101403181.94,4886
2016-09-14,'000585,东北电气,6.62,6.78,6.43,6.43,6.49,0.13,2.0031,2.4758,15087893,100234528.33,5781709400.0,4034366874.36,7414
