日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2016-10-12,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-10-11,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-10-10,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-30,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-29,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-28,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-27,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-26,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-23,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-22,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-21,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-20,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-19,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-14,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-13,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-12,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-09,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-08,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-07,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-06,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-05,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-02,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-09-01,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-08-31,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-08-30,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-08-29,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-08-26,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-08-25,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-08-24,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-08-23,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-08-22,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
2016-08-19,'601101,昊华能源,0.0,0.0,0.0,0.0,6.53,None,None,0.0,0,0.0,7835988716.16,7835988716.16,None
