ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ,³É½»±ÊÊý
2016-10-12,'300528,ÐÒ¸£À¶º£,37.89,38.55,37.53,37.75,38.19,-0.3,-0.7855,9.4654,7347990,279529499.08,11765099317.7,2941400700.0,14415
2016-10-11,'300528,ÐÒ¸£À¶º£,38.19,38.8,37.01,37.06,37.38,0.81,2.1669,16.3268,12674496,483588860.99,11858251331.3,2964689700.0,21453
2016-10-10,'300528,ÐÒ¸£À¶º£,37.38,38.0,35.11,35.87,35.57,1.81,5.0886,13.0068,10097152,369616882.39,11606740894.6,2901809400.0,18174
2016-09-30,'300528,ÐÒ¸£À¶º£,35.57,37.1,35.4,37.0,36.95,-1.38,-3.7348,11.4602,8896524,320926497.52,11044723745.8,2761299100.0,17061
2016-09-29,'300528,ÐÒ¸£À¶º£,36.95,37.37,36.56,36.56,36.5,0.45,1.2329,8.3976,6519061,241425677.78,11473223008.4,2868428500.0,11776
2016-09-28,'300528,ÐÒ¸£À¶º£,36.5,37.15,36.36,37.01,37.37,-0.87,-2.3281,7.7775,6037707,221628263.43,11333494988.0,2833495000.0,11306
2016-09-27,'300528,ÐÒ¸£À¶º£,37.37,37.49,36.57,36.8,36.76,0.61,1.6594,8.4554,6563956,242956382.44,11603635827.4,2901033100.0,11875
2016-09-26,'300528,ÐÒ¸£À¶º£,36.76,38.58,36.73,38.58,39.19,-2.43,-6.2006,13.462,10450564,392070056.88,11414226733.1,2853678800.0,19183
2016-09-23,'300528,ÐÒ¸£À¶º£,39.19,41.26,39.18,40.7,40.85,-1.66,-4.0636,12.0093,9322802,374604891.85,12168758043.3,3042319700.0,19724
2016-09-22,'300528,ÐÒ¸£À¶º£,40.85,41.2,40.25,40.99,40.68,0.17,0.4179,10.5321,8176040,332961902.61,12684199185.2,3171185500.0,16174
2016-09-21,'300528,ÐÒ¸£À¶º£,40.68,41.94,40.5,41.78,42.38,-1.7,-4.0113,13.4735,10459483,428990341.35,12631413044.2,3157988400.0,22758
2016-09-20,'300528,ÐÒ¸£À¶º£,42.38,43.25,41.73,42.3,42.13,0.25,0.5934,13.0039,10094917,429494876.25,13159274454.6,3289959400.0,20344
2016-09-19,'300528,ÐÒ¸£À¶º£,42.13,42.9,41.11,41.5,41.45,0.68,1.6405,11.7823,9146564,383962781.93,13081647776.6,3270551900.0,17482
2016-09-14,'300528,ÐÒ¸£À¶º£,41.45,43.44,41.12,42.49,42.85,-1.4,-3.2672,13.1876,10237515,433051459.52,12870503212.4,3217763500.0,20875
2016-09-13,'300528,ÐÒ¸£À¶º£,42.85,43.6,42.55,43.2,43.09,-0.24,-0.557,14.6644,11384006,489690169.39,13305212609.2,3326445500.0,18963
2016-09-12,'300528,ÐÒ¸£À¶º£,43.09,44.18,41.06,41.53,42.65,0.44,1.0317,21.8679,16976029,731519181.2,13379734220.1,3345076700.0,30151
2016-09-09,'300528,ÐÒ¸£À¶º£,42.65,45.0,42.5,44.7,45.15,-2.5,-5.5371,20.1287,15625894,683425433.39,13243111266.8,3310919500.0,32270
