日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2016-10-12,'600562,国睿科技,35.3,35.5,34.9,35.4,35.5,-0.2,-0.5634,1.0541,3453629,121229353.0,16899215666.6,11565901682.0,None
2016-10-11,'600562,国睿科技,35.5,35.66,34.66,34.89,34.86,0.64,1.8359,2.1443,7025836,248124636.0,16994961931.0,11631430870.0,None
2016-10-10,'600562,国睿科技,34.86,34.96,34.19,34.76,34.38,0.48,1.3962,1.4937,4894153,169234682.0,16688573884.9,11421737468.4,None
2016-09-30,'600562,国睿科技,34.38,35.15,34.0,34.26,34.21,0.17,0.4969,1.3258,4343893,150072171.0,16458782850.4,11264467417.2,None
2016-09-29,'600562,国睿科技,34.21,34.4,34.05,34.25,34.19,0.02,0.0585,0.6749,2211119,75677644.0,16377398525.6,11208767607.4,None
2016-09-28,'600562,国睿科技,34.19,34.49,33.5,33.79,33.76,0.43,1.2737,1.2839,4206681,143691370.0,16367823899.2,11202214688.6,None
2016-09-27,'600562,国睿科技,33.76,34.08,33.15,33.9,33.96,-0.2,-0.5889,1.2417,4068298,136486568.0,16161969430.7,11061326934.4,None
2016-09-26,'600562,国睿科技,33.96,35.19,33.93,35.04,35.6,-1.64,-4.6067,2.4678,8085656,279043876.0,16257715695.1,11126856122.4,None
2016-09-23,'600562,国睿科技,35.6,36.36,33.81,33.98,33.85,1.75,5.1699,4.0757,13353760,470773940.0,17042835063.2,11664195464.0,None
2016-09-22,'600562,国睿科技,33.85,34.19,33.78,34.06,33.83,0.02,0.0591,0.5823,1907901,64732870.0,16205055249.7,11090815069.0,None
2016-09-21,'600562,国睿科技,33.83,34.14,33.48,34.13,33.94,-0.11,-0.3241,0.5506,1804111,61002566.0,16195480623.3,11084262150.2,None
2016-09-20,'600562,国睿科技,33.94,34.48,33.7,34.48,34.52,-0.58,-1.6802,0.787,2578725,87532361.0,16248141068.7,11120303203.6,None
2016-09-19,'600562,国睿科技,34.52,34.59,32.98,33.05,33.08,1.44,4.3531,1.228,4023536,135715805.0,16525805235.4,11310337848.8,None
