�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉,傖蝠捩杅
2016-08-29,'300099,蚧醫縐,9.07,9.14,9.03,9.08,9.07,0.0,0.0,1.1503,6005364,54531738.5,4866042592.24,4735095283.54,3339
2016-08-26,'300099,蚧醫縐,9.07,9.23,9.04,9.15,9.15,-0.08,-0.8743,1.3701,7152967,65411434.32,4866042592.24,4735095283.54,4563
2016-08-25,'300099,蚧醫縐,9.15,9.25,9.0,9.15,9.31,-0.16,-1.7186,1.8176,9488867,86343190.04,4908962482.8,4776860181.3,5816
2016-08-24,'300099,蚧醫縐,9.31,9.44,9.26,9.37,9.19,0.12,1.3058,1.7542,9158041,85614069.29,4994802263.92,4860389976.82,5413
2016-08-23,'300099,蚧醫縐,9.19,9.39,9.12,9.35,9.29,-0.1,-1.0764,1.6455,8590493,79717670.61,4930422428.08,4797742630.18,5229
2016-08-22,'300099,蚧醫縐,9.29,9.44,9.18,9.28,9.21,0.08,0.8686,2.3258,12142103,113159570.71,4984072291.28,4849948752.38,7101
2016-08-19,'300099,蚧醫縐,9.21,9.28,9.1,9.14,9.14,0.07,0.7659,1.5868,8284030,76167607.64,4941152400.72,4808183854.62,5077
2016-08-18,'300099,蚧醫縐,9.14,9.46,9.02,9.4,9.4,-0.26,-2.766,3.1249,16314002,150821985.13,4903597496.48,4771639569.08,9036
2016-08-17,'300099,蚧醫縐,9.4,9.52,9.23,9.34,9.34,0.06,0.6424,2.57,13416981,126293052.93,5043087140.8,4907375486.8,7113
2016-08-16,'300099,蚧醫縐,9.34,9.47,9.26,9.32,9.31,0.03,0.3222,2.5625,13377654,125077449.13,5010897222.88,4876051813.48,7219
2016-08-15,'300099,蚧醫縐,9.31,9.5,9.05,9.15,9.2,0.11,1.1957,3.5979,18783145,174709679.6,4994802263.92,4860389976.82,10188
2016-08-12,'300099,蚧醫縐,9.2,9.3,8.88,9.03,9.0,0.2,2.2222,3.1643,16519764,150677836.54,4935787414.4,4802963242.4,9841
2016-08-11,'300099,蚧醫縐,9.0,9.5,8.96,9.5,9.44,-0.44,-4.661,4.3034,22466513,206020864.91,4828487688.0,4698550998.0,12068
2016-08-10,'300099,蚧醫縐,9.44,9.7,9.42,9.68,9.68,-0.24,-2.4793,2.8118,14679257,140002211.6,5064547086.08,4928257935.68,8411
2016-08-09,'300099,蚧醫縐,9.68,9.69,9.45,9.55,9.6,0.08,0.8333,3.632,18961502,181911955.64,5193306757.76,5053552628.96,10552
2016-08-08,'300099,蚧醫縐,9.6,9.71,9.25,9.57,9.74,-0.14,-1.4374,4.8996,25578682,242902525.16,5150386867.2,5011787731.2,12928
2016-08-05,'300099,蚧醫縐,9.74,10.24,9.71,10.21,10.2,-0.46,-4.5098,5.5932,29199692,288529118.66,5225496675.68,5084876302.28,17247
2016-08-04,'300099,蚧醫縐,10.2,10.4,9.96,10.29,10.51,-0.31,-2.9496,7.0592,36853370,372822321.73,5472286046.4,5325024464.4,20209
2016-08-03,'300099,蚧醫縐,10.51,10.73,10.34,10.54,10.75,-0.24,-2.2326,5.9168,30889196,324862484.71,5638600622.32,5486863443.22,18044
2016-08-02,'300099,蚧醫縐,10.75,10.84,9.68,9.9,10.09,0.66,6.5411,7.6203,39782577,411703490.64,5767360294.0,5612158136.5,23669
2016-08-01,'300099,蚧醫縐,10.09,10.64,9.93,10.06,10.2,-0.11,-1.0784,6.0813,31748087,326702019.31,5413271196.88,5267597729.98,19636
2016-07-29,'300099,蚧醫縐,10.2,10.7,10.1,10.45,10.74,-0.54,-5.0279,7.7581,40501780,420062039.71,5472286046.4,5325024464.4,24448
2016-07-28,'300099,蚧醫縐,10.74,10.88,9.65,9.81,9.99,0.75,7.5075,15.1143,78905971,809063327.97,5761995307.68,5606937524.28,38619
2016-07-27,'300099,蚧醫縐,9.99,9.99,9.5,9.67,9.08,0.91,10.022,9.4851,49518282,493232129.22,5359621333.68,5215391607.78,12689
2016-07-26,'300099,蚧醫縐,0.0,0.0,0.0,0.0,9.08,None,None,0.0,0,0.0,4871407578.56,4740315895.76,0
2016-07-25,'300099,蚧醫縐,0.0,0.0,0.0,0.0,9.08,None,None,0.0,0,0.0,4871407578.56,4740315895.76,0
2016-07-22,'300099,蚧醫縐,0.0,0.0,0.0,0.0,9.08,None,None,0.0,0,0.0,4871407578.56,4740315895.76,0
2016-07-21,'300099,蚧醫縐,0.0,0.0,0.0,0.0,9.08,None,None,0.0,0,0.0,4871407578.56,4740315895.76,0
2016-07-20,'300099,蚧醫縐,0.0,0.0,0.0,0.0,9.08,None,None,0.0,0,0.0,4871407578.56,4740315895.76,0
2016-07-19,'300099,蚧醫縐,9.08,9.09,8.96,9.01,9.0,0.08,0.8889,1.5848,8273704,74612050.02,4871407578.56,4740315895.76,3721
2016-07-18,'300099,蚧醫縐,9.0,9.17,8.97,9.15,9.14,-0.14,-1.5317,1.856,9689680,87545813.66,4828487688.0,4698550998.0,4956
2016-07-15,'300099,蚧醫縐,9.14,9.4,9.09,9.3,9.34,-0.2,-2.1413,2.5471,13297199,122092692.15,4903597496.48,4771639569.08,6601
2016-07-14,'300099,蚧醫縐,9.34,9.35,9.09,9.15,9.18,0.16,1.7429,3.1476,16432575,151446968.2,5010897222.88,4876051813.48,7408
2016-07-13,'300099,蚧醫縐,9.18,9.31,8.94,8.98,9.03,0.15,1.6611,3.6859,19242627,175922597.91,4925057441.76,4792522017.96,8520
2016-07-12,'300099,蚧醫縐,9.03,9.04,8.73,8.98,8.95,0.08,0.8939,2.3396,12214370,108516330.3,4844582646.96,4714212834.66,6842
2016-07-11,'300099,蚧醫縐,8.95,9.38,8.95,9.06,8.99,-0.04,-0.4449,4.2476,22175279,203032029.57,4801662756.4,4672447936.9,10881
2016-07-08,'300099,蚧醫縐,8.99,9.2,8.75,8.81,8.81,0.18,2.0431,3.7246,19444850,175180887.79,4823122701.68,4693330385.78,9420
2016-07-07,'300099,蚧醫縐,8.81,9.03,8.7,8.96,8.95,-0.14,-1.5642,2.8971,15124653,133787252.07,4726552947.92,4599359365.82,7767
2016-07-06,'300099,蚧醫縐,8.95,9.05,8.85,9.05,9.1,-0.15,-1.6484,2.4498,12789631,114220714.99,4801662756.4,4672447936.9,6893
2016-07-05,'300099,蚧醫縐,9.1,9.43,8.92,9.0,9.03,0.07,0.7752,4.1355,21590043,197564182.82,4882137551.2,4750757120.2,10674
2016-07-04,'300099,蚧醫縐,9.03,9.13,8.65,8.78,8.82,0.21,2.381,4.1129,21471624,191884949.32,4844582646.96,4714212834.66,9487
2016-07-01,'300099,蚧醫縐,8.82,9.0,8.74,8.93,8.8,0.02,0.2273,2.595,13547333,119918598.96,4731917934.24,4604579978.04,6500
2016-06-30,'300099,蚧醫縐,8.8,8.88,8.64,8.85,8.84,-0.04,-0.4525,2.6623,13898823,121724369.33,4721187961.6,4594138753.6,7142
2016-06-29,'300099,蚧醫縐,8.84,9.09,8.66,8.88,8.86,-0.02,-0.2257,4.0923,21364197,189549614.63,4742647906.88,4615021202.48,10484
2016-06-28,'300099,蚧醫縐,8.86,8.95,8.51,8.7,8.93,-0.07,-0.7839,5.9288,30951995,271327690.61,4753377879.52,4625462426.92,13140
2016-06-27,'300099,蚧醫縐,8.93,9.06,8.13,8.15,8.24,0.69,8.3738,8.4283,44000871,390386906.37,4790932783.76,4662006712.46,19532
2016-06-24,'300099,蚧醫縐,8.24,8.55,7.86,8.1,8.11,0.13,1.603,4.5093,23541282,195282375.58,4420748727.68,4301784469.28,12845
2016-06-23,'300099,蚧醫縐,8.11,8.43,7.96,8.0,8.04,0.07,0.8706,2.8426,14839999,121762440.55,4351003905.52,4233916510.42,7903
2016-06-22,'300099,蚧醫縐,8.04,8.05,7.7,7.71,7.81,0.23,2.9449,2.0372,10635526,84693911.87,4313449001.28,4197372224.88,5341
2016-06-21,'300099,蚧醫縐,7.81,8.15,7.65,8.1,8.04,-0.23,-2.8607,2.6467,13817540,109615855.02,4190054315.92,4077298143.82,7869
2016-06-20,'300099,蚧醫縐,8.04,8.38,7.92,8.38,8.38,-0.34,-4.0573,3.6869,19247929,156001937.44,4313449001.28,4197372224.88,9451
2016-06-17,'300099,蚧醫縐,8.38,8.38,7.7,7.7,7.62,0.76,9.9738,5.9426,31023819,253854794.93,4495858536.16,4374873040.36,12106
2016-06-16,'300099,蚧醫縐,7.62,7.87,7.57,7.7,7.7,-0.08,-1.039,1.8875,9853963,75981793.32,4088119575.84,3978106511.64,4491
2016-06-15,'300099,蚧醫縐,7.7,7.77,7.36,7.36,7.49,0.21,2.8037,2.1043,10985876,83898950.45,4131039466.4,4019871409.4,4864
2016-06-14,'300099,蚧醫縐,7.49,7.68,7.42,7.55,7.59,-0.1,-1.3175,1.9121,9982316,75487576.01,4018374753.68,3910238552.78,4526
2016-06-13,'300099,蚧醫縐,7.59,8.32,7.59,8.32,8.43,-0.84,-9.9644,3.155,16470970,130970366.71,4072024616.88,3962444674.98,8134
2016-06-08,'300099,蚧醫縐,8.43,8.71,8.41,8.69,8.66,-0.23,-2.6559,2.0972,10948733,93752413.21,4522683467.76,4400976101.46,5335
2016-06-07,'300099,蚧醫縐,8.66,8.79,8.55,8.7,8.69,-0.03,-0.3452,2.3811,12430669,107801270.18,4646078153.12,4521050182.52,5838
2016-06-06,'300099,蚧醫縐,8.69,8.71,8.51,8.67,8.67,0.02,0.2307,2.2142,11559331,99596595.37,4662173112.08,4536712019.18,5704
2016-06-03,'300099,蚧醫縐,8.67,8.96,8.65,8.9,8.94,-0.27,-3.0201,3.9168,20448224,178868016.57,4651443139.44,4526270794.74,9899
2016-06-02,'300099,蚧醫縐,8.94,9.19,8.8,8.87,8.78,0.16,1.8223,4.9587,25887514,232641959.77,4796297770.08,4667227324.68,13632
2016-06-01,'300099,蚧醫縐,8.78,8.8,8.48,8.53,8.53,0.25,2.9308,3.974,20746951,179971844.48,4710457988.96,4583697529.16,9634
2016-05-31,'300099,蚧醫縐,8.53,8.65,8.15,8.15,8.14,0.39,4.7912,3.0329,15833646,134693745.83,4576333330.96,4453182223.66,8365
2016-05-30,'300099,蚧醫縐,8.14,8.37,8.0,8.24,8.23,-0.09,-1.0936,2.0464,10683535,87918110.98,4367098864.48,4249578347.08,5696
2016-05-27,'300099,蚧醫縐,8.23,8.39,8.01,8.12,8.13,0.1,1.23,2.3818,12434623,102806527.81,4415383741.36,4296563857.06,7564
2016-05-26,'300099,蚧醫縐,8.13,8.47,7.8,8.3,8.4,-0.27,-3.2143,3.1087,16229315,131263679.92,4361733878.16,4244357734.86,8813
2016-05-25,'300099,蚧醫縐,8.4,8.85,8.28,8.8,8.64,-0.24,-2.7778,3.2384,16906377,143026008.33,4506588508.8,4385314264.8,9355
2016-05-24,'300099,蚧醫縐,21.69,22.74,21.35,22.03,22.35,-0.66,-2.953,3.8103,7956815,174853974.44,4654662135.57,4529403166.41,9438
2016-05-23,'300099,蚧醫縐,22.35,23.39,21.22,21.8,21.61,0.74,3.4243,5.9199,12362161,276189120.09,4796297774.55,4667227329.15,13725
2016-05-20,'300099,蚧醫縐,21.61,21.63,20.49,20.52,20.97,0.64,3.052,5.1327,10718317,227696086.39,4637494179.33,4512697207.29,10134
2016-05-19,'300099,蚧醫縐,20.97,20.98,18.96,18.96,19.07,1.9,9.9633,5.3533,11179028,231348983.79,4500150529.41,4379049534.33,9342
2016-05-18,'300099,蚧醫縐,19.07,20.5,18.8,20.17,20.52,-1.45,-7.0663,2.2444,4686757,92161045.79,4092411568.71,3982283005.23,4040
2016-05-17,'300099,蚧醫縐,20.52,20.72,19.85,20.29,20.49,0.03,0.1464,2.7025,5643460,114568991.64,4403580775.56,4285078514.28,4586
2016-05-16,'300099,蚧醫縐,20.49,20.49,18.43,18.63,18.63,1.86,9.9839,2.0808,4345252,84825244.03,4397142791.97,4278813779.61,4166
2016-05-13,'300099,蚧醫縐,18.63,19.15,18.52,18.89,18.87,-0.24,-1.2719,1.3163,2748774,51741388.17,3997987809.39,3890400230.07,2886
2016-05-12,'300099,蚧醫縐,18.87,19.58,18.3,19.58,20.29,-1.42,-6.9985,2.0481,4277030,81093899.54,4049491678.11,3940518107.43,4273
2016-05-11,'300099,蚧醫縐,20.29,21.07,20.23,20.56,20.62,-0.33,-1.6004,1.7024,3555003,73534780.73,4354222901.37,4237048881.81,4057
2016-05-10,'300099,蚧醫縐,20.62,21.08,20.25,20.28,20.28,0.34,1.6765,1.7423,3638266,75351148.42,4425040720.86,4305960963.18,3958
2016-05-09,'300099,蚧醫縐,20.28,20.76,20.01,20.35,20.8,-0.52,-2.5,1.7226,3597306,73365630.93,4352076906.84,4234960636.92,3706
2016-05-06,'300099,蚧醫縐,20.8,22.09,20.65,21.6,21.6,-0.8,-3.7037,3.0464,6361674,135875793.27,4463668622.4,4343549371.2,6876
2016-05-05,'300099,蚧醫縐,21.6,21.72,20.43,20.51,20.52,1.08,5.2632,2.8921,6039469,127342679.3,4635348184.8,4510608962.4,6201
2016-05-04,'300099,蚧醫縐,20.52,20.77,20.3,20.35,20.45,0.07,0.3423,1.5436,3223448,66303280.52,4403580775.56,4285078514.28,3660
2016-05-03,'300099,蚧醫縐,20.45,20.5,19.66,19.8,19.86,0.59,2.9708,1.7728,3702081,74766488.48,4388558813.85,4270460800.05,3919
2016-04-29,'300099,蚧醫縐,19.86,20.16,19.32,19.5,19.51,0.35,1.794,1.8122,3784410,75174127.46,4261945136.58,4147254351.54,3710
2016-04-28,'300099,蚧醫縐,19.51,20.05,19.21,19.97,19.95,-0.44,-2.2055,1.5989,3338844,65460364.48,4186835328.03,4074165780.39,3390
2016-04-27,'300099,蚧醫縐,19.95,20.55,19.93,20.22,20.47,-0.52,-2.5403,2.0302,4239550,85840593.57,4281259087.35,4166048555.55,4384
2016-04-26,'300099,蚧醫縐,20.47,20.99,19.72,19.73,19.31,1.16,6.0073,2.6416,5516291,112465646.09,4392850802.91,4274637289.83,6518
2016-04-25,'300099,蚧醫縐,19.31,19.78,18.92,19.78,19.86,-0.55,-2.7694,1.4936,3118932,60044917.83,4143915437.43,4032400882.59,3090
2016-04-22,'300099,蚧醫縐,19.86,19.99,19.4,19.43,19.53,0.33,1.6897,1.4029,2929615,57819181.64,4261945136.58,4147254351.54,2815
2016-04-21,'300099,蚧醫縐,19.53,20.39,19.5,20.2,20.22,-0.69,-3.4125,1.7966,3751769,75276844.88,4191127317.09,4078342270.17,3902
2016-04-20,'300099,蚧醫縐,20.22,21.97,19.87,21.73,21.59,-1.37,-6.3455,2.9132,6083566,126133596.55,4339200939.66,4222431167.58,6148
2016-04-19,'300099,蚧醫縐,21.59,21.77,21.33,21.53,21.41,0.18,0.8407,1.3329,2783345,59980137.74,4633202190.27,4508520717.51,3122
2016-04-18,'300099,蚧醫縐,21.41,21.86,21.2,21.81,22.08,-0.67,-3.0344,1.7189,3589397,76756199.89,4594574288.73,4470932309.49,4183
2016-04-15,'300099,蚧醫縐,22.08,22.2,21.91,21.92,22.03,0.05,0.227,1.64,3424713,75563184.75,4738355922.24,4610844717.12,3808
2016-04-14,'300099,蚧醫縐,22.03,22.11,21.58,22.0,21.6,0.43,1.9907,1.7488,3651936,79649815.4,4727625949.59,4600403492.67,3928
2016-04-13,'300099,蚧醫縐,21.6,22.36,21.39,21.4,21.28,0.32,1.5038,2.7456,5733403,125735185.16,4635348184.8,4510608962.4,6165
2016-04-12,'300099,蚧醫縐,21.28,21.88,21.0,21.84,21.85,-0.57,-2.6087,2.3576,4923162,105062274.19,4566676359.84,4443785125.92,5239
2016-04-11,'300099,蚧醫縐,21.85,22.5,21.82,22.25,21.66,0.19,0.8772,2.0799,4343263,96267277.15,4688998048.05,4562815084.65,5008
2016-04-08,'300099,蚧醫縐,21.66,22.34,21.2,22.13,22.58,-0.92,-4.0744,2.9846,6232524,136258321.19,4648224151.98,4523138431.74,7467
2016-04-07,'300099,蚧醫縐,22.58,23.6,22.58,23.4,23.56,-0.98,-4.1596,3.4286,7159824,164382216.2,4845655648.74,4715256961.62,7198
2016-04-06,'300099,蚧醫縐,23.56,23.6,22.2,22.68,22.71,0.85,3.7428,4.8483,10124419,232215010.0,5055963112.68,4919904960.84,9364
2016-04-05,'300099,蚧醫縐,22.71,23.0,21.94,22.12,22.28,0.43,1.93,3.4249,7152052,161532600.5,4873553577.63,4742404145.19,6795
2016-04-01,'300099,蚧醫縐,22.28,22.79,21.75,22.7,22.88,-0.6,-2.6224,3.7437,7817764,173204439.89,4781275812.84,4652609614.92,8275
2016-03-31,'300099,蚧醫縐,22.88,23.55,22.63,23.0,23.05,-0.17,-0.7375,4.8767,10183813,234706206.79,4910035484.64,4777904308.32,11165
2016-03-30,'300099,蚧醫縐,23.05,23.2,20.8,21.4,21.15,1.9,8.9835,6.308,13172679,287763406.86,4946517391.65,4813404471.45,12701
2016-03-29,'300099,蚧醫縐,21.15,22.29,20.66,22.29,21.99,-0.84,-3.8199,3.7205,7769319,166560568.07,4538778430.95,4416637942.35,7200
2016-03-28,'300099,蚧醫縐,21.99,22.76,21.6,22.0,21.75,0.24,1.1034,3.2032,6689068,147910847.71,4719041971.47,4592050513.11,6866
2016-03-25,'300099,蚧醫縐,21.75,22.38,20.8,21.5,21.39,0.36,1.683,4.5139,9426233,203359499.9,4667538102.75,4541932635.75,9029
2016-03-24,'300099,蚧醫縐,21.39,22.99,20.5,20.51,21.16,0.23,1.087,6.0551,12644533,275650975.54,4590282299.67,4466755819.71,10904
2016-03-23,'300099,蚧醫縐,21.16,21.3,19.88,19.88,19.96,1.2,6.012,3.943,8234011,168964703.37,4540924425.48,4418726187.24,7374
2016-03-22,'300099,蚧醫縐,19.96,20.45,19.22,19.22,19.66,0.3,1.5259,3.9009,8146035,162730410.77,4283405081.88,4168136800.44,6402
2016-03-21,'300099,蚧醫縐,19.66,19.88,19.05,19.6,19.24,0.42,2.183,3.1043,6482448,126059627.42,4219025245.98,4105489453.74,5540
2016-03-18,'300099,蚧醫縐,19.24,19.32,18.22,18.29,18.2,1.04,5.7143,3.2297,6744446,127502497.81,4128893475.72,4017783168.36,5886
2016-03-17,'300099,蚧醫縐,18.2,18.38,17.48,17.52,17.36,0.84,4.8387,2.7762,5797298,104362202.57,3905710044.6,3800605699.8,4918
2016-03-16,'300099,蚧醫縐,17.36,18.26,17.3,18.07,17.7,-0.34,-1.9209,1.4661,3061573,54232448.32,3725446504.08,3625193129.04,3072
2016-03-15,'300099,蚧醫縐,17.7,18.29,17.7,18.12,18.14,-0.44,-2.4256,1.5543,3245799,58337964.97,3798410318.1,3696193455.3,3311
2016-03-14,'300099,蚧醫縐,18.14,18.48,17.53,17.55,17.3,0.84,4.8555,2.315,4834304,87555719.15,3892834077.42,3788076230.46,4521
2016-03-11,'300099,蚧醫縐,17.3,17.45,16.72,17.39,17.5,-0.2,-1.1429,1.4704,3070650,52602617.53,3712570536.9,3612663659.7,3191
2016-03-10,'300099,蚧醫縐,17.5,17.94,17.2,17.65,17.59,-0.09,-0.5117,1.7334,3619778,63776555.98,3755490427.5,3654428557.5,3310
2016-03-09,'300099,蚧醫縐,17.59,18.2,17.33,17.6,18.33,-0.74,-4.0371,1.8485,3860114,68448221.34,3774804378.27,3673222761.51,3930
2016-03-08,'300099,蚧醫縐,18.33,18.49,16.37,17.8,17.87,0.46,2.5741,3.0726,6416388,111328407.93,3933607973.49,3827752883.37,5983
2016-03-07,'300099,蚧醫縐,17.87,18.47,17.71,17.82,17.48,0.39,2.2311,2.5901,5408857,97486377.79,3834892225.11,3731693618.43,5746
2016-03-04,'300099,蚧醫縐,17.48,19.25,17.15,18.42,19.01,-1.53,-8.0484,4.0969,8555412,154843032.67,3751198438.44,3650252067.72,7223
2016-03-03,'300099,蚧醫縐,19.01,20.2,19.01,20.2,18.39,0.62,3.3714,6.4758,13523051,265183338.88,4079535601.53,3969753535.89,8446
2016-03-02,'300099,蚧醫縐,18.39,18.39,17.01,18.3,16.72,1.67,9.988,1.9972,4170597,76468012.19,3946483940.67,3840282352.71,1525
2016-03-01,'300099,蚧醫縐,16.72,16.85,15.58,16.28,16.17,0.55,3.4014,2.3051,4813712,78301061.72,3588102854.16,3491545456.08,4394
2016-02-29,'300099,蚧醫縐,16.17,17.94,15.93,17.57,17.7,-1.53,-8.6441,2.3432,4893101,80498845.25,3470073155.01,3376691987.13,4593
2016-02-26,'300099,蚧醫縐,17.7,18.47,17.24,18.24,18.2,-0.5,-2.7473,2.2193,4634362,83091231.36,3798410318.1,3696193455.3,3802
2016-02-25,'300099,蚧醫縐,18.2,20.09,18.2,20.03,20.22,-2.02,-9.9901,2.6146,5459945,103524652.08,3905710044.6,3800605699.8,5192
2016-02-24,'300099,蚧醫縐,20.22,20.57,19.6,20.47,20.6,-0.38,-1.8447,2.2244,4645006,93287835.91,4339200939.66,4222431167.58,5414
2016-02-23,'300099,蚧醫縐,20.6,20.89,19.91,20.54,20.57,0.03,0.1458,2.5711,5369136,109751472.07,4420748731.8,4301784473.4,5457
2016-02-22,'300099,蚧醫縐,20.57,21.0,20.32,20.88,20.38,0.19,0.9323,2.2471,4692430,96392996.97,4414310748.21,4295519738.73,5017
2016-02-19,'300099,蚧醫縐,20.38,20.75,20.1,20.27,20.31,0.07,0.3447,2.0297,4238459,86519700.98,4373536852.14,4255843085.82,4177
2016-02-18,'300099,蚧醫縐,20.31,21.39,20.14,20.66,20.41,-0.1,-0.49,3.2844,6858693,142357483.41,4358514890.43,4241225371.59,6376
2016-02-17,'300099,蚧醫縐,20.41,20.62,19.61,19.8,19.94,0.47,2.3571,2.9534,6167431,124264934.44,4379974835.73,4262107820.49,6355
2016-02-16,'300099,蚧醫縐,19.94,20.28,19.05,19.2,18.93,1.01,5.3354,2.1619,4514605,88981273.14,4279113092.82,4163960310.66,4350
2016-02-15,'300099,蚧醫縐,18.93,19.3,17.9,17.97,18.98,-0.05,-0.2634,1.4785,3087524,57260736.31,4062367645.29,3953047576.77,3158
2016-02-05,'300099,蚧醫縐,18.98,19.33,18.71,18.71,18.8,0.18,0.9574,2.2621,4723724,90198504.5,4073097617.94,3963488801.22,5835
2016-02-04,'300099,蚧醫縐,18.8,19.15,18.5,18.5,18.51,0.29,1.5667,2.2473,4692941,88626052.38,4034469716.4,3925900393.2,4458
2016-02-03,'300099,蚧醫縐,18.51,18.8,17.89,18.28,18.62,-0.11,-0.5908,2.165,4521017,82605362.6,3972235875.03,3865341291.39,4223
2016-02-02,'300099,蚧醫縐,18.62,18.8,17.67,17.95,17.89,0.73,4.0805,2.5443,5313180,98195283.29,3995841814.86,3888311985.18,5358
2016-02-01,'300099,蚧醫縐,17.89,18.58,17.57,17.9,17.96,-0.07,-0.3898,3.2257,6735988,122084309.15,3839184214.17,3735870108.21,6257
2016-01-29,'300099,蚧醫縐,17.96,18.04,16.1,16.1,16.4,1.56,9.5122,3.235,6755527,116811699.51,3854206175.88,3750487822.44,6435
2016-01-28,'300099,蚧醫縐,16.4,18.56,16.22,17.9,17.35,-0.95,-5.4755,3.4753,7257240,128386950.31,3519431029.2,3424721619.6,7023
2016-01-27,'300099,蚧醫縐,17.35,18.06,16.53,17.8,18.0,-0.65,-3.6111,2.1593,4509086,77753677.17,3723300509.55,3623104884.15,4260
2016-01-26,'300099,蚧醫縐,18.0,19.6,18.0,19.56,20.0,-2.0,-10.0,2.6971,5632255,105432768.63,3862790154.0,3758840802.0,5423
