日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2016-10-12,'002542,中化岩土,8.1,8.26,8.07,8.18,8.23,-0.13,-1.5796,0.4339,5348419,43510720.03,14154750000.0,9984671857.8,3695
2016-10-11,'002542,中化岩土,8.23,8.31,7.97,8.04,8.04,0.19,2.3632,0.6719,8281972,67414357.81,14381925000.0,10144919677.7,4655
2016-10-10,'002542,中化岩土,8.04,8.04,7.9,7.93,7.91,0.13,1.6435,0.4169,5138555,40935899.86,14049900000.0,9910711325.52,2874
2016-09-30,'002542,中化岩土,7.91,7.92,7.8,7.91,7.9,0.01,0.1266,0.3261,4019337,31546906.86,13822725000.0,9750463505.58,2104
2016-09-29,'002542,中化岩土,7.9,7.96,7.87,7.94,7.93,-0.03,-0.3783,0.2244,2765583,21859547.04,13805250000.0,9738136750.2,1767
2016-09-28,'002542,中化岩土,7.93,7.96,7.85,7.96,7.89,0.04,0.507,0.3752,4625423,36561124.74,13857675000.0,9775117016.34,2447
2016-09-27,'002542,中化岩土,7.89,7.9,7.77,7.85,7.84,0.05,0.6378,0.3036,3742380,29282155.5,13787775000.0,9725809994.82,2443
2016-09-26,'002542,中化岩土,7.84,8.08,7.84,8.01,8.0,-0.16,-2.0,0.5093,6277800,49879962.44,13700400000.0,9664176217.92,3952
2016-09-23,'002542,中化岩土,8.0,8.18,7.99,8.17,8.18,-0.18,-2.2005,0.8509,10489257,84423557.0,13980000000.0,9861404304.0,6310
2016-09-22,'002542,中化岩土,8.18,8.29,8.15,8.25,8.19,-0.01,-0.1221,0.3709,4572239,37437546.19,14294550000.0,10083285900.8,2593
2016-09-21,'002542,中化岩土,8.19,8.35,8.16,8.27,8.29,-0.1,-1.2063,0.4222,5204112,42780703.02,14312025000.0,10095612656.2,3299
2016-09-20,'002542,中化岩土,8.29,8.4,8.17,8.17,8.2,0.09,1.0976,0.5882,7250752,60211469.74,14486775000.0,10218880210.0,4390
2016-09-19,'002542,中化岩土,8.2,8.24,8.14,8.14,8.16,0.04,0.4902,0.3438,4238438,34748650.9,14329500000.0,10107939411.6,2581
2016-09-14,'002542,中化岩土,8.16,8.28,8.1,8.27,8.35,-0.19,-2.2754,0.6293,7757437,63301084.28,14259600000.0,10058632390.1,4378
2016-09-13,'002542,中化岩土,8.35,8.47,8.23,8.39,8.32,0.03,0.3606,0.5909,7284458,60707144.96,14591625000.0,10292840742.3,4693
2016-09-12,'002542,中化岩土,8.32,8.68,8.2,8.23,8.46,-0.14,-1.6548,1.352,16666388,140464408.59,14539200000.0,10255860476.2,9215
2016-09-09,'002542,中化岩土,8.46,8.63,8.34,8.5,8.52,-0.06,-0.7042,1.0667,13149408,110660107.67,14783850000.0,10428435051.5,7347
2016-09-08,'002542,中化岩土,8.52,8.78,8.25,8.3,8.42,0.1,1.1876,2.0905,25768478,220239644.68,14888700000.0,10502395583.8,14113
2016-09-07,'002542,中化岩土,8.42,8.71,7.86,7.92,7.93,0.49,6.1791,3.6605,45121840,376632103.35,14713950000.0,10379128030.0,23111
2016-09-06,'002542,中化岩土,7.93,7.97,7.6,7.65,7.68,0.25,3.2552,0.6785,8363234,65086773.19,13857675000.0,9775117016.34,4765
2016-09-05,'002542,中化岩土,7.68,7.73,7.67,7.67,7.66,0.02,0.2611,0.2795,3444725,26541228.35,13420800000.0,9466948131.84,2250
2016-09-02,'002542,中化岩土,7.66,7.88,7.58,7.79,7.83,-0.17,-2.1711,0.7047,8686996,66751482.98,13385850000.0,9442294621.08,5260
2016-09-01,'002542,中化岩土,7.83,8.0,7.71,7.75,7.76,0.07,0.9021,0.7356,9067084,71459950.27,13682925000.0,9651849462.54,5697
2016-08-31,'002542,中化岩土,7.76,7.9,7.67,7.9,7.9,-0.14,-1.7722,0.6884,8485259,65863410.08,13560600000.0,9565562174.88,6024
2016-08-30,'002542,中化岩土,7.9,8.28,7.63,7.63,7.65,0.25,3.268,1.7439,21497133,171886625.85,13805250000.0,9738136750.2,11611
2016-08-29,'002542,中化岩土,7.65,7.7,7.61,7.61,7.66,-0.01,-0.1305,0.1941,2392486,18309891.29,13368375000.0,9429967865.7,2365
2016-08-26,'002542,中化岩土,7.66,7.72,7.61,7.64,7.63,0.03,0.3932,0.313,3858791,29573542.85,13385850000.0,9442294621.08,2026
2016-08-25,'002542,中化岩土,7.63,7.75,7.61,7.75,7.77,-0.14,-1.8018,0.353,4351885,33291994.25,13333425000.0,9405314354.94,2357
2016-08-24,'002542,中化岩土,7.77,7.85,7.74,7.84,7.73,0.04,0.5175,0.3018,3720236,29007713.46,13578075000.0,9577888930.26,1967
2016-08-23,'002542,中化岩土,7.73,7.77,7.68,7.73,7.73,0.0,0.0,0.1706,2103001,16248053.69,13508175000.0,9528581908.74,1610
2016-08-22,'002542,中化岩土,7.73,7.85,7.71,7.8,7.8,-0.07,-0.8974,0.2648,3263615,25359691.4,13508175000.0,9528581908.74,1910
2016-08-19,'002542,中化岩土,7.8,7.87,7.75,7.85,7.86,-0.06,-0.7634,0.2752,3392403,26420098.78,13630500000.0,9614869196.4,2620
2016-08-18,'002542,中化岩土,7.86,7.93,7.81,7.9,7.86,0.0,0.0,0.3364,4146305,32624668.63,13735350000.0,9688829728.68,2595
2016-08-17,'002542,中化岩土,7.86,7.94,7.76,7.89,7.89,-0.03,-0.3802,0.5188,6394723,50216246.23,13735350000.0,9688829728.68,3309
2016-08-16,'002542,中化岩土,7.89,7.9,7.7,7.76,7.75,0.14,1.8065,0.6872,8470972,65971584.85,13787775000.0,9725809994.82,4394
2016-08-15,'002542,中化岩土,7.75,7.77,7.47,7.52,7.51,0.24,3.1957,0.4994,6156268,47120687.22,13543125000.0,9553235419.5,4031
