ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ,³É½»±ÊÊý
2016-10-12,'002485,Ï£Å¬¶û,18.58,18.73,18.28,18.34,18.5,0.08,0.4324,0.5579,1785383,33108130.69,5945600000.0,5945600000.0,1666
2016-10-11,'002485,Ï£Å¬¶û,18.5,18.87,18.19,18.69,18.69,-0.19,-1.0166,0.7487,2395696,44210182.32,5920000000.0,5920000000.0,2145
2016-10-10,'002485,Ï£Å¬¶û,18.69,18.97,18.5,18.65,18.63,0.06,0.3221,0.7097,2271129,42487347.7,5980800000.0,5980800000.0,1511
2016-09-30,'002485,Ï£Å¬¶û,18.63,18.7,18.3,18.7,18.51,0.12,0.6483,0.4124,1319564,24456942.49,5961600000.0,5961600000.0,819
2016-09-29,'002485,Ï£Å¬¶û,18.51,18.59,18.33,18.52,18.52,-0.01,-0.054,0.3599,1151703,21274201.59,5923200000.0,5923200000.0,1090
2016-09-28,'002485,Ï£Å¬¶û,18.52,18.66,18.34,18.59,18.69,-0.17,-0.9096,0.3182,1018303,18855278.45,5926400000.0,5926400000.0,1195
2016-09-27,'002485,Ï£Å¬¶û,18.69,18.69,18.11,18.11,18.32,0.37,2.0197,0.9963,3188111,58680102.85,5980800000.0,5980800000.0,1920
2016-09-26,'002485,Ï£Å¬¶û,18.32,18.85,18.26,18.39,18.45,-0.13,-0.7046,0.8588,2748036,50943129.63,5862400000.0,5862400000.0,2907
2016-09-23,'002485,Ï£Å¬¶û,18.45,18.6,17.81,17.81,17.81,0.64,3.5935,1.107,3542535,64784889.84,5904000000.0,5904000000.0,3167
2016-09-22,'002485,Ï£Å¬¶û,17.81,18.04,17.75,17.96,17.88,-0.07,-0.3915,0.4746,1518827,27114628.52,5699200000.0,5699200000.0,1272
2016-09-21,'002485,Ï£Å¬¶û,17.88,17.93,17.55,17.64,17.63,0.25,1.418,0.4642,1485317,26360077.55,5721600000.0,5721600000.0,1090
2016-09-20,'002485,Ï£Å¬¶û,17.63,17.78,17.34,17.55,17.73,-0.1,-0.564,0.3901,1248321,21843381.43,5641600000.0,5641600000.0,1141
2016-09-19,'002485,Ï£Å¬¶û,17.73,17.85,17.55,17.85,17.85,-0.12,-0.6723,0.5942,1901289,33625922.13,5673600000.0,5673600000.0,1262
2016-09-14,'002485,Ï£Å¬¶û,17.85,17.93,17.19,17.68,17.8,0.05,0.2809,0.5731,1833981,32302644.15,5712000000.0,5712000000.0,1807
2016-09-13,'002485,Ï£Å¬¶û,17.8,18.42,17.5,18.38,18.26,-0.46,-2.5192,0.9664,3092582,55159752.47,5696000000.0,5696000000.0,2007
2016-09-12,'002485,Ï£Å¬¶û,18.26,18.9,18.18,18.4,18.91,-0.65,-3.4373,0.585,1871864,34385074.59,5843200000.0,5843200000.0,1636
2016-09-09,'002485,Ï£Å¬¶û,18.91,19.05,18.87,19.05,18.97,-0.06,-0.3163,0.378,1209569,22915620.02,6051200000.0,6051200000.0,900
2016-09-08,'002485,Ï£Å¬¶û,18.97,19.15,18.75,18.75,18.87,0.1,0.5299,0.9167,2933534,55748812.5,6070400000.0,6070400000.0,1370
2016-09-07,'002485,Ï£Å¬¶û,18.87,19.19,18.79,19.04,19.04,-0.17,-0.8929,0.6699,2143749,40715912.95,6038400000.0,6038400000.0,1336
2016-09-06,'002485,Ï£Å¬¶û,19.04,19.06,18.65,18.89,19.04,0.0,0.0,0.551,1763059,33356117.45,6092800000.0,6092800000.0,1258
2016-09-05,'002485,Ï£Å¬¶û,19.04,19.15,18.5,18.64,18.66,0.38,2.0364,0.5078,1624818,30424486.69,6092800000.0,6092800000.0,1120
2016-09-02,'002485,Ï£Å¬¶û,18.66,19.1,18.45,18.64,18.65,0.01,0.0536,0.4527,1448651,27314944.8,5971200000.0,5971200000.0,1120
