日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2016-10-12,'600218,全柴动力,10.69,10.69,10.58,10.69,10.69,0.0,0.0,1.8156,6695288,71208004.0,3941990950.0,3941990950.0,None
2016-10-11,'600218,全柴动力,10.69,10.7,10.4,10.45,10.46,0.23,2.1989,3.2187,11869152,125757988.0,3941990950.0,3941990950.0,None
2016-10-10,'600218,全柴动力,10.46,10.5,10.25,10.29,10.23,0.23,2.2483,1.6663,6144465,63792104.0,3857177300.0,3857177300.0,None
2016-09-30,'600218,全柴动力,10.23,10.28,10.15,10.15,10.18,0.05,0.4912,0.7729,2849943,29161507.0,3772363650.0,3772363650.0,None
2016-09-29,'600218,全柴动力,10.18,10.28,10.16,10.2,10.17,0.01,0.0983,1.0036,3700856,37789848.0,3753925900.0,3753925900.0,None
2016-09-28,'600218,全柴动力,10.17,10.25,10.13,10.2,10.14,0.03,0.2959,0.9551,3521932,35892756.0,3750238350.0,3750238350.0,None
2016-09-27,'600218,全柴动力,10.14,10.15,9.98,9.99,9.99,0.15,1.5015,1.4983,5525200,55460856.0,3739175700.0,3739175700.0,None
2016-09-26,'600218,全柴动力,9.99,10.49,9.98,10.49,10.49,-0.5,-4.7664,2.4327,8970761,91699941.0,3683862450.0,3683862450.0,None
2016-09-23,'600218,全柴动力,10.49,10.63,10.43,10.6,10.59,-0.1,-0.9443,1.7374,6406567,67287352.0,3868239950.0,3868239950.0,None
2016-09-22,'600218,全柴动力,10.59,10.78,10.55,10.55,10.54,0.05,0.4744,1.9603,7228804,77025910.0,3905115450.0,3905115450.0,None
2016-09-21,'600218,全柴动力,10.54,10.64,10.42,10.45,10.46,0.08,0.7648,1.6865,6218915,65588841.0,3886677700.0,3886677700.0,None
2016-09-20,'600218,全柴动力,10.46,10.52,10.38,10.44,10.47,-0.01,-0.0955,1.3457,4962505,51884685.0,3857177300.0,3857177300.0,None
2016-09-19,'600218,全柴动力,10.47,10.48,10.25,10.38,10.35,0.12,1.1594,1.924,7094738,73605008.0,3860864850.0,3860864850.0,None
2016-09-14,'600218,全柴动力,10.35,10.59,10.27,10.55,10.65,-0.3,-2.8169,2.4749,9126444,95131932.0,3816614250.0,3816614250.0,None
2016-09-13,'600218,全柴动力,10.65,10.7,10.38,10.54,10.47,0.18,1.7192,2.1248,7835292,82532421.0,3927240750.0,3927240750.0,None
2016-09-12,'600218,全柴动力,10.47,10.72,10.4,10.52,10.73,-0.26,-2.4231,2.8087,10357063,109238017.0,3860864850.0,3860864850.0,None
