»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ,≥…Ωª±  ˝
2016-10-12,'300157,∫„Ã©∞¨∆’,9.83,9.89,9.74,9.82,9.96,-0.13,-1.3052,2.9814,19738331,193575802.94,7006549546.4,6507911590.2,8508
2016-10-11,'300157,∫„Ã©∞¨∆’,9.96,10.15,9.63,9.66,9.64,0.32,3.3195,5.9478,39377444,391010373.45,7099209916.8,6593977562.4,15822
2016-10-10,'300157,∫„Ã©∞¨∆’,9.64,9.77,9.57,9.57,9.32,0.32,3.4335,3.431,22714550,219295105.67,6871122851.2,6382122861.6,8588
2016-09-30,'300157,∫„Ã©∞¨∆’,9.32,9.37,9.26,9.33,9.32,0.0,0.0,0.9602,6357173,59190008.44,6643035785.6,6170268160.8,2688
2016-09-29,'300157,∫„Ã©∞¨∆’,9.32,9.46,9.26,9.28,9.14,0.18,1.9694,2.1599,14299634,134045740.8,6643035785.6,6170268160.8,5938
2016-09-28,'300157,∫„Ã©∞¨∆’,9.24,9.31,9.18,9.27,9.24,0.0,0.0,1.152,7626880,70500295.0,6586014019.2,6117304485.6,3069
2016-09-27,'300157,∫„Ã©∞¨∆’,9.24,9.24,9.1,9.14,9.15,0.09,0.9836,1.0633,7039258,64538130.18,6586014019.2,6117304485.6,3237
2016-09-26,'300157,∫„Ã©∞¨∆’,9.15,9.44,9.13,9.43,9.43,-0.28,-2.9692,1.6497,10921842,101600938.98,6521864532.0,6057720351.0,5397
2016-09-23,'300157,∫„Ã©∞¨∆’,9.43,9.53,9.42,9.5,9.47,-0.04,-0.4224,1.1319,7493647,70984940.78,6721440714.4,6243093214.2,2951
2016-09-22,'300157,∫„Ã©∞¨∆’,9.47,9.57,9.45,9.54,9.47,0.0,0.0,1.5362,10170080,96669962.96,6749951597.6,6269575051.8,3366
2016-09-21,'300157,∫„Ã©∞¨∆’,9.47,9.53,9.38,9.46,9.45,0.02,0.2116,1.0674,7066887,66990190.1,6749951597.6,6269575051.8,2982
2016-09-20,'300157,∫„Ã©∞¨∆’,9.45,9.53,9.42,9.52,9.51,-0.06,-0.6309,1.0075,6670339,63120564.77,6735696156.0,6256334133.0,2622
2016-09-19,'300157,∫„Ã©∞¨∆’,9.51,9.54,9.4,9.41,9.41,0.1,1.0627,1.2639,8367769,79264010.7,6778462480.8,6296056889.4,3034
2016-09-14,'300157,∫„Ã©∞¨∆’,9.41,9.5,9.4,9.45,9.48,-0.07,-0.7384,1.0669,7063603,66669102.2,6707185272.8,6229852295.4,3074
2016-09-13,'300157,∫„Ã©∞¨∆’,9.48,9.54,9.45,9.48,9.45,0.03,0.3175,1.2342,8171256,77517228.3,6757079318.4,6276195511.2,2925
2016-09-12,'300157,∫„Ã©∞¨∆’,9.45,9.57,9.43,9.55,9.7,-0.25,-2.5773,2.1956,14535688,138001217.44,6735696156.0,6256334133.0,5638
2016-09-09,'300157,∫„Ã©∞¨∆’,9.7,9.96,9.7,9.8,9.81,-0.11,-1.1213,3.1329,20741470,203802159.27,6913889176.0,6421845618.0,9250
2016-09-08,'300157,∫„Ã©∞¨∆’,9.81,9.81,9.56,9.59,9.56,0.25,2.6151,3.958,26203951,254253774.48,6992294104.8,6494670671.4,9448
2016-09-07,'300157,∫„Ã©∞¨∆’,9.56,9.68,9.53,9.65,9.62,-0.06,-0.6237,2.6199,17345087,166875773.55,6814101084.8,6329159186.4,5800
2016-09-06,'300157,∫„Ã©∞¨∆’,9.62,9.64,9.42,9.48,9.45,0.17,1.7989,2.2038,14590036,138964974.42,6856867409.6,6368881942.8,5020
2016-09-05,'300157,∫„Ã©∞¨∆’,9.45,9.53,9.42,9.46,9.43,0.02,0.2121,1.1569,7659101,72590415.95,6735696156.0,6256334133.0,2801
2016-09-02,'300157,∫„Ã©∞¨∆’,9.43,9.53,9.38,9.48,9.47,-0.04,-0.4224,1.2618,8354001,78901877.67,6721440714.4,6243093214.2,3600
2016-09-01,'300157,∫„Ã©∞¨∆’,9.47,9.63,9.46,9.63,9.59,-0.12,-1.2513,1.3,8606450,82159824.93,6749951597.6,6269575051.8,3768
2016-08-31,'300157,∫„Ã©∞¨∆’,9.59,9.7,9.5,9.69,9.67,-0.08,-0.8273,1.4058,9306941,89071136.67,6835484247.2,6349020564.6,3987
2016-08-30,'300157,∫„Ã©∞¨∆’,9.67,9.72,9.64,9.67,9.69,-0.02,-0.2064,1.4228,9419359,91147742.63,6892506013.6,6401984239.8,3729
2016-08-29,'300157,∫„Ã©∞¨∆’,9.69,9.73,9.45,9.49,9.49,0.2,2.1075,2.8634,18957280,182777945.15,6906761455.2,6415225158.6,6694
2016-08-26,'300157,∫„Ã©∞¨∆’,9.49,9.55,9.43,9.47,9.45,0.04,0.4233,1.7447,11550735,109562594.76,6764207039.2,6282815970.6,4009
2016-08-25,'300157,∫„Ã©∞¨∆’,9.45,9.62,9.38,9.61,9.64,-0.19,-1.971,1.5665,10371101,98110097.81,6735696156.0,6256334133.0,4678
2016-08-24,'300157,∫„Ã©∞¨∆’,9.64,9.71,9.59,9.63,9.62,0.02,0.2079,1.3548,8969285,86505648.26,6871122851.2,6382122861.6,3193
