ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ,³É½»±ÊÊý
2016-10-12,'603798,¿µÆÕ¶Ù,60.67,61.9,58.82,58.99,59.29,1.38,2.3275,7.021,1755256,106781830.0,6067000000.0,1516750000.0,None
2016-10-11,'603798,¿µÆÕ¶Ù,59.29,59.37,58.5,58.8,58.79,0.5,0.8505,3.8719,967983,57146888.0,5929000000.0,1482250000.0,None
2016-10-10,'603798,¿µÆÕ¶Ù,58.79,58.97,56.21,56.58,56.09,2.7,4.8137,5.1529,1288216,74526667.0,5879000000.0,1469750000.0,None
2016-09-30,'603798,¿µÆÕ¶Ù,56.09,56.27,55.63,55.77,55.98,0.11,0.1965,1.8968,474200,26584602.0,5609000000.0,1402250000.0,None
2016-09-29,'603798,¿µÆÕ¶Ù,55.98,56.45,55.87,56.04,55.89,0.09,0.161,2.2248,556200,31210553.0,5598000000.0,1399500000.0,None
2016-09-28,'603798,¿µÆÕ¶Ù,55.89,56.5,55.58,56.01,56.12,-0.23,-0.4098,2.196,548991,30741624.0,5589000000.0,1397250000.0,None
2016-09-27,'603798,¿µÆÕ¶Ù,56.12,56.18,54.73,55.6,55.65,0.47,0.8446,3.7388,934693,51752699.0,5612000000.0,1403000000.0,None
2016-09-26,'603798,¿µÆÕ¶Ù,55.65,59.0,55.08,59.0,59.19,-3.54,-5.9807,5.9465,1486627,84481746.0,5565000000.0,1391250000.0,None
2016-09-23,'603798,¿µÆÕ¶Ù,59.19,60.3,59.1,59.31,59.22,-0.03,-0.0507,3.1054,776350,46365539.0,5919000000.0,1479750000.0,None
2016-09-22,'603798,¿µÆÕ¶Ù,59.22,60.2,59.2,59.69,59.44,-0.22,-0.3701,2.8692,717302,42875975.0,5922000000.0,1480500000.0,None
2016-09-21,'603798,¿µÆÕ¶Ù,59.44,59.98,58.77,58.99,58.99,0.45,0.7628,3.0033,750816,44686206.0,5944000000.0,1486000000.0,None
2016-09-20,'603798,¿µÆÕ¶Ù,58.99,59.45,58.8,59.39,59.22,-0.23,-0.3884,2.1195,529865,31285730.0,5899000000.0,1474750000.0,None
2016-09-19,'603798,¿µÆÕ¶Ù,59.22,59.49,58.6,58.81,58.57,0.65,1.1098,2.4868,621696,36755789.0,5922000000.0,1480500000.0,None
2016-09-14,'603798,¿µÆÕ¶Ù,58.57,59.5,57.8,58.06,58.37,0.2,0.3426,2.2184,554600,32567929.0,5857000000.0,1464250000.0,None
2016-09-13,'603798,¿µÆÕ¶Ù,58.37,58.75,57.97,58.18,57.95,0.42,0.7248,2.0042,501049,29184735.0,5837000000.0,1459250000.0,None
2016-09-12,'603798,¿µÆÕ¶Ù,57.95,59.45,57.85,59.45,60.55,-2.6,-4.294,4.4828,1120700,65775650.0,5795000000.0,1448750000.0,None
2016-09-09,'603798,¿µÆÕ¶Ù,60.55,61.3,60.15,61.2,61.23,-0.68,-1.1106,3.5064,876590,53320250.0,6055000000.0,1513750000.0,None
2016-09-08,'603798,¿µÆÕ¶Ù,61.23,61.49,60.68,61.34,61.34,-0.11,-0.1793,2.6796,669901,40858748.0,6123000000.0,1530750000.0,None
2016-09-07,'603798,¿µÆÕ¶Ù,61.34,62.44,61.13,62.0,62.0,-0.66,-1.0645,3.6758,918961,56838203.0,6134000000.0,1533500000.0,None
2016-09-06,'603798,¿µÆÕ¶Ù,62.0,62.01,59.6,61.01,60.95,1.05,1.7227,5.4032,1350809,82260602.0,6200000000.0,1550000000.0,None
2016-09-05,'603798,¿µÆÕ¶Ù,60.95,61.8,60.71,61.33,60.89,0.06,0.0985,2.5853,646337,39606164.0,6095000000.0,1523750000.0,None
2016-09-02,'603798,¿µÆÕ¶Ù,60.89,61.99,60.51,61.35,61.56,-0.67,-1.0884,4.3601,1090027,66590602.0,6089000000.0,1522250000.0,None
2016-09-01,'603798,¿µÆÕ¶Ù,61.56,62.97,61.52,62.5,62.49,-0.93,-1.4882,4.038,1009511,62976468.0,6156000000.0,1539000000.0,None
2016-08-31,'603798,¿µÆÕ¶Ù,62.49,62.96,60.07,62.96,62.74,-0.25,-0.3985,4.715,1178740,73241179.0,6249000000.0,1562250000.0,None
2016-08-30,'603798,¿µÆÕ¶Ù,62.74,63.7,62.66,63.5,63.15,-0.41,-0.6492,3.304,826000,52080909.0,6274000000.0,1568500000.0,None
2016-08-29,'603798,¿µÆÕ¶Ù,63.15,63.44,62.57,63.05,63.17,-0.02,-0.0317,3.4691,867264,54670063.0,6315000000.0,1578750000.0,None
2016-08-26,'603798,¿µÆÕ¶Ù,63.17,63.9,63.0,63.35,63.61,-0.44,-0.6917,5.4418,1360442,86348157.0,6317000000.0,1579250000.0,None
2016-08-25,'603798,¿µÆÕ¶Ù,63.61,64.15,62.58,64.15,64.78,-1.17,-1.8061,7.1436,1785897,112805700.0,6361000000.0,1590250000.0,None
2016-08-24,'603798,¿µÆÕ¶Ù,64.78,65.67,64.6,64.76,64.98,-0.2,-0.3078,4.6892,1172303,76187447.0,6478000000.0,1619500000.0,None
