»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ,≥…Ωª±  ˝
2016-10-12,'600966,≤©ª„÷Ω“µ,3.53,3.53,3.5,3.5,3.52,0.01,0.2841,1.2609,16856112,59227771.0,4719060336.64,4719060336.64,None
2016-10-11,'600966,≤©ª„÷Ω“µ,3.52,3.53,3.49,3.5,3.51,0.01,0.2849,1.286,17191441,60320314.0,4705691893.76,4705691893.76,None
2016-10-10,'600966,≤©ª„÷Ω“µ,3.51,3.51,3.47,3.47,3.46,0.05,1.4451,1.2935,17291853,60319851.0,4692323450.88,4692323450.88,None
2016-09-30,'600966,≤©ª„÷Ω“µ,3.46,3.46,3.43,3.44,3.46,0.0,0.0,0.8614,11515221,39709246.0,4625481236.48,4625481236.48,None
2016-09-29,'600966,≤©ª„÷Ω“µ,3.46,3.47,3.41,3.42,3.42,0.04,1.1696,1.0349,13835511,47574442.0,4625481236.48,4625481236.48,None
2016-09-28,'600966,≤©ª„÷Ω“µ,3.42,3.43,3.39,3.42,3.43,-0.01,-0.2915,0.8045,10754334,36657241.0,4572007464.96,4572007464.96,None
2016-09-27,'600966,≤©ª„÷Ω“µ,3.43,3.43,3.38,3.39,3.39,0.04,1.1799,0.8021,10722552,36489053.0,4585375907.84,4585375907.84,None
2016-09-26,'600966,≤©ª„÷Ω“µ,3.39,3.45,3.38,3.43,3.45,-0.06,-1.7391,0.9408,12577400,43034197.0,4531902136.32,4531902136.32,None
2016-09-23,'600966,≤©ª„÷Ω“µ,3.45,3.49,3.44,3.47,3.48,-0.03,-0.8621,0.8389,11215430,38850643.0,4612112793.6,4612112793.6,None
2016-09-22,'600966,≤©ª„÷Ω“µ,3.48,3.49,3.45,3.47,3.45,0.03,0.8696,0.9816,13122604,45530186.0,4652218122.24,4652218122.24,None
2016-09-21,'600966,≤©ª„÷Ω“µ,3.45,3.47,3.43,3.44,3.44,0.01,0.2907,0.8434,11275232,38930348.0,4612112793.6,4612112793.6,None
2016-09-20,'600966,≤©ª„÷Ω“µ,3.44,3.45,3.42,3.44,3.44,0.0,0.0,0.7375,9858795,33877655.0,4598744350.72,4598744350.72,None
2016-09-19,'600966,≤©ª„÷Ω“µ,3.44,3.44,3.39,3.39,3.39,0.05,1.4749,0.6274,8386870,28705964.0,4598744350.72,4598744350.72,None
2016-09-14,'600966,≤©ª„÷Ω“µ,3.39,3.42,3.36,3.38,3.41,-0.02,-0.5865,0.909,12151868,41267104.0,4531902136.32,4531902136.32,None
2016-09-13,'600966,≤©ª„÷Ω“µ,3.41,3.42,3.36,3.38,3.36,0.05,1.4881,1.1625,15540162,52572290.0,4558639022.08,4558639022.08,None
2016-09-12,'600966,≤©ª„÷Ω“µ,3.36,3.44,3.35,3.42,3.47,-0.11,-3.17,1.9108,25545032,86673805.0,4491796807.68,4491796807.68,None
2016-09-09,'600966,≤©ª„÷Ω“µ,3.47,3.53,3.45,3.52,3.52,-0.05,-1.4205,1.8238,24381919,85181880.0,4638849679.36,4638849679.36,None
2016-09-08,'600966,≤©ª„÷Ω“µ,3.52,3.55,3.49,3.51,3.51,0.01,0.2849,1.5095,20180013,71075274.0,4705691893.76,4705691893.76,None
2016-09-07,'600966,≤©ª„÷Ω“µ,3.51,3.55,3.5,3.53,3.54,-0.03,-0.8475,2.004,26790564,94481772.0,4692323450.88,4692323450.88,None
2016-09-06,'600966,≤©ª„÷Ω“µ,3.54,3.55,3.44,3.48,3.5,0.04,1.1429,2.9593,39560768,138975237.0,4732428779.52,4732428779.52,None
2016-09-05,'600966,≤©ª„÷Ω“µ,3.5,3.51,3.45,3.46,3.48,0.02,0.5747,1.9516,26089215,90892996.0,4678955008.0,4678955008.0,None
2016-09-02,'600966,≤©ª„÷Ω“µ,3.48,3.5,3.41,3.42,3.43,0.05,1.4577,2.5708,34367631,119309090.0,4652218122.24,4652218122.24,None
2016-09-01,'600966,≤©ª„÷Ω“µ,3.43,3.47,3.42,3.45,3.46,-0.03,-0.8671,1.0009,13379952,45998258.0,4585375907.84,4585375907.84,None
2016-08-31,'600966,≤©ª„÷Ω“µ,3.46,3.47,3.41,3.45,3.46,0.0,0.0,0.9669,12925556,44457008.0,4625481236.48,4625481236.48,None
2016-08-30,'600966,≤©ª„÷Ω“µ,3.46,3.47,3.44,3.46,3.46,0.0,0.0,0.9933,13279283,45825793.0,4625481236.48,4625481236.48,None
2016-08-29,'600966,≤©ª„÷Ω“µ,3.46,3.47,3.38,3.39,3.39,0.07,2.0649,2.0851,27875048,95814069.0,4625481236.48,4625481236.48,None
2016-08-26,'600966,≤©ª„÷Ω“µ,3.39,3.43,3.38,3.39,3.39,0.0,0.0,1.9223,25697842,87411459.0,4531902136.32,4531902136.32,None
2016-08-25,'600966,≤©ª„÷Ω“µ,3.39,3.44,3.32,3.44,3.47,-0.08,-2.3055,2.388,31924353,107656869.0,4531902136.32,4531902136.32,None
2016-08-24,'600966,≤©ª„÷Ω“µ,3.47,3.53,3.45,3.47,3.45,0.02,0.5797,2.658,35533253,123512236.0,4638849679.36,4638849679.36,None
2016-08-23,'600966,≤©ª„÷Ω“µ,3.45,3.49,3.41,3.42,3.41,0.04,1.173,3.1638,42294772,146155824.0,4612112793.6,4612112793.6,None
2016-08-22,'600966,≤©ª„÷Ω“µ,3.41,3.44,3.4,3.43,3.43,-0.02,-0.5831,1.0818,14461877,49355561.0,4558639022.08,4558639022.08,None
