日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2016-10-12,'000829,天音控股,0.0,0.0,0.0,0.0,11.28,None,None,0.0,0,0.0,10815478229.8,10681044317.8,0
2016-10-11,'000829,天音控股,0.0,0.0,0.0,0.0,11.28,None,None,0.0,0,0.0,10815478229.8,10681044317.8,0
2016-10-10,'000829,天音控股,0.0,0.0,0.0,0.0,11.28,None,None,0.0,0,0.0,10815478229.8,10681044317.8,0
2016-09-30,'000829,天音控股,0.0,0.0,0.0,0.0,11.28,None,None,0.0,0,0.0,10815478229.8,10681044317.8,0
2016-09-29,'000829,天音控股,0.0,0.0,0.0,0.0,11.28,None,None,0.0,0,0.0,10815478229.8,10681044317.8,0
2016-09-28,'000829,天音控股,11.28,11.45,11.26,11.43,11.41,-0.13,-1.1394,0.6006,5687027,64347987.88,10815478229.8,10681044317.8,4417
2016-09-27,'000829,天音控股,11.41,11.43,11.22,11.26,11.29,0.12,1.0629,0.8188,7752801,87892475.85,10940124698.7,10804141459.7,5256
2016-09-26,'000829,天音控股,11.29,11.42,11.18,11.41,11.46,-0.17,-1.4834,1.1758,11133739,125920630.23,10825066419.7,10690513328.7,7105
2016-09-23,'000829,天音控股,11.46,11.67,11.43,11.67,11.61,-0.15,-1.292,0.9368,8870927,102204108.11,10988065648.3,10851486514.3,6730
2016-09-22,'000829,天音控股,11.61,11.8,11.61,11.72,11.72,-0.11,-0.9386,1.3786,13053724,152399225.12,11131888497.1,10993521678.1,9290
2016-09-21,'000829,天音控股,11.72,11.86,11.41,11.47,11.46,0.26,2.2688,1.9069,18056252,211460302.31,11237358586.2,11097680798.2,13313
2016-09-20,'000829,天音控股,11.46,11.52,11.41,11.43,11.45,0.01,0.0873,0.6523,6176771,70728964.54,10988065648.3,10851486514.3,4697
2016-09-19,'000829,天音控股,11.45,11.56,11.33,11.33,11.32,0.13,1.1484,0.8457,8008318,91667289.55,10978477458.4,10842017503.4,6124
2016-09-14,'000829,天音控股,11.32,11.64,11.04,11.1,11.22,0.1,0.8913,1.3635,12910660,147149034.91,10853830989.4,10718920361.4,10154
2016-09-13,'000829,天音控股,11.22,11.36,11.17,11.28,11.2,0.02,0.1786,1.0871,10294127,115658198.95,10757949090.2,10624230252.2,6891
2016-09-12,'000829,天音控股,11.2,11.58,11.2,11.58,11.81,-0.61,-5.1651,1.927,18246841,207010342.05,10738772710.4,10605292230.4,14998
2016-09-09,'000829,天音控股,11.81,12.06,11.8,12.06,12.03,-0.22,-1.8288,1.4231,13475430,160695354.08,11323652295.5,11182901896.5,9874
2016-09-08,'000829,天音控股,12.03,12.05,11.92,12.0,11.96,0.07,0.5853,1.0753,10181667,122078778.65,11534592473.8,11391220136.8,6915
2016-09-07,'000829,天音控股,11.96,12.09,11.96,12.0,12.04,-0.08,-0.6645,1.8699,17706383,213105695.99,11467475144.3,11324937060.3,10977
2016-09-06,'000829,天音控股,12.04,12.05,11.71,11.91,11.93,0.11,0.922,1.7346,16425077,195403429.4,11544180663.7,11400689147.7,12597
