ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ,³É½»±ÊÊý
2016-10-12,'600988,³à·å»Æ½ð,16.19,16.32,16.13,16.19,16.39,-0.2,-1.2203,1.3794,8419194,136336551.0,11546558210.1,9881437384.75,None
2016-10-11,'600988,³à·å»Æ½ð,16.39,16.45,16.0,16.15,16.2,0.19,1.1728,2.3755,14498564,235045657.0,11689196359.7,10003505789.8,None
2016-10-10,'600988,³à·å»Æ½ð,16.2,16.22,15.68,15.8,16.63,-0.43,-2.5857,2.9141,17785743,282800293.0,11553690117.6,9887540805.0,None
2016-09-30,'600988,³à·å»Æ½ð,16.63,16.64,16.35,16.38,16.36,0.27,1.6504,1.1575,7064438,116556947.0,11860362139.2,10149987875.8,None
2016-09-29,'600988,³à·å»Æ½ð,16.36,16.49,16.32,16.36,16.36,0.0,0.0,0.7933,4841721,79366360.0,11667800637.3,9985195529.0,None
2016-09-28,'600988,³à·å»Æ½ð,16.36,16.48,16.3,16.45,16.6,-0.24,-1.4458,0.9946,6070472,99363081.0,11667800637.3,9985195529.0,None
2016-09-27,'600988,³à·å»Æ½ð,16.6,16.74,16.4,16.42,16.39,0.21,1.2813,1.2995,7931498,131322513.0,11838966416.8,10131677615.0,None
2016-09-26,'600988,³à·å»Æ½ð,16.39,16.92,16.36,16.9,16.93,-0.54,-3.1896,1.6192,9882893,163591880.0,11689196359.7,10003505789.8,None
2016-09-23,'600988,³à·å»Æ½ð,16.93,17.37,16.88,17.26,17.26,-0.33,-1.9119,1.6771,10236186,174473048.0,12074319363.6,10333090483.2,None
2016-09-22,'600988,³à·å»Æ½ð,17.26,17.85,17.25,17.66,17.34,-0.08,-0.4614,2.8099,17150106,299968290.0,12309672310.5,10534503351.5,None
2016-09-21,'600988,³à·å»Æ½ð,17.34,17.36,16.93,17.01,17.04,0.3,1.7606,2.3532,14362580,246438588.0,12366727570.3,10583330713.5,None
2016-09-20,'600988,³à·å»Æ½ð,17.04,17.23,16.92,17.14,17.1,-0.06,-0.3509,1.3905,8486599,144766308.0,12152770345.9,10400228106.0,None
2016-09-19,'600988,³à·å»Æ½ð,17.1,17.15,16.9,16.98,17.17,-0.07,-0.4077,1.6297,9946617,169416846.0,12195561790.8,10436848627.5,None
2016-09-14,'600988,³à·å»Æ½ð,17.17,17.24,16.41,16.53,16.83,0.34,2.0202,2.6548,16203581,273641133.0,12245485143.2,10479572569.2,None
2016-09-13,'600988,³à·å»Æ½ð,16.83,17.04,16.69,16.88,16.8,0.03,0.1786,1.9856,12119020,204437426.0,12003000288.8,10272056280.8,None
2016-09-12,'600988,³à·å»Æ½ð,16.8,17.55,16.74,17.55,17.97,-1.17,-6.5109,3.6346,22183492,379369561.0,11981604566.4,10253746020.0,None
2016-09-09,'600988,³à·å»Æ½ð,17.97,18.18,17.9,18.0,18.31,-0.34,-1.8569,2.0436,12473111,224998631.0,12816037741.6,10967846189.2,None
2016-09-08,'600988,³à·å»Æ½ð,18.31,18.38,18.21,18.38,18.49,-0.18,-0.9735,1.6398,10008314,182804782.0,13058522595.9,11175362477.8,None
2016-09-07,'600988,³à·å»Æ½ð,18.49,18.75,18.45,18.65,18.3,0.19,1.0383,3.1333,19124108,355474106.0,13186896930.5,11285224042.2,None
2016-09-06,'600988,³à·å»Æ½ð,18.3,18.46,18.01,18.4,18.4,-0.1,-0.5435,1.6922,10328418,187704519.0,13051390688.4,11169259057.5,None
2016-09-05,'600988,³à·å»Æ½ð,18.4,18.66,18.35,18.52,18.27,0.13,0.7115,1.7407,10624436,195914287.0,13122709763.2,11230293260.0,None
2016-09-02,'600988,³à·å»Æ½ð,18.27,18.58,18.24,18.42,18.23,0.04,0.2194,2.0249,12358606,227269863.0,13029994966.0,11150948796.8,None
2016-09-01,'600988,³à·å»Æ½ð,18.23,18.52,18.16,18.2,18.3,-0.07,-0.3825,1.8612,11359678,208392691.0,13001467336.0,11126535115.8,None
