ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ,³É½»±ÊÊý
2016-10-12,'000826,ÆôµÏÉ£µÂ,34.45,34.77,33.96,34.13,34.38,0.07,0.2036,0.5136,4377437,149870719.65,29430551631.0,29362425688.0,4096
2016-10-11,'000826,ÆôµÏÉ£µÂ,34.38,34.58,33.85,34.05,34.13,0.25,0.7325,0.7554,6438172,220024503.39,29370750800.4,29302763284.6,5128
2016-10-10,'000826,ÆôµÏÉ£µÂ,34.13,34.23,33.21,33.5,33.19,0.94,2.8322,0.6867,5852903,198138981.91,29157176405.4,29089683272.4,5460
2016-09-30,'000826,ÆôµÏÉ£µÂ,33.19,33.28,32.83,33.12,33.1,0.09,0.2719,0.3867,3295602,108894496.3,28354136680.2,28288502426.3,4509
2016-09-29,'000826,ÆôµÏÉ£µÂ,33.1,33.35,32.38,32.52,32.5,0.6,1.8462,0.6795,5791410,190803160.63,28277249898.0,28211793621.9,5682
2016-09-28,'000826,ÆôµÏÉ£µÂ,32.5,32.73,32.21,32.49,32.47,0.03,0.0924,0.3774,3216812,104413881.23,27764671350.0,27700401592.5,3928
2016-09-27,'000826,ÆôµÏÉ£µÂ,32.47,32.82,31.71,32.53,32.55,-0.08,-0.2458,0.6493,5534059,178764609.71,27739042422.6,27674831991.0,5986
2016-09-26,'000826,ÆôµÏÉ£µÂ,32.55,33.88,32.45,33.54,33.85,-1.3,-3.8405,1.1319,9647372,319882453.08,27807386229.0,27743017595.0,10395
2016-09-23,'000826,ÆôµÏÉ£µÂ,33.85,34.13,33.7,33.81,33.74,0.11,0.326,0.346,2949206,100005681.53,28917973083.0,28851033658.7,3715
2016-09-22,'000826,ÆôµÏÉ£µÂ,33.74,34.07,33.68,33.98,33.65,0.09,0.2675,0.3838,3271544,110838417.95,28824000349.2,28757278453.3,3766
2016-09-21,'000826,ÆôµÏÉ£µÂ,33.65,34.39,33.42,34.29,34.23,-0.58,-1.6944,0.6946,5920461,200197623.75,28747113567.0,28680569648.8,7131
2016-09-20,'000826,ÆôµÏÉ£µÂ,34.23,34.8,34.1,34.34,34.24,-0.01,-0.0292,0.4856,4138715,142200808.1,29242606163.4,29174915277.3,5091
2016-09-19,'000826,ÆôµÏÉ£µÂ,34.24,34.81,34.01,34.07,34.01,0.23,0.6763,0.6049,5155982,177603608.23,29251149139.2,29183438477.8,4923
2016-09-14,'000826,ÆôµÏÉ£µÂ,34.01,34.44,33.7,33.91,33.91,0.1,0.2949,0.5695,4854012,165815977.74,29054660695.8,28987404866.5,4553
2016-09-13,'000826,ÆôµÏÉ£µÂ,33.91,34.4,33.2,34.1,33.86,0.05,0.1477,0.7019,5982648,203597900.95,28969230937.8,28902172861.6,5467
2016-09-12,'000826,ÆôµÏÉ£µÂ,33.86,34.43,33.66,34.25,35.08,-1.22,-3.4778,1.1761,10024340,341198332.71,28926516058.8,28859556859.1,8734
2016-09-09,'000826,ÆôµÏÉ£µÂ,35.08,35.84,34.78,35.62,35.55,-0.47,-1.3221,0.8174,6966822,245413391.05,29968759106.4,29899387318.9,6609
2016-09-08,'000826,ÆôµÏÉ£µÂ,35.55,35.87,35.07,35.62,35.76,-0.21,-0.5872,0.8952,7630166,270385990.84,30370278969.0,30299977742.0,7823
2016-09-07,'000826,ÆôµÏÉ£µÂ,35.76,36.84,35.28,35.3,35.43,0.33,0.9314,2.5655,21866137,789770592.52,30549681460.8,30478964952.2,17339
2016-09-06,'000826,ÆôµÏÉ£µÂ,35.43,35.49,33.5,33.6,33.67,1.76,5.2272,2.0675,17621564,614482728.66,30267763259.4,30197699336.1,15586
2016-09-05,'000826,ÆôµÏÉ£µÂ,33.67,34.4,33.12,33.35,33.39,0.28,0.8386,0.7798,6646216,224648949.07,28764199518.6,28697616049.8,6366
