日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2016-10-12,'600885,宏发股份,36.4,36.92,35.25,35.95,36.19,0.21,0.5803,0.8278,4403432,159754190.0,19363800346.8,19363800346.8,None
2016-10-11,'600885,宏发股份,36.19,36.4,33.95,34.56,34.52,1.67,4.8378,1.1668,6207273,218159793.0,19252086114.0,19252086114.0,None
2016-10-10,'600885,宏发股份,34.52,34.98,34.12,34.21,34.58,-0.06,-0.1735,1.0387,5525718,189882017.0,18363691977.2,18363691977.2,None
2016-09-30,'600885,宏发股份,34.58,35.03,34.51,34.51,34.97,-0.39,-1.1152,0.5683,3023458,105070046.0,18395610329.5,18395610329.5,None
2016-09-29,'600885,宏发股份,34.97,35.8,34.01,34.1,34.35,0.62,1.8049,0.9817,5222467,183305364.0,18603079618.9,18603079618.9,None
2016-09-28,'600885,宏发股份,34.35,35.45,32.85,32.9,32.85,1.5,4.5662,1.3534,7199657,246617613.0,18273256646.0,18273256646.0,None
2016-09-27,'600885,宏发股份,32.85,33.76,32.01,32.49,32.54,0.31,0.9527,0.9121,4852229,160496671.0,17475297840.5,17475297840.5,None
2016-09-26,'600885,宏发股份,32.54,32.77,31.34,31.6,31.78,0.76,2.3914,0.833,4431072,143569141.0,17310386354.0,17310386354.0,None
2016-09-23,'600885,宏发股份,31.78,31.92,31.52,31.6,31.5,0.28,0.8889,0.3277,1743182,55339230.0,16906087225.9,16906087225.9,None
2016-09-22,'600885,宏发股份,31.5,31.74,31.18,31.67,31.67,-0.17,-0.5368,0.2341,1245494,39202348.0,16757134915.5,16757134915.5,None
2016-09-21,'600885,宏发股份,31.67,31.9,30.62,31.2,31.24,0.43,1.3764,0.4357,2317770,72664616.0,16847570246.8,16847570246.8,None
2016-09-20,'600885,宏发股份,31.24,31.41,30.9,31.16,31.37,-0.13,-0.4144,0.299,1590796,49437925.0,16618822055.9,16618822055.9,None
2016-09-19,'600885,宏发股份,31.37,31.58,31.11,31.29,31.4,-0.03,-0.0955,0.1764,938214,29373679.0,16687978485.7,16687978485.7,None
2016-09-14,'600885,宏发股份,31.4,31.54,30.83,31.1,31.54,-0.14,-0.4439,0.3577,1902648,59343421.0,16703937661.8,16703937661.8,None
2016-09-13,'600885,宏发股份,31.54,31.66,30.83,30.85,30.83,0.71,2.303,0.3541,1883880,59225313.0,16778413817.0,16778413817.0,None
2016-09-12,'600885,宏发股份,30.83,31.64,30.67,30.84,31.18,-0.35,-1.1225,0.602,3202551,99866742.0,16400713315.7,16400713315.7,None
2016-09-09,'600885,宏发股份,31.18,32.17,31.11,31.9,31.77,-0.59,-1.8571,0.5832,3102208,98358341.0,16586903703.7,16586903703.7,None
2016-09-08,'600885,宏发股份,31.77,31.88,31.44,31.44,31.5,0.27,0.8571,0.2375,1263316,40112652.0,16900767500.5,16900767500.5,None
2016-09-07,'600885,宏发股份,31.5,32.0,31.1,31.35,31.27,0.23,0.7355,1.0868,5781344,183847844.0,16757134915.5,16757134915.5,None
2016-09-06,'600885,宏发股份,31.27,31.48,30.19,30.3,30.51,0.76,2.491,0.5315,2827344,87931674.0,16634781232.0,16634781232.0,None
