ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ,³É½»±ÊÊý
2016-10-12,'002572,Ë÷·ÆÑÇ,60.19,61.27,58.86,58.86,59.34,0.85,1.4324,0.361,1591786,95904257.91,27790514799.5,26542465820.0,3090
2016-10-11,'002572,Ë÷·ÆÑÇ,59.34,59.79,58.53,59.79,60.0,-0.66,-1.1,0.6324,2788637,164693869.18,27398058617.7,26167634520.0,4879
2016-10-10,'002572,Ë÷·ÆÑÇ,60.0,61.9,58.14,61.9,61.88,-1.88,-3.0381,0.7121,3140338,186553237.25,27702789300.0,26458680000.0,5272
2016-09-30,'002572,Ë÷·ÆÑÇ,61.88,62.38,60.02,60.3,60.67,1.21,1.9944,0.3586,1581392,97366505.71,28570810031.4,27287718640.0,2530
2016-09-29,'002572,Ë÷·ÆÑÇ,60.67,61.5,59.75,60.6,60.9,-0.23,-0.3777,0.3361,1482235,90310509.52,28012137113.8,26754135260.0,3323
2016-09-28,'002572,Ë÷·ÆÑÇ,60.9,61.5,58.2,58.62,59.0,1.9,3.2203,0.596,2628101,158686117.61,28118331139.5,26855560200.0,4423
2016-09-27,'002572,Ë÷·ÆÑÇ,59.0,59.59,58.1,58.67,58.67,0.33,0.5625,0.257,1133129,66906799.28,27241076145.0,26017702000.0,2690
2016-09-26,'002572,Ë÷·ÆÑÇ,58.67,59.28,57.72,58.14,58.1,0.57,0.9811,0.3834,1690618,99420031.21,27088710803.8,25872179260.0,3054
2016-09-23,'002572,Ë÷·ÆÑÇ,58.1,58.68,57.7,58.22,58.22,-0.12,-0.2061,0.2102,926723,53918356.62,26825534305.5,25620821800.0,1877
2016-09-22,'002572,Ë÷·ÆÑÇ,58.22,58.3,56.8,57.13,57.42,0.8,1.3932,0.4239,1869116,108232799.39,26880939884.1,25673739160.0,3085
2016-09-21,'002572,Ë÷·ÆÑÇ,57.42,57.6,55.5,56.7,56.7,0.72,1.2698,0.7764,3423723,192986219.47,26511569360.1,25320956760.0,6661
2016-09-20,'002572,Ë÷·ÆÑÇ,56.7,56.84,56.41,56.45,56.45,0.25,0.4429,0.1983,874619,49581720.11,26179135888.5,25003452600.0,2250
2016-09-19,'002572,Ë÷·ÆÑÇ,56.45,57.7,56.3,57.4,57.41,-0.96,-1.6722,0.3658,1613294,91520241.6,26063707599.8,24893208100.0,4821
2016-09-14,'002572,Ë÷·ÆÑÇ,57.41,58.63,56.91,58.18,58.37,-0.96,-1.6447,0.2952,1301638,75084581.63,26506952228.5,25316546980.0,3882
2016-09-13,'002572,Ë÷·ÆÑÇ,58.37,58.87,57.23,58.0,58.0,0.37,0.6379,0.3413,1505094,87561378.66,26950196857.3,25739885860.0,2487
2016-09-12,'002572,Ë÷·ÆÑÇ,58.0,58.66,56.61,57.63,58.09,-0.09,-0.1549,0.3324,1465894,84372861.78,26779362990.0,25576724000.0,3823
2016-09-09,'002572,Ë÷·ÆÑÇ,58.09,58.56,56.8,57.01,57.2,0.89,1.5559,0.3177,1401004,80804235.94,26820917174.0,25616412020.0,3423
2016-09-08,'002572,Ë÷·ÆÑÇ,57.2,57.49,56.03,56.63,56.5,0.7,1.2389,0.3968,1749861,99396057.96,26409992466.0,25223941600.0,3298
2016-09-07,'002572,Ë÷·ÆÑÇ,56.5,57.44,56.45,57.2,57.0,-0.5,-0.8772,0.5531,2438872,138560760.05,26086793257.5,24915257000.0,6852
2016-09-06,'002572,Ë÷·ÆÑÇ,57.0,57.3,55.88,56.58,56.79,0.21,0.3698,0.489,2156458,122063889.09,26317649835.0,25135746000.0,3839
2016-09-05,'002572,Ë÷·ÆÑÇ,56.79,57.29,56.4,57.05,57.43,-0.64,-1.1144,0.6071,2677244,151963991.67,26220690072.5,25043140620.0,3972
2016-09-02,'002572,Ë÷·ÆÑÇ,57.43,57.98,57.03,57.79,57.92,-0.49,-0.846,0.1778,783905,45077026.0,26516186491.7,25325366540.0,2555
2016-09-01,'002572,Ë÷·ÆÑÇ,57.92,58.09,56.77,57.06,57.06,0.86,1.5072,0.2155,950288,54809481.18,26742425937.6,25541445760.0,2410
2016-08-31,'002572,Ë÷·ÆÑÇ,57.06,58.75,56.99,58.4,58.42,-1.36,-2.328,0.4803,2117836,121478677.09,26345352624.3,25162204680.0,4042
2016-08-30,'002572,Ë÷·ÆÑÇ,58.42,58.88,57.55,57.67,57.64,0.78,1.3532,0.206,908578,52782513.43,26973282515.1,25761934760.0,2541
2016-08-29,'002572,Ë÷·ÆÑÇ,57.64,58.5,57.6,58.45,58.39,-0.75,-1.2845,0.2497,1101054,63673542.86,26613146254.2,25417971920.0,2406
2016-08-26,'002572,Ë÷·ÆÑÇ,58.39,58.5,57.8,58.19,58.0,0.39,0.6724,0.298,1313986,76266905.18,26959431120.5,25748705420.0,3166
2016-08-25,'002572,Ë÷·ÆÑÇ,58.0,58.43,57.53,58.23,58.25,-0.25,-0.4292,0.2772,1222563,70905361.84,26779362990.0,25576724000.0,3155
2016-08-24,'002572,Ë÷·ÆÑÇ,58.25,59.36,58.22,58.91,59.0,-0.75,-1.2712,0.2967,1308315,76678482.5,26894791278.8,25686968500.0,2617
2016-08-23,'002572,Ë÷·ÆÑÇ,59.0,59.58,58.98,59.4,59.4,-0.4,-0.6734,0.2257,995084,58874604.86,27241076145.0,26017702000.0,1964
2016-08-22,'002572,Ë÷·ÆÑÇ,59.4,60.4,58.81,59.02,59.0,0.4,0.678,0.3578,1577906,94151421.66,27425761407.0,26194093200.0,2910
2016-08-19,'002572,Ë÷·ÆÑÇ,59.0,59.78,58.6,59.1,59.36,-0.36,-0.6065,0.2144,945452,55736456.79,27241076145.0,26017702000.0,2084
2016-08-18,'002572,Ë÷·ÆÑÇ,59.36,59.45,58.51,58.65,58.75,0.61,1.0383,0.2517,1109927,65559795.31,27407292880.8,26176454080.0,2018
2016-08-17,'002572,Ë÷·ÆÑÇ,58.75,59.5,58.51,59.01,59.01,-0.26,-0.4406,0.4064,1792353,105827832.13,27125647856.2,25907457500.0,3993
2016-08-16,'002572,Ë÷·ÆÑÇ,59.01,59.86,58.5,59.8,59.89,-0.88,-1.4694,0.4593,2025576,119526419.61,27245693276.5,26022111780.0,4762
2016-08-15,'002572,Ë÷·ÆÑÇ,59.89,61.43,58.8,59.69,59.45,0.44,0.7401,0.434,1913789,114245255.58,27652000853.0,26410172420.0,5123
2016-08-12,'002572,Ë÷·ÆÑÇ,59.45,59.8,58.81,58.81,59.19,0.26,0.4393,0.327,1442097,85591438.59,27448847064.8,26216142100.0,3414
2016-08-11,'002572,Ë÷·ÆÑÇ,59.19,60.57,58.51,58.9,59.1,0.09,0.1523,0.6233,2748589,163234128.8,27328801644.5,26101487820.0,4907
2016-08-10,'002572,Ë÷·ÆÑÇ,59.1,59.2,56.99,56.99,57.26,1.84,3.2134,0.8198,3615035,211852411.08,27287247460.5,26061799800.0,6283
2016-08-09,'002572,Ë÷·ÆÑÇ,57.26,57.49,55.68,56.71,56.05,1.21,2.1588,0.3487,1537868,87643591.72,26437695255.3,25250400280.0,3402
2016-08-08,'002572,Ë÷·ÆÑÇ,56.05,56.4,55.02,55.53,55.53,0.52,0.9364,0.1575,694551,38830695.83,25879022337.8,24716816900.0,1928
2016-08-05,'002572,Ë÷·ÆÑÇ,55.53,55.88,55.12,55.28,55.56,-0.03,-0.054,0.1975,870715,48391351.08,25638931497.2,24487508340.0,1478
2016-08-04,'002572,Ë÷·ÆÑÇ,55.56,55.79,54.6,55.09,55.1,0.46,0.8348,0.2508,1105882,60979907.81,25652782891.8,24500737680.0,2309
2016-08-03,'002572,Ë÷·ÆÑÇ,55.1,55.74,54.83,55.51,55.88,-0.78,-1.3958,0.2864,1262862,69678917.14,25440394840.5,24297887800.0,2467
2016-08-02,'002572,Ë÷·ÆÑÇ,55.88,55.97,54.2,55.3,55.3,0.58,1.0488,0.3681,1623347,89213687.67,25800531101.4,24641850640.0,2908
2016-08-01,'002572,Ë÷·ÆÑÇ,55.3,56.8,55.1,56.51,56.67,-1.37,-2.4175,0.4307,1899314,105902820.23,25532737471.5,24386083400.0,3637
2016-07-29,'002572,Ë÷·ÆÑÇ,56.67,57.3,56.26,56.3,57.2,-0.53,-0.9266,0.3858,1610837,91148489.1,26165284493.8,23661991800.0,2648
2016-07-28,'002572,Ë÷·ÆÑÇ,57.2,57.2,55.0,55.6,55.6,1.6,2.8777,0.4219,1761605,99464049.98,26409992466.0,23883288000.0,2972
2016-07-27,'002572,Ë÷·ÆÑÇ,55.6,57.8,54.04,57.34,57.34,-1.74,-3.0345,0.5803,2423146,135462387.7,24518376800.0,23215224000.0,5782
2016-07-26,'002572,Ë÷·ÆÑÇ,57.34,57.4,56.47,56.47,56.46,0.88,1.5586,0.3864,1613517,92101963.65,25285678520.0,23941743600.0,2023
2016-07-25,'002572,Ë÷·ÆÑÇ,56.46,56.66,55.74,55.99,55.99,0.47,0.8394,0.1923,802973,45205569.12,24897617880.0,23574308400.0,2399
2016-07-22,'002572,Ë÷·ÆÑÇ,55.99,56.98,55.86,56.9,56.9,-0.91,-1.5993,0.3202,1337098,75227638.57,24690358220.0,23378064600.0,3500
2016-07-21,'002572,Ë÷·ÆÑÇ,56.9,57.67,56.41,57.08,57.17,-0.27,-0.4723,0.3065,1279891,72998787.09,25091648200.0,23758026000.0,3102
2016-07-20,'002572,Ë÷·ÆÑÇ,57.17,58.0,57.01,57.5,57.79,-0.62,-1.0728,0.2551,1065127,61271774.31,25210712260.0,23870761800.0,3756
2016-07-19,'002572,Ë÷·ÆÑÇ,57.79,58.14,57.2,57.91,57.8,-0.01,-0.0173,0.269,1123304,64777081.15,25484118620.0,24129636600.0,2166
2016-07-18,'002572,Ë÷·ÆÑÇ,57.8,57.85,56.45,56.7,56.82,0.98,1.7247,0.5,2087786,119924106.98,25488528400.0,24133812000.0,3854
2016-07-15,'002572,Ë÷·ÆÑÇ,56.82,57.25,56.1,56.57,56.8,0.02,0.0352,0.3558,1485507,84211335.87,25056369960.0,23724622800.0,1905
2016-07-14,'002572,Ë÷·ÆÑÇ,56.8,57.93,56.42,56.78,56.22,0.58,1.0317,0.6187,2583124,147209761.5,25047550400.0,23716272000.0,4402
2016-07-13,'002572,Ë÷·ÆÑÇ,56.22,56.58,55.25,56.58,56.59,-0.37,-0.6538,0.4963,2072423,115219458.66,24791783160.0,23474098800.0,6094
2016-07-12,'002572,Ë÷·ÆÑÇ,56.59,56.85,54.49,54.49,54.99,1.6,2.9096,0.7744,3233551,180709717.25,24954945020.0,23628588600.0,5547
2016-07-11,'002572,Ë÷·ÆÑÇ,54.99,56.34,54.11,55.29,55.28,-0.29,-0.5246,0.5572,2326513,127855119.62,24249380220.0,22960524600.0,3910
2016-07-08,'002572,Ë÷·ÆÑÇ,55.28,55.98,55.1,55.53,55.8,-0.52,-0.9319,0.3365,1405202,77723671.15,24377263840.0,23081611200.0,1830
2016-07-07,'002572,Ë÷·ÆÑÇ,55.8,56.59,55.1,55.6,55.75,0.05,0.0897,0.4924,2055874,114875272.6,24606572400.0,23298732000.0,3375
2016-07-06,'002572,Ë÷·ÆÑÇ,55.75,56.5,55.38,56.03,56.46,-0.71,-1.2575,0.5779,2413057,134569868.16,24584523500.0,23277855000.0,3632
2016-07-05,'002572,Ë÷·ÆÑÇ,56.46,56.7,55.82,56.7,56.3,0.16,0.2842,0.2849,1189607,66832133.56,24897617880.0,23574308400.0,2990
2016-07-04,'002572,Ë÷·ÆÑÇ,56.3,56.95,55.8,55.8,56.02,0.28,0.4998,0.2592,1082073,61040412.98,24827061400.0,23507502000.0,2239
2016-07-01,'002572,Ë÷·ÆÑÇ,56.02,56.66,55.23,56.05,56.02,0.0,0.0,0.2721,1135938,63342213.35,24703587560.0,23390590800.0,2107
2016-06-30,'002572,Ë÷·ÆÑÇ,56.02,57.3,55.4,56.45,56.59,-0.57,-1.0072,0.289,1206621,67883109.95,24703587560.0,23390590800.0,3561
2016-06-29,'002572,Ë÷·ÆÑÇ,56.59,56.76,53.0,54.62,54.65,1.94,3.5499,0.4617,1927646,106600213.79,24954945020.0,23628588600.0,3395
2016-06-28,'002572,Ë÷·ÆÑÇ,54.65,54.89,54.08,54.89,54.5,0.15,0.2752,0.3859,1611322,87656976.91,24099447700.0,22818561000.0,3489
2016-06-27,'002572,Ë÷·ÆÑÇ,54.5,54.78,53.65,54.2,54.2,0.3,0.5535,0.5691,2376263,128809392.3,24033301000.0,22755930000.0,3605
2016-06-24,'002572,Ë÷·ÆÑÇ,54.2,54.73,53.23,53.69,53.5,0.7,1.3084,0.7644,3191785,172655858.41,23901007600.0,22630668000.0,4784
2016-06-23,'002572,Ë÷·ÆÑÇ,53.5,53.58,53.03,53.4,53.45,0.05,0.0935,0.4229,1765735,94250559.8,23592323000.0,22338390000.0,2409
2016-06-22,'002572,Ë÷·ÆÑÇ,53.45,54.66,53.37,54.51,54.48,-1.03,-1.8906,0.6912,2885883,154950473.83,23570274100.0,22317513000.0,4480
