»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ,≥…Ωª±  ˝
2016-10-12,'000717,*ST…ÿ∏÷,4.35,4.44,4.23,4.33,4.35,0.0,0.0,0.7235,17505320,76197931.0,10524931183.5,10524931183.5,5168
2016-10-11,'000717,*ST…ÿ∏÷,4.35,4.43,4.33,4.43,4.44,-0.09,-2.027,0.8338,20174627,88047814.08,10524931183.5,10524931183.5,6623
2016-10-10,'000717,*ST…ÿ∏÷,4.44,4.56,4.37,4.45,4.34,0.1,2.3041,0.9337,22590691,100907429.7,10742688380.4,10742688380.4,6987
2016-09-30,'000717,*ST…ÿ∏÷,4.34,4.42,4.3,4.35,4.25,0.09,2.1176,0.7253,17548871,76204480.3,10500735939.4,10500735939.4,5394
2016-09-29,'000717,*ST…ÿ∏÷,4.25,4.39,4.22,4.36,4.37,-0.12,-2.746,0.9241,22357740,96036545.09,10282978742.5,10282978742.5,6632
2016-09-28,'000717,*ST…ÿ∏÷,4.37,4.38,4.17,4.2,4.22,0.15,3.5545,1.1011,26640350,114684055.95,10573321671.7,10573321671.7,8170
2016-09-27,'000717,*ST…ÿ∏÷,4.22,4.29,4.13,4.28,4.35,-0.13,-2.9885,1.8343,44382226,185314293.49,10210393010.2,10210393010.2,13920
2016-09-26,'000717,*ST…ÿ∏÷,4.35,4.66,4.35,4.56,4.58,-0.23,-5.0218,2.0219,48919599,217454240.21,10524931183.5,10524931183.5,14854
2016-09-23,'000717,*ST…ÿ∏÷,4.58,4.61,4.37,4.47,4.43,0.15,3.386,1.7532,42420063,192369370.81,11081421797.8,11081421797.8,13566
2016-09-22,'000717,*ST…ÿ∏÷,4.43,4.45,4.19,4.24,4.24,0.19,4.4811,1.6621,40214291,174739921.31,10718493136.3,10718493136.3,12585
2016-09-21,'000717,*ST…ÿ∏÷,4.24,4.38,4.19,4.27,4.28,-0.04,-0.9346,1.2358,29899500,127822731.14,10258783498.4,10258783498.4,9631
2016-09-20,'000717,*ST…ÿ∏÷,4.28,4.47,4.27,4.38,4.31,-0.03,-0.6961,1.9501,47183809,206780409.91,10355564474.8,10355564474.8,14909
2016-09-19,'000717,*ST…ÿ∏÷,4.31,4.31,4.11,4.16,4.1,0.21,5.122,1.4109,34136088,145640557.32,10428150207.1,10428150207.1,8258
2016-09-14,'000717,*ST…ÿ∏÷,4.1,4.21,4.05,4.05,4.05,0.05,1.2346,0.8788,21263734,87764414.01,9920050081.0,9920050081.0,7249
2016-09-13,'000717,*ST…ÿ∏÷,4.05,4.15,4.01,4.05,4.09,-0.04,-0.978,0.8312,20111022,81700915.91,9799073860.5,9799073860.5,6891
2016-09-12,'000717,*ST…ÿ∏÷,4.09,4.27,3.93,3.96,4.07,0.02,0.4914,2.1491,51997702,214518640.52,9895854836.9,9895854836.9,15388
2016-09-09,'000717,*ST…ÿ∏÷,4.07,4.1,3.98,4.01,3.91,0.16,4.0921,1.9053,46099375,186893979.61,9847464348.7,9847464348.7,14100
2016-09-08,'000717,*ST…ÿ∏÷,3.91,3.91,3.68,3.69,3.72,0.19,5.1075,0.6047,14630790,56237033.15,9460340443.1,9460340443.1,3877
2016-09-07,'000717,*ST…ÿ∏÷,3.72,3.72,3.68,3.7,3.69,0.03,0.813,0.4616,11167525,41322811.84,9000630805.2,9000630805.2,3390
2016-09-06,'000717,*ST…ÿ∏÷,3.69,3.73,3.63,3.72,3.69,0.0,0.0,0.568,13743504,50396112.58,8928045072.9,8928045072.9,3646
2016-09-05,'000717,*ST…ÿ∏÷,3.69,3.79,3.65,3.79,3.71,-0.02,-0.5391,0.5338,12916264,47951676.44,8928045072.9,8928045072.9,3658
2016-09-02,'000717,*ST…ÿ∏÷,3.71,3.73,3.65,3.69,3.69,0.02,0.542,0.447,10814641,39878241.73,8976435561.1,8976435561.1,3165
2016-09-01,'000717,*ST…ÿ∏÷,3.69,3.76,3.64,3.66,3.64,0.05,1.3736,0.6823,16507811,61344641.89,8928045072.9,8928045072.9,4698
2016-08-31,'000717,*ST…ÿ∏÷,3.64,3.73,3.61,3.7,3.72,-0.08,-2.1505,0.7882,19070451,69741479.61,8807068852.4,8807068852.4,5050
2016-08-30,'000717,*ST…ÿ∏÷,3.72,3.73,3.57,3.6,3.68,0.04,1.087,0.8109,19620068,72504474.43,9000630805.2,9000630805.2,5474
2016-08-29,'000717,*ST…ÿ∏÷,3.68,3.88,3.68,3.88,3.87,-0.19,-4.9096,1.5161,36681841,136484770.69,8903849828.8,8903849828.8,11767
2016-08-26,'000717,*ST…ÿ∏÷,3.87,3.95,3.83,3.95,3.85,0.02,0.5195,0.641,15509402,60027355.72,9363559466.7,9363559466.7,4270
2016-08-25,'000717,*ST…ÿ∏÷,3.85,3.94,3.81,3.89,3.89,-0.04,-1.0283,0.9739,23563211,91301863.21,9315168978.5,9315168978.5,7050
2016-08-24,'000717,*ST…ÿ∏÷,3.89,4.0,3.86,3.86,3.83,0.06,1.5666,1.0729,25959105,101772755.9,9411949954.9,9411949954.9,8092
2016-08-23,'000717,*ST…ÿ∏÷,3.83,3.94,3.8,3.88,3.91,-0.08,-2.046,1.2418,30044517,115592067.73,9266778490.3,9266778490.3,9882
2016-08-22,'000717,*ST…ÿ∏÷,3.91,4.13,3.9,4.0,4.02,-0.11,-2.7363,1.7035,41217336,163669559.59,9460340443.1,9460340443.1,13097
2016-08-19,'000717,*ST…ÿ∏÷,4.02,4.16,3.9,4.15,3.96,0.06,1.5152,3.517,85094784,343700850.12,9726488128.2,9726488128.2,27465
2016-08-18,'000717,*ST…ÿ∏÷,3.96,3.96,3.81,3.86,3.77,0.19,5.0398,0.5928,14343723,56174160.06,9581316663.6,9581316663.6,3803
2016-08-17,'000717,*ST…ÿ∏÷,3.77,3.77,3.57,3.6,3.59,0.18,5.0139,0.8301,20083576,75229907.52,9121607025.7,9121607025.7,5624
2016-08-16,'000717,*ST…ÿ∏÷,3.59,3.61,3.38,3.43,3.44,0.15,4.3605,1.6812,40677332,141633450.34,8686092631.9,8686092631.9,11650
2016-08-15,'000717,*ST…ÿ∏÷,3.44,3.44,3.29,3.31,3.28,0.16,4.878,1.5808,38247764,130503071.35,8323163970.4,8323163970.4,11534
2016-08-12,'000717,*ST…ÿ∏÷,3.28,3.35,3.24,3.28,3.28,0.0,0.0,0.7999,19354956,63513847.56,7936040064.8,7936040064.8,6471
