»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ,≥…Ωª±  ˝
2016-10-12,'600352,’„Ω≠¡˙ ¢,9.28,9.33,9.25,9.28,9.35,-0.07,-0.7487,0.3438,10519563,97669528.0,30190919660.8,28396167660.8,None
2016-10-11,'600352,’„Ω≠¡˙ ¢,9.35,9.36,9.29,9.33,9.3,0.05,0.5376,0.4774,14607326,136140224.0,30418652891.0,28610362891.0,None
2016-10-10,'600352,’„Ω≠¡˙ ¢,9.3,9.4,9.21,9.24,9.2,0.1,1.087,0.8405,25717333,239192936.0,30255986298.0,28457366298.0,None
2016-09-30,'600352,’„Ω≠¡˙ ¢,9.2,9.25,9.16,9.2,9.19,0.01,0.1088,0.3735,11428068,105168480.0,29930653112.0,28151373112.0,None
2016-09-29,'600352,’„Ω≠¡˙ ¢,9.19,9.32,9.17,9.26,9.24,-0.05,-0.5411,0.4371,13374702,123374715.0,29898119793.4,28120773793.4,None
2016-09-28,'600352,’„Ω≠¡˙ ¢,9.24,9.4,9.23,9.4,9.33,-0.09,-0.9646,0.3626,11095408,102910991.0,30060786386.4,28273770386.4,None
2016-09-27,'600352,’„Ω≠¡˙ ¢,9.33,9.36,9.23,9.26,9.32,0.01,0.1073,0.3468,10613329,98605223.0,30353586253.8,28549164253.8,None
2016-09-26,'600352,’„Ω≠¡˙ ¢,9.32,9.54,9.31,9.54,9.53,-0.21,-2.2036,0.5602,17140370,160936568.0,30321052935.2,28518564935.2,None
2016-09-23,'600352,’„Ω≠¡˙ ¢,9.53,9.63,9.52,9.6,9.58,-0.05,-0.5219,0.3317,10150429,97035704.0,31004252625.8,29161150625.8,None
2016-09-22,'600352,’„Ω≠¡˙ ¢,9.58,9.72,9.56,9.7,9.65,-0.07,-0.7254,0.6056,18531435,178839005.0,31166919218.8,29314147218.8,None
2016-09-21,'600352,’„Ω≠¡˙ ¢,9.65,9.66,9.52,9.58,9.54,0.11,1.153,0.4094,12527164,120274032.0,31394652449.0,29528342449.0,None
2016-09-20,'600352,’„Ω≠¡˙ ¢,9.54,9.62,9.47,9.5,9.51,0.03,0.3155,0.3369,10307731,98448392.0,31036785944.4,29191749944.4,None
2016-09-19,'600352,’„Ω≠¡˙ ¢,9.51,9.62,9.43,9.5,9.5,0.01,0.1053,0.5015,15346407,146210597.0,30939185988.6,29099951988.6,None
2016-09-14,'600352,’„Ω≠¡˙ ¢,9.5,9.6,9.46,9.57,9.64,-0.14,-1.4523,0.3906,11951939,113612174.0,30906652670.0,29069352670.0,None
2016-09-13,'600352,’„Ω≠¡˙ ¢,9.64,9.7,9.53,9.63,9.64,0.0,0.0,0.7191,22003268,211583649.0,31362119130.4,29497743130.4,None
