ИХЖЪ,№ЙЖ±ґъВл,ГыіЖ,КХЕМјЫ,ЧоёЯјЫ,ЧоµНјЫ,їЄЕМјЫ,З°КХЕМ,ХЗµш¶о,ХЗµш·щ,»»КЦВК,іЙЅ»Бї,іЙЅ»Ѕр¶о,ЧЬКРЦµ,БчНЁКРЦµ,іЙЅ»±ККэ
2016-01-18,'002081,Ѕр у« тл,13.97,14.28,13.37,13.48,13.84,0.13,0.9393,0.7336,12926825,180279329.49,24618014928.2,24618014928.2,9417
2016-01-15,'002081,Ѕр у« тл,13.84,14.54,13.67,14.26,14.28,-0.44,-3.0812,1.1975,21102176,296920019.09,24388928175.1,24388928175.1,12175
2016-01-14,'002081,Ѕр у« тл,14.28,14.35,13.27,13.35,13.78,0.5,3.6284,1.1054,19479755,271001612.31,25164298724.0,25164298724.0,12536
2016-01-13,'002081,Ѕр у« тл,13.78,14.65,13.71,14.25,14.14,-0.36,-2.546,1.0403,18331550,261112720.41,24283195827.5,24283195827.5,13158
2016-01-12,'002081,Ѕр у« тл,14.14,14.28,13.79,14.05,13.97,0.17,1.2169,1.1266,19853593,279749098.58,24917589913.0,24917589913.0,11386
2016-01-11,'002081,Ѕр у« тл,13.97,15.3,13.91,14.9,15.26,-1.29,-8.4535,1.1828,20843995,304891512.63,24618014928.2,24618014928.2,16673
2016-01-08,'002081,Ѕр у« тл,15.26,15.94,14.63,15.6,15.27,-0.01,-0.0655,1.6438,28966850,447861531.92,26891260401.2,26891260401.2,18550
2016-01-07,'002081,Ѕр у« тл,15.27,16.74,15.25,16.61,16.94,-1.67,-9.8583,0.3602,6347972,100650716.54,26908882459.1,26908882459.1,3940
2016-01-06,'002081,Ѕр у« тл,16.94,17.08,16.43,16.9,16.75,0.19,1.1343,1.1239,19805890,333491258.62,29851766133.4,29851766133.4,14431
2016-01-05,'002081,Ѕр у« тл,16.75,18.03,15.8,16.2,16.99,-0.24,-1.4126,1.5476,27271826,457729352.01,29516947032.8,29516947032.8,20131
2016-01-04,'002081,Ѕр у« тл,16.99,18.81,16.9,18.81,18.68,-1.69,-9.0471,1.0221,18012081,321422811.75,29939876423.1,29939876423.1,12345
