日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2016-10-12,'000785,武汉中商,14.85,14.85,13.72,13.79,13.87,0.98,7.0656,6.8241,17134826,244300630.63,3730642215.3,3728741415.3,16107
2016-10-11,'000785,武汉中商,13.87,13.95,13.76,13.93,13.86,0.01,0.0722,2.2472,5642462,78110314.06,3484444951.26,3482669591.26,4622
2016-10-10,'000785,武汉中商,13.86,13.86,13.65,13.73,13.73,0.13,0.9468,2.5305,6354047,87502223.65,3481932734.28,3480158654.28,5044
2016-09-30,'000785,武汉中商,13.73,13.8,13.55,13.6,13.7,0.03,0.219,2.055,5159949,70673372.87,3449273913.54,3447516473.54,3991
2016-09-29,'000785,武汉中商,13.7,13.95,13.36,13.36,13.37,0.33,2.4682,3.7703,9466924,129245982.74,3441737262.6,3439983662.6,7673
2016-09-28,'000785,武汉中商,13.37,13.59,13.33,13.4,13.44,-0.07,-0.5208,2.3764,5966931,80314624.92,3358834102.26,3357122742.26,4306
2016-09-27,'000785,武汉中商,13.44,13.44,12.93,13.01,13.18,0.26,1.9727,2.3611,5928683,78763492.97,3376419621.12,3374699301.12,4665
2016-09-26,'000785,武汉中商,13.18,13.39,13.11,13.28,13.26,-0.08,-0.6033,2.138,5368345,71135421.91,3311101979.64,3309414939.64,4372
2016-09-23,'000785,武汉中商,13.26,13.38,13.26,13.38,13.32,-0.06,-0.4505,1.1477,2881900,38342287.2,3331199715.48,3329502435.48,2643
2016-09-22,'000785,武汉中商,13.32,13.47,13.27,13.3,13.22,0.1,0.7564,1.8968,4762748,63722119.51,3346273017.36,3344568057.36,4565
2016-09-21,'000785,武汉中商,13.22,13.33,13.15,13.2,13.2,0.02,0.1515,1.0873,2730201,36180302.77,3321150847.56,3319458687.56,2525
2016-09-20,'000785,武汉中商,13.2,13.35,13.1,13.34,13.33,-0.13,-0.9752,1.7013,4271981,56521578.87,3316126413.6,3314436813.6,3769
2016-09-19,'000785,武汉中商,13.33,13.47,13.1,13.23,13.31,0.02,0.1503,2.257,5667302,75553672.93,3348785234.34,3347078994.34,4867
2016-09-14,'000785,武汉中商,13.31,13.65,12.7,12.7,12.91,0.4,3.0984,3.7965,9532820,126389063.17,3343760800.38,3342057120.38,8842
2016-09-13,'000785,武汉中商,12.91,13.08,12.72,12.95,12.9,0.01,0.0775,1.8255,4583709,59083148.51,3243272121.18,3241619641.18,3549
2016-09-12,'000785,武汉中商,12.9,13.4,12.9,13.4,13.54,-0.64,-4.7267,3.0809,7735929,101046497.0,3240759904.2,3239108704.2,7296
2016-09-09,'000785,武汉中商,13.54,13.76,13.54,13.76,13.69,-0.15,-1.0957,2.2599,5674575,77522450.18,3401541790.92,3399808670.92,4216
