»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ,≥…Ωª±  ˝
2016-10-12,'603066,“Ù∑…¥¢¥Ê,51.59,52.7,51.29,52.7,52.77,-1.18,-2.2361,4.3909,2003347,103640930.0,5195628900.0,2353793750.0,None
2016-10-11,'603066,“Ù∑…¥¢¥Ê,52.77,53.2,51.74,53.1,53.24,-0.47,-0.8828,6.1185,2791556,146341850.0,5314466700.0,2407631250.0,None
2016-10-10,'603066,“Ù∑…¥¢¥Ê,53.24,54.43,51.0,52.0,51.65,1.59,3.0784,7.3964,3374585,176660243.0,5361800400.0,2429075000.0,None
2016-09-30,'603066,“Ù∑…¥¢¥Ê,51.65,51.99,50.69,51.4,52.1,-0.45,-0.8637,4.2459,1937189,99366452.0,5201671500.0,2356531250.0,None
2016-09-29,'603066,“Ù∑…¥¢¥Ê,52.1,52.99,51.4,51.98,52.38,-0.28,-0.5346,7.3765,3365542,175559732.0,5246991000.0,2377062500.0,None
2016-09-28,'603066,“Ù∑…¥¢¥Ê,52.38,53.0,49.18,49.69,49.85,2.53,5.0752,12.2994,5611608,289077927.0,5275189800.0,2389837500.0,None
2016-09-27,'603066,“Ù∑…¥¢¥Ê,49.85,50.28,48.15,50.0,50.42,-0.57,-1.1305,5.5366,2526078,124461931.0,5020393500.0,2274406250.0,None
2016-09-26,'603066,“Ù∑…¥¢¥Ê,50.42,52.01,49.3,50.03,49.8,0.62,1.245,9.6465,4401203,223532978.0,5077798200.0,2300412500.0,None
2016-09-23,'603066,“Ù∑…¥¢¥Ê,49.8,51.3,48.13,48.13,48.08,1.72,3.5774,9.904,4518722,225641089.0,5015358000.0,2272125000.0,None
2016-09-22,'603066,“Ù∑…¥¢¥Ê,48.08,48.88,47.9,48.38,48.33,-0.25,-0.5173,8.4629,3861184,187103278.0,4842136800.0,2193650000.0,None
2016-09-21,'603066,“Ù∑…¥¢¥Ê,48.33,49.88,47.87,49.2,48.63,-0.3,-0.6169,6.2249,2840100,138400890.0,4867314300.0,2205056250.0,None
2016-09-20,'603066,“Ù∑…¥¢¥Ê,48.63,51.68,48.39,48.5,47.25,1.38,2.9206,11.2711,5142452,254716126.0,4897527300.0,2218743750.0,None
2016-09-19,'603066,“Ù∑…¥¢¥Ê,47.25,47.47,44.55,44.71,44.71,2.54,5.6811,3.8083,1737536,80308118.0,4758547500.0,2155781250.0,None
2016-09-14,'603066,“Ù∑…¥¢¥Ê,44.71,45.1,44.33,44.33,44.91,-0.2,-0.4453,0.925,422042,18845611.0,4502744100.0,2039893750.0,None
2016-09-13,'603066,“Ù∑…¥¢¥Ê,44.91,45.58,44.4,45.5,45.22,-0.31,-0.6855,1.6627,758625,34171616.0,4522886100.0,2049018750.0,None
2016-09-12,'603066,“Ù∑…¥¢¥Ê,45.22,45.98,45.0,45.49,46.86,-1.64,-3.4998,2.1478,979919,44407318.0,4554106200.0,2063162500.0,None
2016-09-09,'603066,“Ù∑…¥¢¥Ê,46.86,47.76,46.61,47.1,46.79,0.07,0.1496,3.2228,1470401,69429229.0,4719270600.0,2137987500.0,None
2016-09-08,'603066,“Ù∑…¥¢¥Ê,46.79,46.99,46.32,46.66,46.67,0.12,0.2571,1.4606,666413,31109273.0,4712220900.0,2134793750.0,None
2016-09-07,'603066,“Ù∑…¥¢¥Ê,46.67,47.41,46.35,46.56,46.56,0.11,0.2363,2.4142,1101492,51713510.0,4700135700.0,2129318750.0,None
2016-09-06,'603066,“Ù∑…¥¢¥Ê,46.56,46.59,45.6,45.64,45.91,0.65,1.4158,1.4911,680309,31418592.0,4689057600.0,2124300000.0,None
2016-09-05,'603066,“Ù∑…¥¢¥Ê,45.91,45.97,45.53,45.65,45.51,0.4,0.8789,1.2236,558272,25606435.0,4623596100.0,2094643750.0,None
2016-09-02,'603066,“Ù∑…¥¢¥Ê,45.51,46.1,45.17,45.72,45.72,-0.21,-0.4593,1.0796,492550,22501446.0,4583312100.0,2076393750.0,None
2016-09-01,'603066,“Ù∑…¥¢¥Ê,45.72,46.08,45.64,46.05,45.92,-0.2,-0.4355,1.1726,535011,24529676.0,4604461200.0,2085975000.0,None
2016-08-31,'603066,“Ù∑…¥¢¥Ê,45.92,46.0,45.47,45.47,45.64,0.28,0.6135,1.1023,502915,23008966.0,4624603200.0,2095100000.0,None
2016-08-30,'603066,“Ù∑…¥¢¥Ê,45.64,45.96,45.55,45.55,45.54,0.1,0.2196,1.0045,458289,20947645.0,4596404400.0,2082325000.0,None
2016-08-29,'603066,“Ù∑…¥¢¥Ê,45.54,46.75,45.0,46.3,46.5,-0.96,-2.0645,3.559,1623801,74049466.0,4586333400.0,2077762500.0,None
2016-08-26,'603066,“Ù∑…¥¢¥Ê,46.5,47.19,46.36,47.0,47.87,-1.37,-2.8619,3.9356,1795634,83809848.0,4683015000.0,2121562500.0,None
2016-08-25,'603066,“Ù∑…¥¢¥Ê,47.87,47.98,46.55,47.01,47.45,0.42,0.8851,2.7146,1238545,58192931.0,4820987700.0,2184068750.0,None
