ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ,³É½»±ÊÊý
2016-10-12,'600477,º¼Ïô¸Ö¹¹,11.0,11.56,10.91,11.13,11.13,-0.13,-1.168,4.2449,33949335,380056314.0,11598152280.0,8797347130.0,None
2016-10-11,'600477,º¼Ïô¸Ö¹¹,11.13,11.45,10.6,10.7,10.76,0.37,3.4387,5.0322,40245636,446044234.0,11735221352.4,8901315777.9,None
2016-10-10,'600477,º¼Ïô¸Ö¹¹,10.76,10.9,10.16,10.4,10.16,0.6,5.9055,4.168,33334270,352271913.0,11345101684.8,8605405010.8,None
2016-09-30,'600477,º¼Ïô¸Ö¹¹,10.16,10.26,10.05,10.24,10.18,-0.02,-0.1965,2.2716,18166959,184675588.0,10712475196.8,8125549712.8,None
2016-09-29,'600477,º¼Ïô¸Ö¹¹,10.18,10.39,10.12,10.12,10.07,0.11,1.0924,3.1268,25006623,256330377.0,10733562746.4,8141544889.4,None
2016-09-28,'600477,º¼Ïô¸Ö¹¹,10.07,10.49,10.05,10.33,10.4,-0.33,-3.1731,3.8508,30796757,313915050.0,10617581223.6,8053571418.1,None
2016-09-27,'600477,º¼Ïô¸Ö¹¹,10.4,10.59,10.02,10.28,10.19,0.21,2.0608,5.0431,40332423,414248997.0,10965525792.0,8317491832.0,None
2016-09-26,'600477,º¼Ïô¸Ö¹¹,10.19,10.71,10.12,10.7,10.84,-0.65,-5.9963,4.6106,36874064,384011465.0,10744106521.2,8149542477.7,None
2016-09-23,'600477,º¼Ïô¸Ö¹¹,10.84,11.25,10.6,10.86,11.08,-0.24,-2.1661,6.184,49457310,535071293.0,11429451883.2,8669385717.2,None
2016-09-22,'600477,º¼Ïô¸Ö¹¹,11.08,11.2,10.03,10.29,10.29,0.79,7.6774,8.4445,67535990,712444584.0,11682502478.4,8861327836.4,None
2016-09-21,'600477,º¼Ïô¸Ö¹¹,10.29,10.7,10.12,10.5,10.5,-0.21,-2.0,6.6721,53361093,553348822.0,10849544269.2,8229518360.7,None
2016-09-20,'600477,º¼Ïô¸Ö¹¹,10.5,10.67,9.54,9.55,9.7,0.8,8.2474,9.6843,77450783,791467694.0,11070963540.0,8397467715.0,None
2016-09-19,'600477,º¼Ïô¸Ö¹¹,9.7,9.88,9.2,9.35,8.98,0.72,8.0178,8.2223,65758341,634043465.0,10227461556.0,7757660651.0,None
2016-09-14,'600477,º¼Ïô¸Ö¹¹,8.98,9.3,8.87,9.19,9.3,-0.32,-3.4409,4.2856,34274413,310835576.0,9468309770.4,7181834293.4,None
