ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ,³É½»±ÊÊý
2016-10-12,'000825,Ì«¸Ö²»Ðâ,3.58,3.61,3.54,3.56,3.58,0.0,0.0,0.4698,26763058,95375553.23,20392567109.7,20392567109.7,5026
2016-10-11,'000825,Ì«¸Ö²»Ðâ,3.58,3.58,3.54,3.57,3.56,0.02,0.5618,0.3741,21312246,75917468.64,20392567109.7,20392567109.7,5693
2016-10-10,'000825,Ì«¸Ö²»Ðâ,3.56,3.6,3.54,3.56,3.53,0.03,0.8499,0.523,29792536,106169583.05,20278642153.8,20278642153.8,5330
2016-09-30,'000825,Ì«¸Ö²»Ðâ,3.53,3.54,3.51,3.52,3.52,0.01,0.2841,0.2188,12461256,43855690.38,20107754719.9,20107754719.9,4449
2016-09-29,'000825,Ì«¸Ö²»Ðâ,3.52,3.55,3.51,3.52,3.52,0.0,0.0,0.256,14584570,51522235.54,20050792241.9,20050792241.9,6813
2016-09-28,'000825,Ì«¸Ö²»Ðâ,3.52,3.58,3.51,3.58,3.56,-0.04,-1.1236,0.1887,10746151,37962154.11,20050792241.9,20050792241.9,5483
2016-09-27,'000825,Ì«¸Ö²»Ðâ,3.56,3.57,3.5,3.56,3.57,-0.01,-0.2801,0.2346,13364688,47260127.31,20278642153.8,20278642153.8,5040
2016-09-26,'000825,Ì«¸Ö²»Ðâ,3.57,3.67,3.55,3.66,3.66,-0.09,-2.459,0.3081,17549672,63206480.58,20335604631.7,20335604631.7,5106
2016-09-23,'000825,Ì«¸Ö²»Ðâ,3.66,3.67,3.64,3.65,3.65,0.01,0.274,0.2042,11633770,42520095.71,20848266933.4,20848266933.4,3078
2016-09-22,'000825,Ì«¸Ö²»Ðâ,3.65,3.68,3.64,3.66,3.66,-0.01,-0.2732,0.2672,15222966,55677611.28,20791304455.4,20791304455.4,4636
2016-09-21,'000825,Ì«¸Ö²»Ðâ,3.66,3.74,3.59,3.59,3.59,0.07,1.9499,0.4964,28274206,103943098.79,20848266933.4,20848266933.4,8488
