日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2016-10-12,'002315,焦点科技,67.74,67.88,66.8,67.65,67.92,-0.18,-0.265,1.6254,1909894,128530915.86,7959450000.0,7959450000.0,4277
2016-10-11,'002315,焦点科技,67.92,68.3,65.0,65.28,65.28,2.64,4.0441,3.3085,3887489,261017735.92,7980600000.0,7980600000.0,8143
2016-10-10,'002315,焦点科技,65.28,65.59,64.1,64.47,63.83,1.45,2.2717,1.3271,1559386,101207099.08,7670400000.0,7670400000.0,3731
2016-09-30,'002315,焦点科技,63.83,64.32,63.69,64.3,64.22,-0.39,-0.6073,0.6541,768605,49097242.57,7500025000.0,7500025000.0,1930
2016-09-29,'002315,焦点科技,64.22,64.88,63.97,64.37,64.13,0.09,0.1403,1.0408,1222889,78728164.27,7545850000.0,7545850000.0,3040
2016-09-28,'002315,焦点科技,64.13,64.48,63.24,64.15,63.93,0.2,0.3128,0.9405,1105096,70496960.02,7535275000.0,7535275000.0,2924
2016-09-27,'002315,焦点科技,63.93,64.15,62.01,62.5,62.95,0.98,1.5568,1.2333,1449090,91957477.29,7511775000.0,7511775000.0,3631
2016-09-26,'002315,焦点科技,62.95,65.78,62.5,62.51,62.88,0.07,0.1113,1.3751,1615719,103047310.64,7396625000.0,7396625000.0,4117
2016-09-23,'002315,焦点科技,62.88,63.49,60.31,62.51,62.69,0.19,0.3031,0.9626,1131017,71032587.51,7388400000.0,7388400000.0,2592
2016-09-22,'002315,焦点科技,62.69,63.78,62.29,62.33,62.06,0.63,1.0151,0.8582,1008402,63493514.27,7366075000.0,7366075000.0,2586
2016-09-21,'002315,焦点科技,62.06,62.24,61.8,61.8,61.83,0.23,0.372,0.4981,585215,36329317.58,7292050000.0,7292050000.0,1174
2016-09-20,'002315,焦点科技,61.83,62.25,61.78,62.19,62.35,-0.52,-0.834,0.493,579240,35869102.22,7265025000.0,7265025000.0,1540
2016-09-19,'002315,焦点科技,62.35,62.51,61.81,62.02,62.04,0.31,0.4997,0.7578,890469,55247525.93,7326125000.0,7326125000.0,2489
2016-09-14,'002315,焦点科技,62.04,62.57,61.15,61.15,61.8,0.24,0.3883,0.7229,849382,52835987.3,7289700000.0,7289700000.0,2840
2016-09-13,'002315,焦点科技,61.8,62.3,61.46,61.46,61.42,0.38,0.6187,0.6848,804660,49694052.68,7261500000.0,7261500000.0,1954
2016-09-12,'002315,焦点科技,61.42,63.42,60.29,63.42,64.29,-2.87,-4.4641,1.1261,1323178,81962186.39,7216850000.0,7216850000.0,3617
