»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ,≥…Ωª±  ˝
2016-10-12,'600135,¿÷ø≠Ω∫∆¨,15.62,15.67,15.45,15.54,15.57,0.05,0.3211,1.1583,4266509,66492518.0,5826130900.7,5753517253.88,None
2016-10-11,'600135,¿÷ø≠Ω∫∆¨,15.57,15.65,15.46,15.52,15.5,0.07,0.4516,1.5285,5630287,87532751.0,5807481313.95,5735100105.18,None
2016-10-10,'600135,¿÷ø≠Ω∫∆¨,15.5,15.55,15.19,15.29,15.12,0.38,2.5132,1.4347,5284603,81344114.0,5781371892.5,5709316097.0,None
2016-09-30,'600135,¿÷ø≠Ω∫∆¨,15.12,15.28,15.07,15.15,15.16,-0.04,-0.2639,0.937,3451457,52327965.0,5639635033.2,5569345766.88,None
2016-09-29,'600135,¿÷ø≠Ω∫∆¨,15.16,15.33,15.14,15.19,15.12,0.04,0.2646,0.9606,3538145,53893172.0,5654554702.6,5584079485.84,None
2016-09-28,'600135,¿÷ø≠Ω∫∆¨,15.12,15.25,15.11,15.23,15.19,-0.07,-0.4608,0.6373,2347500,35605506.0,5639635033.2,5569345766.88,None
2016-09-27,'600135,¿÷ø≠Ω∫∆¨,15.19,15.3,14.83,15.15,15.12,0.07,0.463,1.3384,4929921,74160471.0,5665744454.65,5595129775.06,None
2016-09-26,'600135,¿÷ø≠Ω∫∆¨,15.12,15.65,15.1,15.57,15.57,-0.45,-2.8902,1.2544,4620464,71368044.0,5639635033.2,5569345766.88,None
2016-09-23,'600135,¿÷ø≠Ω∫∆¨,15.57,15.76,15.55,15.73,15.69,-0.12,-0.7648,0.976,3595046,56324436.0,5807481313.95,5735100105.18,None
2016-09-22,'600135,¿÷ø≠Ω∫∆¨,15.69,15.96,15.64,15.95,15.79,-0.1,-0.6333,1.9463,7168955,113017293.0,5852240322.15,5779301262.06,None
2016-09-21,'600135,¿÷ø≠Ω∫∆¨,15.79,16.1,15.73,15.86,15.82,-0.03,-0.1896,1.9302,7109811,113035183.0,5889539495.65,5816135559.46,None
2016-09-20,'600135,¿÷ø≠Ω∫∆¨,15.82,16.1,15.68,15.91,15.84,-0.02,-0.1263,2.1057,7756090,123031838.0,5900729247.7,5827185848.68,None
2016-09-19,'600135,¿÷ø≠Ω∫∆¨,15.84,15.89,15.3,15.35,15.27,0.57,3.7328,2.3892,8800366,137453720.0,5908189082.4,5834552708.16,None
2016-09-14,'600135,¿÷ø≠Ω∫∆¨,15.27,15.46,15.22,15.46,15.55,-0.28,-1.8006,1.5846,5836788,89456992.0,5695583793.45,5624597212.98,None
2016-09-13,'600135,¿÷ø≠Ω∫∆¨,15.55,15.62,15.38,15.5,15.4,0.15,0.974,1.3825,5092283,79005505.0,5800021479.25,5727733245.7,None
2016-09-12,'600135,¿÷ø≠Ω∫∆¨,15.4,15.96,15.37,15.96,16.26,-0.86,-5.2891,2.7917,10283111,161250475.0,5744072719.0,5672481799.6,None
2016-09-09,'600135,¿÷ø≠Ω∫∆¨,16.26,16.55,16.14,16.45,16.4,-0.14,-0.8537,2.4775,9125705,149045144.0,6064845611.1,5989256757.24,None
2016-09-08,'600135,¿÷ø≠Ω∫∆¨,16.4,16.64,16.33,16.6,16.6,-0.2,-1.2048,2.8461,10483328,172872104.0,6117064454.0,6040824773.6,None
2016-09-07,'600135,¿÷ø≠Ω∫∆¨,16.6,17.08,16.55,16.95,16.99,-0.39,-2.2955,3.5426,13048994,219780300.0,6191662801.0,6114493368.4,None
2016-09-06,'600135,¿÷ø≠Ω∫∆¨,16.99,17.25,16.71,16.89,16.83,0.16,0.9507,5.7919,21334124,362504969.0,6337129577.65,6258147128.26,None
2016-09-05,'600135,¿÷ø≠Ω∫∆¨,16.83,17.07,16.6,16.68,16.7,0.13,0.7784,2.2023,8111868,136469809.0,6277450900.05,6199212252.42,None
2016-09-02,'600135,¿÷ø≠Ω∫∆¨,16.7,16.82,16.46,16.7,16.82,-0.12,-0.7134,2.1955,8086907,134574395.0,6228961974.5,6151327665.8,None
2016-09-01,'600135,¿÷ø≠Ω∫∆¨,16.82,17.23,16.75,17.03,17.09,-0.27,-1.5799,2.6986,9940223,168839496.0,6273720982.7,6195528822.68,None
2016-08-31,'600135,¿÷ø≠Ω∫∆¨,17.09,17.1,16.6,16.93,16.95,0.14,0.826,2.8466,10485351,177486910.0,6374428751.15,6294981425.66,None
2016-08-30,'600135,¿÷ø≠Ω∫∆¨,16.95,17.09,16.63,16.84,16.77,0.18,1.0733,2.9096,10717290,180782519.0,6322209908.25,6243413409.3,None
2016-08-29,'600135,¿÷ø≠Ω∫∆¨,16.77,16.95,16.53,16.7,16.79,-0.02,-0.1191,1.7912,6597864,110415258.0,6255071395.95,6177111673.98,None
2016-08-26,'600135,¿÷ø≠Ω∫∆¨,16.79,17.25,16.68,16.98,16.68,0.11,0.6595,3.2942,12134059,205593374.0,6262531230.65,6184478533.46,None
2016-08-25,'600135,¿÷ø≠Ω∫∆¨,16.68,16.85,16.36,16.73,16.85,-0.17,-1.0089,2.2627,8334674,138057240.0,6221502139.8,6143960806.32,None
2016-08-24,'600135,¿÷ø≠Ω∫∆¨,16.85,17.07,16.71,16.76,16.85,0.0,0.0,1.7115,6304039,106238747.0,6284910734.75,6206579111.9,None
2016-08-23,'600135,¿÷ø≠Ω∫∆¨,16.85,17.4,16.6,17.18,17.08,-0.23,-1.3466,3.086,11366989,192392542.0,6284910734.75,6206579111.9,None
2016-08-22,'600135,¿÷ø≠Ω∫∆¨,17.08,17.58,16.92,17.15,17.06,0.02,0.1172,3.2751,12063555,206976377.0,6370698833.8,6291297995.92,None
2016-08-19,'600135,¿÷ø≠Ω∫∆¨,17.06,17.54,16.89,17.18,17.19,-0.13,-0.7563,4.2388,15613354,268212083.0,6363238999.1,6283931136.44,None
2016-08-18,'600135,¿÷ø≠Ω∫∆¨,17.19,17.38,16.6,16.65,16.68,0.51,3.0576,6.7205,24754476,422065172.0,6411727924.65,6331815723.06,None
2016-08-17,'600135,¿÷ø≠Ω∫∆¨,16.68,16.72,16.45,16.46,16.52,0.16,0.9685,2.2532,8299654,137600016.0,6221502139.8,6143960806.32,None
2016-08-16,'600135,¿÷ø≠Ω∫∆¨,16.52,16.9,16.49,16.6,16.53,-0.01,-0.0605,2.7273,10045922,166794163.0,6161823462.2,6085025930.48,None
2016-08-15,'600135,¿÷ø≠Ω∫∆¨,16.53,16.74,15.8,16.3,16.21,0.32,1.9741,4.2731,15739653,257953423.0,6165553379.55,6088709360.22,None
2016-08-12,'600135,¿÷ø≠Ω∫∆¨,16.21,16.37,16.0,16.12,16.12,0.09,0.5583,2.2086,8135163,131643312.0,6046196024.35,5970839608.54,None
2016-08-11,'600135,¿÷ø≠Ω∫∆¨,16.12,16.4,15.92,16.27,16.41,-0.29,-1.7672,2.5196,9280948,149743497.0,6012626768.2,5937688740.88,None
2016-08-10,'600135,¿÷ø≠Ω∫∆¨,16.41,16.69,16.09,16.1,16.13,0.28,1.7359,4.6407,17093758,280718403.0,6120794371.35,6044508203.34,None
2016-08-09,'600135,¿÷ø≠Ω∫∆¨,16.13,16.44,15.88,15.97,15.96,0.17,1.0652,2.6032,9588864,154622161.0,6016356685.55,5941372170.62,None
2016-08-08,'600135,¿÷ø≠Ω∫∆¨,15.96,15.98,15.56,15.66,15.65,0.31,1.9808,1.668,6143894,97424610.0,5952948090.6,5878753865.04,None
2016-08-05,'600135,¿÷ø≠Ω∫∆¨,15.65,16.05,15.63,15.93,15.92,-0.27,-1.696,2.1184,7803086,123964403.0,5837320652.75,5764567543.1,None
2016-08-04,'600135,¿÷ø≠Ω∫∆¨,15.92,16.07,15.79,15.8,15.92,0.0,0.0,1.8791,6921667,110289617.0,5938028421.2,5864020146.08,None
2016-08-03,'600135,¿÷ø≠Ω∫∆¨,15.92,16.2,15.68,15.8,15.8,0.12,0.7595,2.8006,10315991,164397337.0,5938028421.2,5864020146.08,None
2016-08-02,'600135,¿÷ø≠Ω∫∆¨,15.8,15.89,15.5,15.54,15.47,0.33,2.1332,2.2356,8234600,129333886.0,5893269413.0,5819818989.2,None
2016-08-01,'600135,¿÷ø≠Ω∫∆¨,15.47,16.07,15.27,16.07,16.11,-0.64,-3.9727,3.1891,11746707,182177859.0,5770182140.45,5698265807.78,None
2016-07-29,'600135,¿÷ø≠Ω∫∆¨,16.11,16.5,16.07,16.36,16.42,-0.31,-1.8879,2.5158,9266673,150715950.0,6008896850.85,5934005311.14,None
2016-07-28,'600135,¿÷ø≠Ω∫∆¨,16.42,16.96,15.81,16.5,16.47,-0.05,-0.3036,4.8556,17885105,292867706.0,6124524288.7,6048191633.08,None
