日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2016-10-12,'600358,国旅联合,10.5,10.64,10.39,10.46,10.47,0.03,0.2865,2.2678,9796967,103046529.0,5301834930.0,4536000000.0,None
2016-10-11,'600358,国旅联合,10.47,10.55,10.37,10.43,10.41,0.06,0.5764,2.6603,11492481,120168460.0,5286686830.2,4523040000.0,None
2016-10-10,'600358,国旅联合,10.41,10.42,10.17,10.27,10.19,0.22,2.159,2.5247,10906500,112462391.0,5256390630.6,4497120000.0,None
2016-09-30,'600358,国旅联合,10.19,10.23,10.11,10.18,10.16,0.03,0.2953,1.6102,6955997,70739566.0,5145304565.4,4402080000.0,None
2016-09-29,'600358,国旅联合,10.16,10.26,10.13,10.19,10.12,0.04,0.3953,1.9324,8347997,85086146.0,5130156465.6,4389120000.0,None
2016-09-28,'600358,国旅联合,10.12,10.32,10.07,10.29,10.35,-0.23,-2.2222,2.7618,11930830,121273004.0,5109958999.2,4371840000.0,None
2016-09-27,'600358,国旅联合,10.35,10.52,10.07,10.52,10.53,-0.18,-1.7094,4.5798,19784909,203479431.0,5226094431.0,4471200000.0,None
2016-09-26,'600358,国旅联合,10.53,11.2,10.47,11.2,11.22,-0.69,-6.1497,4.7852,20672110,223935279.0,5316983029.8,4548960000.0,None
2016-09-23,'600358,国旅联合,11.22,11.25,11.09,11.18,11.16,0.06,0.5376,3.2922,14222319,158759273.0,5665389325.2,4847040000.0,None
2016-09-22,'600358,国旅联合,11.16,11.3,11.1,11.22,11.14,0.02,0.1795,3.5257,15231151,170401524.0,5635093125.6,4821120000.0,None
2016-09-21,'600358,国旅联合,11.14,11.35,11.08,11.17,11.23,-0.09,-0.8014,3.5794,15463036,172843487.0,5624994392.4,4812480000.0,None
2016-09-20,'600358,国旅联合,11.23,11.57,11.2,11.37,11.38,-0.15,-1.3181,4.7234,20405061,231630999.0,5670438691.8,4851360000.0,None
2016-09-19,'600358,国旅联合,11.38,11.42,11.06,11.16,11.16,0.22,1.9713,4.516,19509304,219583027.0,5746179190.8,4916160000.0,None
2016-09-14,'600358,国旅联合,11.16,11.47,11.15,11.42,11.58,-0.42,-3.6269,5.7586,24877182,280998052.0,5635093125.6,4821120000.0,None
2016-09-13,'600358,国旅联合,11.58,11.66,11.19,11.3,11.39,0.19,1.6681,8.7217,37677653,429770573.0,5847166522.8,5002560000.0,None
2016-09-12,'600358,国旅联合,11.39,11.47,10.79,10.85,11.03,0.36,3.2638,11.031,47654010,536491934.0,5751228557.4,4920480000.0,None
2016-09-09,'600358,国旅联合,11.03,11.05,10.64,10.72,10.73,0.3,2.7959,6.3666,27503591,299518250.0,5569451359.8,4764960000.0,None
2016-09-08,'600358,国旅联合,10.73,10.75,10.63,10.69,10.69,0.04,0.3742,2.315,10000926,106862391.0,5417970361.8,4635360000.0,None
2016-09-07,'600358,国旅联合,10.69,10.76,10.55,10.62,10.63,0.06,0.5644,3.1359,13547121,144393372.0,5397772895.4,4618080000.0,None
