ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ,³É½»±ÊÊý
2016-10-12,'300123,Ì«ÑôÄñ,0.0,0.0,0.0,0.0,15.08,None,None,0.0,0,0.0,4550019182.8,4300308075.44,0
2016-10-11,'300123,Ì«ÑôÄñ,0.0,0.0,0.0,0.0,15.08,None,None,0.0,0,0.0,4550019182.8,4300308075.44,0
2016-10-10,'300123,Ì«ÑôÄñ,0.0,0.0,0.0,0.0,15.08,None,None,0.0,0,0.0,4550019182.8,4300308075.44,0
2016-09-30,'300123,Ì«ÑôÄñ,0.0,0.0,0.0,0.0,15.08,None,None,0.0,0,0.0,4550019182.8,4300308075.44,0
2016-09-29,'300123,Ì«ÑôÄñ,0.0,0.0,0.0,0.0,15.08,None,None,0.0,0,0.0,4550019182.8,4300308075.44,0
2016-09-28,'300123,Ì«ÑôÄñ,0.0,0.0,0.0,0.0,15.08,None,None,0.0,0,0.0,4550019182.8,4300308075.44,0
2016-09-27,'300123,Ì«ÑôÄñ,15.08,15.15,14.78,14.81,14.9,0.18,1.2081,0.9055,2582073,38724935.56,4550019182.8,4300308075.44,1924
2016-09-26,'300123,Ì«ÑôÄñ,14.9,15.95,14.87,15.6,15.72,-0.82,-5.2163,2.636,7516914,115151159.0,4495708609.0,4248978138.2,4562
2016-09-23,'300123,Ì«ÑôÄñ,15.72,16.15,15.71,16.0,16.05,-0.33,-2.0561,0.9939,2834232,44940307.55,4743123445.2,4482814518.96,2068
2016-09-22,'300123,Ì«ÑôÄñ,16.05,16.13,15.87,16.12,15.95,0.1,0.627,0.863,2460875,39402008.25,4842692830.5,4576919403.9,2018
2016-09-21,'300123,Ì«ÑôÄñ,15.95,16.07,15.71,15.73,15.9,0.05,0.3145,1.3313,3796541,60412241.18,4812520289.5,4548402772.1,2787
2016-09-20,'300123,Ì«ÑôÄñ,15.9,16.55,15.85,16.55,16.4,-0.5,-3.0488,2.3874,6808004,109648579.51,4797434019.0,4534144456.2,4574
2016-09-19,'300123,Ì«ÑôÄñ,16.4,16.48,16.12,16.12,16.18,0.22,1.3597,1.7448,4975579,81163880.7,4948296724.0,4676727615.2,4026
2016-09-14,'300123,Ì«ÑôÄñ,16.18,16.56,15.8,15.88,16.05,0.13,0.81,3.042,8674716,140658908.97,4881917133.8,4613991025.24,5908
2016-09-13,'300123,Ì«ÑôÄñ,16.05,16.08,15.56,15.85,15.56,0.49,3.1491,2.5664,7318528,116233873.9,4842692830.5,4576919403.9,4936
2016-09-12,'300123,Ì«ÑôÄñ,15.56,16.68,15.21,15.38,15.77,-0.21,-1.3316,3.4085,9719791,155451645.92,4694847379.6,4437187908.08,7226
2016-09-09,'300123,Ì«ÑôÄñ,15.77,15.9,15.2,15.28,15.36,0.41,2.6693,2.1754,6203381,96659743.38,4758209715.7,4497072834.86,4625
2016-09-08,'300123,Ì«ÑôÄñ,15.36,15.45,15.15,15.19,15.19,0.17,1.1192,1.0826,3087107,47353789.44,4634502297.6,4380154644.48,2303
2016-09-07,'300123,Ì«ÑôÄñ,15.19,15.56,15.15,15.56,15.42,-0.23,-1.4916,1.7174,4897489,75127141.91,4583208977.9,4331676370.42,3128
2016-09-06,'300123,Ì«ÑôÄñ,15.42,15.5,15.03,15.16,15.16,0.26,1.715,1.6049,4576601,70229443.49,4652605822.2,4397264623.56,3057
2016-09-05,'300123,Ì«ÑôÄñ,15.16,15.59,15.11,15.12,15.1,0.06,0.3974,1.5365,4381664,67315266.88,4574157215.6,4323121380.88,3070
2016-09-02,'300123,Ì«ÑôÄñ,15.1,15.27,14.86,14.9,14.9,0.2,1.3423,1.7514,4994368,75432211.86,4556053691.0,4306011401.8,3174
2016-09-01,'300123,Ì«ÑôÄñ,14.9,15.12,14.85,14.97,14.97,-0.07,-0.4676,1.3518,3854867,57853032.67,4495708609.0,4248978138.2,2444
