»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ,≥…Ωª±  ˝
2016-10-12,'300043,–«ª‘”È¿÷,12.04,12.09,11.99,12.0,12.08,-0.04,-0.3311,0.317,3503449,42176980.54,14980148748.0,13306508597.8,3226
2016-10-11,'300043,–«ª‘”È¿÷,12.08,12.12,11.97,12.01,12.1,-0.02,-0.1653,0.4977,5500344,66266339.04,15029916684.1,13350716267.5,4178
2016-10-10,'300043,–«ª‘”È¿÷,12.1,12.15,11.69,11.77,11.67,0.43,3.6847,0.7492,8280309,99075499.19,15054800652.1,13372820102.4,7287
2016-09-30,'300043,–«ª‘”È¿÷,11.67,11.7,11.56,11.59,11.61,0.06,0.5168,0.338,3735982,43499398.34,14519795339.7,12897587652.5,3115
2016-09-29,'300043,–«ª‘”È¿÷,11.61,11.72,11.6,11.64,11.6,0.01,0.0862,0.3348,3700280,43154469.47,14445143435.6,12831276147.8,3282
2016-09-28,'300043,–«ª‘”È¿÷,11.6,11.78,11.55,11.73,11.73,-0.13,-1.1083,0.3874,4281776,49957861.72,14432701451.6,12820224230.4,4063
2016-09-27,'300043,–«ª‘”È¿÷,11.73,11.74,11.44,11.59,11.68,0.05,0.4281,0.5751,6355699,73748713.19,14594447243.7,12963899157.1,6347
2016-09-26,'300043,–«ª‘”È¿÷,11.68,12.09,11.6,12.09,12.12,-0.44,-3.6304,0.7403,8182256,96819436.58,14532237323.7,12908639569.9,7024
2016-09-23,'300043,–«ª‘”È¿÷,12.12,12.21,12.08,12.16,12.15,-0.03,-0.2469,0.4194,4635346,56302943.67,15079684620.1,13394923937.3,3358
2016-09-22,'300043,–«ª‘”È¿÷,12.15,12.32,12.1,12.22,12.16,-0.01,-0.0822,0.5485,6061661,74150107.06,15117010572.1,13428079689.6,4979
2016-09-21,'300043,–«ª‘”È¿÷,12.16,12.24,12.15,12.21,12.19,-0.03,-0.2461,0.2961,3271980,39870869.64,15129452556.2,13439131607.0,2749
2016-09-20,'300043,–«ª‘”È¿÷,12.19,12.26,12.11,12.26,12.24,-0.05,-0.4085,0.3699,4087660,49756436.97,15166778508.2,13472287359.4,3770
2016-09-19,'300043,–«ª‘”È¿÷,12.24,12.29,12.08,12.08,12.07,0.17,1.4085,0.4456,4924892,60095812.77,15228988428.2,13527546946.6,4341
2016-09-14,'300043,–«ª‘”È¿÷,12.07,12.31,12.02,12.31,12.32,-0.25,-2.0292,0.6878,7601154,92498468.89,15017474700.1,13339664350.1,6564
2016-09-13,'300043,–«ª‘”È¿÷,12.32,12.48,12.21,12.47,12.3,0.02,0.1626,0.4936,5455698,67208556.91,15328524300.3,13615962286.1,4849
2016-09-12,'300043,–«ª‘”È¿÷,12.3,12.7,12.3,12.7,12.83,-0.53,-4.1309,0.8713,9629903,120429648.39,15303640332.3,13593858451.2,8705
2016-09-09,'300043,–«ª‘”È¿÷,12.83,12.97,12.82,12.86,12.84,-0.01,-0.0779,0.6306,6968989,89934476.38,15963065484.8,14179610075.5,6406
2016-09-08,'300043,–«ª‘”È¿÷,12.84,12.97,12.8,12.92,12.91,-0.07,-0.5422,0.6447,7125153,91535054.56,15975507468.8,14190661993.0,6027
2016-09-07,'300043,–«ª‘”È¿÷,12.91,13.14,12.91,12.95,13.02,-0.11,-0.8449,0.7893,8723770,113655956.21,16062601356.9,14268025415.0,6382
2016-09-06,'300043,–«ª‘”È¿÷,13.02,13.07,12.7,12.94,12.87,0.15,1.1655,0.8438,9325702,120093221.3,16199463181.0,14389596506.9,7556
2016-09-05,'300043,–«ª‘”È¿÷,12.87,13.04,12.8,12.94,12.95,-0.08,-0.6178,0.4699,5192944,67091580.59,16012833420.9,14223817745.3,4544
2016-09-02,'300043,–«ª‘”È¿÷,12.95,13.07,12.84,12.99,13.01,-0.06,-0.4612,0.5825,6437334,83365311.48,16112369293.0,14312233084.8,5292
2016-09-01,'300043,–«ª‘”È¿÷,13.01,13.3,13.0,13.3,13.27,-0.26,-1.9593,0.8645,9554582,125266199.99,16187021197.0,14378544589.4,7768
2016-08-31,'300043,–«ª‘”È¿÷,13.27,13.35,13.15,13.17,13.06,0.21,1.608,1.2763,14105868,187278820.76,16510512781.3,14665894442.9,10204
2016-08-30,'300043,–«ª‘”È¿÷,13.06,13.26,13.02,13.16,13.19,-0.13,-0.9856,0.6846,7566237,99228817.91,16249231117.1,14433804176.6,6059
2016-08-29,'300043,–«ª‘”È¿÷,13.19,13.44,13.1,13.12,13.0,0.19,1.4615,1.0449,11547630,153002295.56,16410976909.2,14577479103.4,9591
