»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ,≥…Ωª±  ˝
2016-10-12,'002253,¥®¥Û÷« §,31.39,31.63,31.21,31.63,31.69,-0.3,-0.9467,1.1273,2354533,73846983.84,7082403122.05,6556379076.0,4190
2016-10-11,'002253,¥®¥Û÷« §,31.69,31.94,31.6,31.94,31.86,-0.17,-0.5336,1.3475,2814525,89281469.05,7150090950.55,6619039596.0,5290
2016-10-10,'002253,¥®¥Û÷« §,31.86,31.98,31.25,31.25,31.15,0.71,2.2793,1.8626,3890331,123277612.08,7188447386.7,6654547224.0,6189
2016-09-30,'002253,¥®¥Û÷« §,31.15,31.2,30.92,31.08,31.04,0.11,0.3544,0.6681,1395536,43381049.76,7028252859.25,6506250660.0,2477
2016-09-29,'002253,¥®¥Û÷« §,31.04,31.31,30.9,31.24,31.07,-0.03,-0.0966,0.8269,1727171,53617346.88,7003433988.8,6483275136.0,3137
2016-09-28,'002253,¥®¥Û÷« §,31.07,31.39,30.85,31.17,30.98,0.09,0.2905,1.4098,2944620,91747573.87,7010202771.65,6489541188.0,4391
2016-09-27,'002253,¥®¥Û÷« §,30.98,30.98,29.9,30.02,30.04,0.94,3.1292,1.4751,3080985,93777612.93,6989896423.1,6470743032.0,4932
2016-09-26,'002253,¥®¥Û÷« §,30.04,31.15,29.99,30.8,30.81,-0.77,-2.4992,1.4191,2964033,90811745.18,6777807893.8,6274406736.0,5085
2016-09-23,'002253,¥®¥Û÷« §,30.81,31.38,30.8,31.2,31.2,-0.39,-1.25,0.9075,1895420,58742875.62,6951539986.95,6435235404.0,3521
2016-09-22,'002253,¥®¥Û÷« §,31.2,31.6,31.18,31.55,31.18,0.02,0.0641,1.0923,2281570,71567637.04,7039534164.0,6516694080.0,3742
2016-09-21,'002253,¥®¥Û÷« §,31.18,31.34,31.0,31.18,31.11,0.07,0.225,0.8459,1766792,55073676.34,7035021642.1,6512516712.0,2681
2016-09-20,'002253,¥®¥Û÷« §,31.11,31.32,30.8,31.23,31.2,-0.09,-0.2885,0.7968,1664331,51639237.02,7019227815.45,6497895924.0,3117
2016-09-19,'002253,¥®¥Û÷« §,31.2,31.47,31.1,31.15,31.15,0.05,0.1605,1.0961,2289393,71513775.46,7039534164.0,6516694080.0,3805
2016-09-14,'002253,¥®¥Û÷« §,31.15,31.46,30.5,30.75,30.89,0.26,0.8417,1.3156,2747976,85301984.97,7028252859.25,6506250660.0,4937
2016-09-13,'002253,¥®¥Û÷« §,30.89,31.24,30.63,31.15,30.88,0.01,0.0324,1.207,2521058,77878081.25,6969590074.55,6451944876.0,4561
2016-09-12,'002253,¥®¥Û÷« §,30.88,31.69,30.88,31.43,32.01,-1.13,-3.5301,1.8851,3937423,123074785.25,6967333813.6,6449856192.0,7470
2016-09-09,'002253,¥®¥Û÷« §,32.01,32.55,31.93,32.55,32.62,-0.61,-1.87,1.535,3206195,103211219.34,7222291300.95,6685877484.0,6451
2016-09-08,'002253,¥®¥Û÷« §,32.62,33.1,32.34,32.86,32.89,-0.27,-0.8209,1.3867,2896406,94704692.39,7359923218.9,6813287208.0,5176
2016-09-07,'002253,¥®¥Û÷« §,32.89,33.17,32.55,32.68,32.7,0.19,0.581,2.4954,5212032,171288642.08,7420842264.55,6869681676.0,7815
2016-09-06,'002253,¥®¥Û÷« §,32.7,32.74,31.31,32.6,32.61,0.09,0.276,2.7907,5828981,187382886.45,7377973306.5,6829996680.0,11165
2016-09-05,'002253,¥®¥Û÷« §,32.61,33.09,32.51,32.93,33.06,-0.45,-1.3612,1.654,3454584,113288248.68,7357666957.95,6811198524.0,6200
2016-09-02,'002253,¥®¥Û÷« §,33.06,33.62,32.9,33.39,33.44,-0.38,-1.1364,1.6127,3368366,111727974.51,7459198700.7,6905189304.0,5849
2016-09-01,'002253,¥®¥Û÷« §,33.44,33.82,33.36,33.64,33.64,-0.2,-0.5945,1.0456,2183957,73244815.81,7544936616.8,6984559296.0,3878
2016-08-31,'002253,¥®¥Û÷« §,33.64,33.86,33.12,33.75,33.72,-0.08,-0.2372,1.2183,2544702,85290435.9,7590061835.8,7026332976.0,4475
2016-08-30,'002253,¥®¥Û÷« §,33.72,33.98,33.53,33.53,33.52,0.2,0.5967,1.2454,2601311,87909972.97,7608111923.4,7043042448.0,4672
2016-08-29,'002253,¥®¥Û÷« §,33.52,33.86,33.35,33.35,33.66,-0.14,-0.4159,1.1132,2325115,78000311.6,7562986704.4,7001268768.0,4111
2016-08-26,'002253,¥®¥Û÷« §,33.66,34.22,33.52,33.88,33.55,0.11,0.3279,1.4718,3074098,104086631.79,7594574357.7,7030510344.0,5453
2016-08-25,'002253,¥®¥Û÷« §,33.55,34.11,33.21,34.1,34.3,-0.75,-2.1866,1.9444,4061306,136071028.14,7569755487.25,7007534820.0,7571
2016-08-24,'002253,¥®¥Û÷« §,34.3,34.66,33.9,33.93,33.78,0.52,1.5394,2.4199,5054485,173713297.5,7738975058.5,7164186120.0,8706
2016-08-23,'002253,¥®¥Û÷« §,33.78,34.07,33.45,33.65,33.87,-0.09,-0.2657,1.1391,2379152,80436937.1,7621649489.1,7055574552.0,4546
2016-08-22,'002253,¥®¥Û÷« §,33.87,34.7,33.85,34.66,34.44,-0.57,-1.6551,1.702,3554970,121045875.07,7641955837.65,7074372708.0,6531
2016-08-19,'002253,¥®¥Û÷« §,34.44,34.52,34.02,34.51,34.55,-0.11,-0.3184,1.7672,3691057,126372430.38,7770562711.8,7193427696.0,6657
2016-08-18,'002253,¥®¥Û÷« §,34.55,35.28,34.42,34.7,34.4,0.15,0.436,3.0065,6279558,218621763.85,7795381582.25,7216403220.0,10980
2016-08-17,'002253,¥®¥Û÷« §,34.4,34.88,33.8,34.15,34.14,0.26,0.7616,2.8931,6042798,207518734.54,7761537668.0,7185072960.0,10681
2016-08-16,'002253,¥®¥Û÷« §,34.14,34.47,34.0,34.12,34.09,0.05,0.1467,2.5722,5372416,183721738.35,7702874883.3,7130767176.0,8554
2016-08-15,'002253,¥®¥Û÷« §,34.09,34.25,32.98,33.22,33.17,0.92,2.7736,3.09,6453930,218700765.69,7691593578.55,7120323756.0,11733
2016-08-12,'002253,¥®¥Û÷« §,33.17,33.2,32.81,32.88,33.0,0.17,0.5152,1.275,2662998,87911021.48,7484017571.15,6928164828.0,5077
2016-08-11,'002253,¥®¥Û÷« §,33.0,33.97,33.0,33.5,33.76,-0.76,-2.2512,1.7849,3728036,124060204.36,7445661135.0,6892657200.0,7237
2016-08-10,'002253,¥®¥Û÷« §,33.76,34.42,33.66,34.08,34.09,-0.33,-0.968,2.381,4973123,168984092.35,7617136967.2,7051397184.0,8929
2016-08-09,'002253,¥®¥Û÷« §,34.09,34.22,33.28,33.39,33.29,0.8,2.4031,2.6124,5456574,183786172.15,7691593578.55,7120323756.0,9125
2016-08-08,'002253,¥®¥Û÷« §,33.29,33.29,32.4,32.87,32.87,0.42,1.2778,1.7711,3699285,121751967.04,7511092702.55,6953229036.0,6813
2016-08-05,'002253,¥®¥Û÷« §,32.87,33.49,32.81,33.36,33.41,-0.54,-1.6163,1.898,3964347,130780143.08,7416329742.65,6865504308.0,7699
2016-08-04,'002253,¥®¥Û÷« §,33.41,33.56,32.9,32.99,32.88,0.53,1.6119,1.9201,4010550,133596925.51,7538167833.95,6978293244.0,7668
2016-08-03,'002253,¥®¥Û÷« §,32.88,33.39,32.8,33.39,33.28,-0.4,-1.2019,1.9335,4038490,133468916.65,7418586003.6,6867592992.0,7597
2016-08-02,'002253,¥®¥Û÷« §,33.28,33.45,33.0,33.01,32.97,0.31,0.9402,1.4537,3036228,100899043.21,7508836441.6,6951140352.0,5816
2016-08-01,'002253,¥®¥Û÷« §,32.97,33.49,32.1,33.49,33.89,-0.92,-2.7147,3.1332,6544359,213391190.62,7438892352.15,6886391148.0,11293
2016-07-29,'002253,¥®¥Û÷« §,33.89,34.69,33.6,34.5,34.3,-0.41,-1.1953,2.3683,4946680,168726673.06,7646468359.55,7078550076.0,8593
2016-07-28,'002253,¥®¥Û÷« §,34.3,35.68,33.07,35.33,35.34,-1.04,-2.9428,4.3979,9185816,315960245.6,7738975058.5,7164186120.0,16115
2016-07-27,'002253,¥®¥Û÷« §,35.34,38.8,34.9,38.7,38.69,-3.35,-8.6586,7.7515,16190343,594748217.55,7973626197.3,7381409256.0,27503
2016-07-26,'002253,¥®¥Û÷« §,38.69,38.77,38.28,38.5,38.5,0.19,0.4935,2.7998,5847843,225301333.45,8729473615.55,8081118396.0,9656
2016-07-25,'002253,¥®¥Û÷« §,38.5,38.94,38.1,38.5,39.25,-0.75,-1.9108,3.9067,8159794,313986467.31,8686604657.5,8041433400.0,14479
2016-07-22,'002253,¥®¥Û÷« §,39.25,40.37,38.66,38.88,38.24,1.01,2.6412,7.609,15892816,628188215.99,8855824228.75,8198084700.0,28403
2016-07-21,'002253,¥®¥Û÷« §,38.24,38.87,38.11,38.66,38.66,-0.42,-1.0864,3.7295,7789805,299670828.82,8627941872.8,7987127616.0,12920
2016-07-20,'002253,¥®¥Û÷« §,38.66,39.7,38.6,39.7,39.46,-0.8,-2.0274,4.0048,8364820,325999511.71,8722704832.7,8074852344.0,14484
2016-07-19,'002253,¥®¥Û÷« §,39.46,39.77,38.55,39.22,39.22,0.24,0.6119,5.2733,11014263,431741726.63,8903205708.7,8241947064.0,18624
2016-07-18,'002253,¥®¥Û÷« §,39.22,39.35,38.0,38.19,38.29,0.93,2.4288,5.4829,11452093,445857773.62,8849055445.9,8191818648.0,20514
2016-07-15,'002253,¥®¥Û÷« §,38.29,39.24,38.0,39.01,39.43,-1.14,-2.8912,5.5731,11640472,448679111.06,8639223177.55,7997571036.0,20971
2016-07-14,'002253,¥®¥Û÷« §,39.43,40.33,38.88,39.04,39.41,0.02,0.0507,8.2522,17236199,680840142.55,8896436925.85,8235681012.0,28492
