»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ,≥…Ωª±  ˝
2016-10-12,'002629,» ÷«”Õ∑˛,0.0,0.0,0.0,0.0,13.11,None,None,0.0,0,0.0,5400638280.0,4609998826.8,0
2016-10-11,'002629,» ÷«”Õ∑˛,0.0,0.0,0.0,0.0,13.11,None,None,0.0,0,0.0,5400638280.0,4609998826.8,0
2016-10-10,'002629,» ÷«”Õ∑˛,0.0,0.0,0.0,0.0,13.11,None,None,0.0,0,0.0,5400638280.0,4609998826.8,0
2016-09-30,'002629,» ÷«”Õ∑˛,13.11,13.38,12.99,13.2,13.2,-0.09,-0.6818,6.1728,21706083,285805365.85,5400638280.0,4609998826.8,12849
2016-09-29,'002629,» ÷«”Õ∑˛,13.2,13.28,12.76,12.86,12.71,0.49,3.8552,7.6205,26796788,350750869.61,5437713600.0,4641646416.0,15834
2016-09-28,'002629,» ÷«”Õ∑˛,12.71,12.83,12.49,12.71,12.84,-0.13,-1.0125,3.3136,11651779,147336627.61,5235859080.0,4469342874.8,7288
2016-09-27,'002629,» ÷«”Õ∑˛,12.84,13.0,12.52,12.62,12.7,0.14,1.1024,5.3105,18673747,238057505.43,5289412320.0,4515056059.2,10306
2016-09-26,'002629,» ÷«”Õ∑˛,12.7,13.1,12.36,12.46,12.53,0.17,1.3567,7.4154,26075333,334318324.67,5231739600.0,4465826476.0,14392
2016-09-23,'002629,» ÷«”Õ∑˛,12.53,13.05,12.16,12.29,12.29,0.24,1.9528,4.8322,16991881,213498479.72,5161708440.0,4406047696.4,9868
2016-09-22,'002629,» ÷«”Õ∑˛,12.29,12.5,12.03,12.15,12.1,0.19,1.5702,2.9559,10393984,127337380.99,5062840920.0,4321654125.2,6186
2016-09-21,'002629,» ÷«”Õ∑˛,12.1,12.34,12.06,12.07,12.08,0.02,0.1656,1.9693,6924842,84393119.58,4984570800.0,4254842548.0,3904
2016-09-20,'002629,» ÷«”Õ∑˛,12.08,12.2,12.03,12.17,12.2,-0.12,-0.9836,1.5931,5601943,67730514.92,4976331840.0,4247809750.4,3214
2016-09-19,'002629,» ÷«”Õ∑˛,12.2,12.28,11.92,12.19,12.2,0.0,0.0,2.5612,9006336,108804632.64,5025765600.0,4290006536.0,5014
2016-09-14,'002629,» ÷«”Õ∑˛,12.2,12.39,11.88,12.39,12.39,-0.19,-1.5335,3.9197,13783283,167892131.03,5025765600.0,4290006536.0,7977
2016-09-13,'002629,» ÷«”Õ∑˛,12.39,12.54,11.58,11.6,11.52,0.87,7.5521,5.7144,20094191,243900160.09,5104035720.0,4356818113.2,11710
2016-09-12,'002629,» ÷«”Õ∑˛,11.52,11.92,11.45,11.76,12.24,-0.72,-5.8824,4.0223,14144007,165350923.76,4745640960.0,4050891417.6,8352
2016-09-09,'002629,» ÷«”Õ∑˛,12.24,12.47,11.97,12.13,12.14,0.1,0.8237,6.2198,21871368,268284420.68,5042243520.0,4304072131.2,10680
2016-09-08,'002629,» ÷«”Õ∑˛,12.14,12.3,11.64,11.77,11.7,0.44,3.7607,5.1858,18235512,218480806.42,5001048720.0,4268908143.2,9161
2016-09-07,'002629,» ÷«”Õ∑˛,11.7,11.82,11.62,11.62,11.62,0.08,0.6885,1.9052,6699610,78508601.97,4819791600.0,4114186596.0,3337
2016-09-06,'002629,» ÷«”Õ∑˛,11.62,11.64,11.44,11.5,11.54,0.08,0.6932,1.2287,4320554,49879439.97,4786835760.0,4086055405.6,2735
2016-09-05,'002629,» ÷«”Õ∑˛,11.54,11.58,11.48,11.58,11.5,0.04,0.3478,0.9507,3343166,38535357.68,4753879920.0,4057924215.2,2126
2016-09-02,'002629,» ÷«”Õ∑˛,11.5,11.72,11.45,11.49,11.49,0.01,0.087,1.3905,4889482,56634916.64,4737402000.0,4043858620.0,2931
2016-09-01,'002629,» ÷«”Õ∑˛,11.49,11.61,11.47,11.52,11.58,-0.09,-0.7772,1.3255,4660873,53641992.35,4733282520.0,4040342221.2,2484
2016-08-31,'002629,» ÷«”Õ∑˛,11.58,11.76,11.46,11.63,11.6,-0.02,-0.1724,1.8038,6342825,73445072.37,4770357840.0,4071989810.4,3417
2016-08-30,'002629,» ÷«”Õ∑˛,11.6,11.71,11.46,11.5,11.51,0.09,0.7819,1.6283,5725885,66549499.38,4778596800.0,4079022608.0,3000
2016-08-29,'002629,» ÷«”Õ∑˛,11.51,11.7,11.45,11.64,11.63,-0.12,-1.0318,1.7653,6207355,71782848.63,4741521480.0,4047375018.8,3170
2016-08-26,'002629,» ÷«”Õ∑˛,11.63,11.85,11.6,11.79,11.7,-0.07,-0.5983,1.6679,5864833,68586951.86,4790955240.0,4089571804.4,3583
2016-08-25,'002629,» ÷«”Õ∑˛,11.7,11.76,11.33,11.4,11.6,0.1,0.8621,2.5553,8985456,103304765.58,4819791600.0,4114186596.0,4258
2016-08-24,'002629,» ÷«”Õ∑˛,11.6,11.8,11.49,11.8,11.8,-0.2,-1.6949,2.1953,7719388,89995798.8,4778596800.0,4079022608.0,4456
2016-08-23,'002629,» ÷«”Õ∑˛,11.8,11.94,11.0,11.8,11.9,-0.1,-0.8403,2.6056,9162503,107379413.53,4860986400.0,4149350584.0,5277
2016-08-22,'002629,» ÷«”Õ∑˛,11.9,12.35,11.89,12.3,12.43,-0.53,-4.2639,2.6219,9219651,111354224.77,4902181200.0,4184514572.0,6164
2016-08-19,'002629,» ÷«”Õ∑˛,12.43,12.59,12.1,12.16,12.15,0.28,2.3045,3.7907,13329453,165361455.66,5120513640.0,4370883708.4,8074
2016-08-18,'002629,» ÷«”Õ∑˛,12.15,12.22,11.95,11.99,12.06,0.09,0.7463,2.4002,8439951,102125602.25,5005168200.0,4272424542.0,4537
2016-08-17,'002629,» ÷«”Õ∑˛,12.06,12.2,11.86,12.09,12.09,-0.03,-0.2481,2.2438,7890024,94655430.78,4968092880.0,4240776952.8,4555
2016-08-16,'002629,» ÷«”Õ∑˛,12.09,12.17,11.92,11.92,11.94,0.15,1.2563,2.2909,8055886,96948086.71,4980451320.0,4251326149.2,4656
2016-08-15,'002629,» ÷«”Õ∑˛,11.94,12.05,11.7,11.81,11.82,0.12,1.0152,1.954,8049283,95586685.49,4918659120.0,4918659120.0,4474
2016-08-12,'002629,» ÷«”Õ∑˛,11.82,11.91,11.7,11.71,11.84,-0.02,-0.1689,1.1795,4859045,57260156.3,4869225360.0,4869225360.0,2745
2016-08-11,'002629,» ÷«”Õ∑˛,11.84,12.15,11.78,11.79,11.87,-0.03,-0.2527,1.6803,6921950,82440771.81,4877464320.0,4877464320.0,4007
2016-08-10,'002629,» ÷«”Õ∑˛,11.87,12.09,11.85,12.09,11.99,-0.12,-1.0008,1.1395,4693950,55929192.6,4889822760.0,4889822760.0,3197
2016-08-09,'002629,» ÷«”Õ∑˛,11.99,12.16,11.86,11.86,11.77,0.22,1.8692,1.6538,6812950,82041012.27,4939256520.0,4939256520.0,4702
2016-08-08,'002629,» ÷«”Õ∑˛,11.77,11.82,11.35,11.81,11.82,-0.05,-0.423,1.1727,4830931,56189953.0,4848627960.0,4848627960.0,3189
2016-08-05,'002629,» ÷«”Õ∑˛,11.82,11.87,11.57,11.7,11.8,0.02,0.1695,1.6772,6909300,80975713.0,4869225360.0,4869225360.0,4446
2016-08-04,'002629,» ÷«”Õ∑˛,11.8,12.0,11.61,11.61,11.64,0.16,1.3746,1.727,7114389,84386074.06,4860986400.0,4860986400.0,4769
2016-08-03,'002629,» ÷«”Õ∑˛,11.64,11.77,11.58,11.69,11.69,-0.05,-0.4277,1.0346,4261837,49650165.69,4795074720.0,4795074720.0,2782
2016-08-02,'002629,» ÷«”Õ∑˛,11.69,11.69,11.45,11.45,11.5,0.19,1.6522,1.1252,4635151,53824129.12,4815672120.0,4815672120.0,2930
2016-08-01,'002629,» ÷«”Õ∑˛,11.5,11.88,11.39,11.51,11.63,-0.13,-1.1178,2.2513,9274375,107535618.42,4737402000.0,4737402000.0,5072
2016-07-29,'002629,» ÷«”Õ∑˛,11.63,11.79,11.41,11.79,11.7,-0.07,-0.5983,1.9249,7929523,91954588.32,4790955240.0,4790955240.0,4601
2016-07-28,'002629,» ÷«”Õ∑˛,11.7,12.36,11.36,12.16,12.17,-0.47,-3.862,3.9779,16386940,194446320.83,4819791600.0,4819791600.0,8726
2016-07-27,'002629,» ÷«”Õ∑˛,12.17,13.36,12.0,13.28,13.28,-1.11,-8.3584,4.1983,17294960,217416037.2,5013407160.0,5013407160.0,10529
2016-07-26,'002629,» ÷«”Õ∑˛,13.28,13.57,13.1,13.35,13.4,-0.12,-0.8955,2.2919,9441462,125749279.59,5470669440.0,5470669440.0,6380
2016-07-25,'002629,» ÷«”Õ∑˛,13.4,13.67,12.55,12.75,12.9,0.5,3.876,3.9872,16425131,216653909.27,5520103200.0,5520103200.0,10595
2016-07-22,'002629,» ÷«”Õ∑˛,12.9,13.05,12.59,12.81,12.78,0.12,0.939,3.4309,14133426,181124714.65,5314129200.0,5314129200.0,8304
2016-07-21,'002629,» ÷«”Õ∑˛,12.78,13.14,12.71,12.99,13.05,-0.27,-2.069,3.0787,12682530,163707530.2,5264695440.0,5264695440.0,8046
2016-07-20,'002629,» ÷«”Õ∑˛,13.05,13.37,13.01,13.05,13.15,-0.1,-0.7605,2.5545,10523162,138405678.42,5375921400.0,5375921400.0,6906
2016-07-19,'002629,» ÷«”Õ∑˛,13.15,13.39,12.9,13.39,13.37,-0.22,-1.6455,3.0656,12628743,165447772.75,5417116200.0,5417116200.0,9593
2016-07-18,'002629,» ÷«”Õ∑˛,13.37,13.73,12.83,13.26,13.19,0.18,1.3647,7.0061,28861466,383563593.74,5507744760.0,5507744760.0,18169
2016-07-15,'002629,» ÷«”Õ∑˛,13.19,13.19,11.97,12.06,11.99,1.2,10.0083,5.4975,22646687,287585835.88,5433594120.0,5433594120.0,12572
2016-07-14,'002629,» ÷«”Õ∑˛,11.99,12.13,11.81,12.0,12.06,-0.07,-0.5804,1.6408,6759358,81140908.1,4939256520.0,4939256520.0,4273
2016-07-13,'002629,» ÷«”Õ∑˛,12.06,12.2,11.96,12.09,12.13,-0.07,-0.5771,1.7693,7288648,88108498.06,4968092880.0,4968092880.0,3863
2016-07-12,'002629,» ÷«”Õ∑˛,12.13,12.13,11.63,12.08,12.13,0.0,0.0,2.4285,10004325,119298329.58,4996929240.0,4996929240.0,5909
2016-07-11,'002629,» ÷«”Õ∑˛,12.13,12.4,12.13,12.22,12.31,-0.18,-1.4622,1.8929,7797886,95222812.41,4996929240.0,4996929240.0,4584
2016-07-08,'002629,» ÷«”Õ∑˛,12.31,12.63,12.05,12.12,12.09,0.22,1.8197,2.8278,11649121,143962632.09,5071079880.0,5071079880.0,7001
2016-07-07,'002629,» ÷«”Õ∑˛,12.09,12.39,12.02,12.28,12.27,-0.18,-1.467,1.9955,8220625,99936731.49,4980451320.0,4980451320.0,4841
2016-07-06,'002629,» ÷«”Õ∑˛,12.27,12.38,11.85,11.96,12.04,0.23,1.9103,2.5773,10617261,129832279.42,5054601960.0,5054601960.0,6356
2016-07-05,'002629,» ÷«”Õ∑˛,12.04,12.27,11.95,11.96,12.0,0.04,0.3333,2.2478,9259972,112354329.26,4959853920.0,4959853920.0,6072
2016-07-04,'002629,» ÷«”Õ∑˛,12.0,12.11,11.79,12.0,12.03,-0.03,-0.2494,2.1706,8941788,106796780.36,4943376000.0,4943376000.0,5538
2016-07-01,'002629,» ÷«”Õ∑˛,12.03,12.16,11.81,12.05,12.12,-0.09,-0.7426,2.1248,8753015,104624489.94,4955734440.0,4955734440.0,5227
2016-06-30,'002629,» ÷«”Õ∑˛,12.12,12.31,11.89,11.98,12.05,0.07,0.5809,2.7798,11451223,138323275.57,4992809760.0,4992809760.0,7964
2016-06-29,'002629,» ÷«”Õ∑˛,12.05,12.15,11.42,11.5,11.54,0.51,4.4194,3.6068,14858241,174550080.44,4963973400.0,4963973400.0,9360
2016-06-28,'002629,» ÷«”Õ∑˛,11.54,11.56,11.31,11.42,11.41,0.13,1.1394,2.1375,8805357,100500710.14,4753879920.0,4753879920.0,5590
2016-06-27,'002629,» ÷«”Õ∑˛,11.41,11.46,11.25,11.27,11.32,0.09,0.7951,2.1889,9017332,102481393.08,4700326680.0,4700326680.0,6035
2016-06-24,'002629,» ÷«”Õ∑˛,11.32,11.5,10.71,10.95,10.95,0.37,3.379,3.6962,15226262,170956767.06,4663251360.0,4663251360.0,11470
2016-06-23,'002629,» ÷«”Õ∑˛,10.95,11.06,10.86,11.02,10.95,0.0,0.0,1.2698,5230809,57220044.73,4510830600.0,4510830600.0,3806
2016-06-22,'002629,» ÷«”Õ∑˛,10.95,11.02,10.77,10.8,10.83,0.12,1.108,1.49,6137939,66930721.71,4510830600.0,4510830600.0,4087
2016-06-21,'002629,» ÷«”Õ∑˛,10.83,11.16,10.71,11.08,11.08,-0.25,-2.2563,2.3728,9774807,106656500.02,4461396840.0,4461396840.0,7713
2016-06-20,'002629,» ÷«”Õ∑˛,11.08,11.45,10.57,10.8,11.67,-0.59,-5.0557,4.3356,17860367,196016348.28,4564383840.0,4564383840.0,11026
2016-06-17,'002629,» ÷«”Õ∑˛,11.67,11.89,11.52,11.75,11.75,-0.08,-0.6809,1.4596,6012837,70393888.01,4807433160.0,4807433160.0,4153
2016-06-16,'002629,» ÷«”Õ∑˛,11.75,11.95,11.4,11.5,11.46,0.29,2.5305,2.4936,10272250,120742532.94,4840389000.0,4840389000.0,6630
2016-06-15,'002629,» ÷«”Õ∑˛,11.46,11.52,10.97,11.02,11.09,0.37,3.3363,2.2015,9068862,102671485.13,4720924080.0,4720924080.0,5251
2016-06-14,'002629,» ÷«”Õ∑˛,11.09,11.19,10.8,10.8,10.94,0.15,1.3711,1.7838,7348414,81098346.83,4568503320.0,4568503320.0,4716
2016-06-13,'002629,» ÷«”Õ∑˛,10.94,11.82,10.92,11.7,12.04,-1.1,-9.1362,3.1452,12956719,148180504.01,4506711120.0,4506711120.0,8739
2016-06-08,'002629,» ÷«”Õ∑˛,12.04,12.27,11.86,12.15,12.31,-0.27,-2.1933,1.8803,7745905,93088137.82,4959853920.0,4959853920.0,6007
2016-06-07,'002629,» ÷«”Õ∑˛,12.31,12.53,12.22,12.28,12.38,-0.07,-0.5654,1.8249,7517841,92632531.81,5071079880.0,5071079880.0,5613
2016-06-06,'002629,» ÷«”Õ∑˛,12.38,12.63,12.03,12.07,12.08,0.3,2.4834,3.0077,12390279,152652318.23,5099916240.0,5099916240.0,8590
2016-06-03,'002629,» ÷«”Õ∑˛,12.08,12.23,11.86,12.0,12.04,0.04,0.3322,2.4632,10147023,122126760.66,4976331840.0,4976331840.0,6024
2016-06-02,'002629,» ÷«”Õ∑˛,12.04,12.09,11.82,11.96,12.06,-0.02,-0.1658,2.4785,10210112,122248873.25,4959853920.0,4959853920.0,6441
2016-06-01,'002629,» ÷«”Õ∑˛,12.06,12.18,11.86,11.86,11.9,0.16,1.3445,3.1436,12950092,155763290.22,4968092880.0,4968092880.0,7766
2016-05-31,'002629,» ÷«”Õ∑˛,11.9,11.96,11.5,11.55,11.5,0.4,3.4783,3.1246,12871596,152067337.07,4902181200.0,4902181200.0,6985
2016-05-30,'002629,» ÷«”Õ∑˛,11.5,11.8,11.36,11.8,11.85,-0.35,-2.9536,1.7277,7117209,82109031.81,4737402000.0,4737402000.0,5344
2016-05-27,'002629,» ÷«”Õ∑˛,11.85,11.98,11.72,11.79,11.91,-0.06,-0.5038,2.2269,9173480,108871886.54,4881583800.0,4881583800.0,6354
2016-05-26,'002629,» ÷«”Õ∑˛,11.91,11.99,11.46,11.66,11.62,0.29,2.4957,2.9295,12067995,141304630.42,4906300680.0,4906300680.0,8426
2016-05-25,'002629,» ÷«”Õ∑˛,11.62,11.94,11.41,11.6,11.54,0.08,0.6932,3.2313,13311150,155542052.97,4786835760.0,4786835760.0,8651
2016-05-24,'002629,» ÷«”Õ∑˛,11.54,11.97,11.2,11.25,11.28,0.26,2.305,3.2351,13326941,155444800.64,4753879920.0,4753879920.0,10527
2016-05-23,'002629,» ÷«”Õ∑˛,11.28,11.38,11.14,11.22,11.1,0.18,1.6216,1.9744,8133309,91581074.63,4646773440.0,4646773440.0,5348
2016-05-20,'002629,» ÷«”Õ∑˛,11.1,11.52,10.95,11.11,11.12,-0.02,-0.1799,3.243,13359544,150487940.52,4572622800.0,4572622800.0,7642
2016-05-19,'002629,» ÷«”Õ∑˛,11.12,11.38,10.91,11.04,11.1,0.02,0.1802,2.8527,11751753,131576900.2,4580861760.0,4580861760.0,7142
2016-05-18,'002629,» ÷«”Õ∑˛,11.1,11.65,10.85,11.5,12.05,-0.95,-7.8838,4.6541,19172381,213885997.69,4572622800.0,4572622800.0,12462
2016-05-17,'002629,» ÷«”Õ∑˛,12.05,12.39,11.9,12.24,12.25,-0.2,-1.6327,3.166,13042214,157903572.28,4963973400.0,4963973400.0,7952
2016-05-16,'002629,» ÷«”Õ∑˛,12.25,12.37,12.01,12.19,11.93,0.32,2.6823,2.9824,12286090,149550344.14,5046363000.0,5046363000.0,7127
2016-05-13,'002629,» ÷«”Õ∑˛,11.93,12.26,11.71,11.81,12.12,-0.19,-1.5677,2.8134,11589859,138918159.18,4914539640.0,4914539640.0,8044
2016-05-12,'002629,» ÷«”Õ∑˛,12.12,12.25,11.41,12.18,12.68,-0.56,-4.4164,4.9366,20336417,239925921.32,4992809760.0,4992809760.0,11442
2016-05-11,'002629,» ÷«”Õ∑˛,12.68,13.06,12.64,12.75,12.45,0.23,1.8474,3.7923,15622420,200409039.72,5223500640.0,5223500640.0,9771
2016-05-10,'002629,» ÷«”Õ∑˛,12.45,12.9,12.21,12.65,12.87,-0.42,-3.2634,3.8368,15805639,198446530.15,5128752600.0,5128752600.0,9524
2016-05-09,'002629,» ÷«”Õ∑˛,12.87,13.99,12.87,13.4,14.3,-1.43,-10.0,7.1599,29495114,386689699.37,5301770760.0,5301770760.0,15690
2016-05-06,'002629,» ÷«”Õ∑˛,14.3,16.02,14.3,16.02,15.89,-1.59,-10.0063,9.2174,37970977,565280174.18,5890856400.0,5890856400.0,24692
2016-05-05,'002629,» ÷«”Õ∑˛,15.89,16.1,15.2,15.37,15.5,0.39,2.5161,5.9851,24655404,388958759.31,6545853720.0,6545853720.0,17438
2016-05-04,'002629,» ÷«”Õ∑˛,15.5,15.7,14.97,15.2,15.33,0.17,1.1089,4.907,20214175,307776149.15,6385194000.0,6385194000.0,14391
2016-05-03,'002629,» ÷«”Õ∑˛,15.33,15.52,14.91,15.05,15.24,0.09,0.5906,5.5416,22828494,348192751.67,6315162840.0,6315162840.0,16320
2016-04-29,'002629,» ÷«”Õ∑˛,15.24,15.24,13.77,13.8,13.85,1.39,10.0361,6.965,28692259,419957281.23,6278087520.0,6278087520.0,17124
2016-04-28,'002629,» ÷«”Õ∑˛,13.85,14.1,13.5,14.06,14.1,-0.25,-1.773,3.158,13009386,180062020.06,5705479800.0,5705479800.0,7715
2016-04-27,'002629,» ÷«”Õ∑˛,14.1,14.29,13.79,14.18,14.07,0.03,0.2132,3.4904,14378439,202408701.4,5808466800.0,5808466800.0,9560
2016-04-26,'002629,» ÷«”Õ∑˛,14.07,14.24,13.81,13.95,14.1,-0.03,-0.2128,2.939,12107258,169269851.63,5796108360.0,5796108360.0,7828
2016-04-25,'002629,» ÷«”Õ∑˛,14.1,14.26,13.61,13.67,13.8,0.3,2.1739,4.2867,17658853,247567235.25,5808466800.0,5808466800.0,11638
2016-04-22,'002629,» ÷«”Õ∑˛,13.8,13.8,12.65,12.83,12.88,0.92,7.1429,3.1657,13041052,172776894.68,5684882400.0,5684882400.0,8394
2016-04-21,'002629,» ÷«”Õ∑˛,12.88,13.37,12.8,13.09,13.44,-0.56,-4.1667,3.6953,15222768,200199551.12,5305890240.0,5305890240.0,9453
2016-04-20,'002629,» ÷«”Õ∑˛,13.44,14.38,13.0,14.0,13.99,-0.55,-3.9314,6.532,26908398,371200331.64,5536581120.0,5536581120.0,15409
2016-04-19,'002629,» ÷«”Õ∑˛,13.99,14.2,13.75,13.76,13.75,0.24,1.7455,3.6477,15026658,210598386.9,5763152520.0,5763152520.0,9006
2016-04-18,'002629,» ÷«”Õ∑˛,13.75,13.97,13.5,13.85,14.05,-0.3,-2.1352,3.3815,13929836,191275689.83,5664285000.0,5664285000.0,8045
2016-04-15,'002629,» ÷«”Õ∑˛,14.05,14.19,13.5,13.95,13.93,0.12,0.8615,4.466,18397571,255398203.26,5787869400.0,5787869400.0,10502
2016-04-14,'002629,» ÷«”Õ∑˛,13.93,14.12,13.78,13.8,13.72,0.21,1.5306,3.5079,14450788,201819103.24,5738435640.0,5738435640.0,9184
2016-04-13,'002629,» ÷«”Õ∑˛,13.72,14.0,13.6,13.65,13.51,0.21,1.5544,4.2438,17482150,242040751.74,5651926560.0,5651926560.0,10483
2016-04-12,'002629,» ÷«”Õ∑˛,13.51,13.76,13.13,13.33,13.47,0.04,0.297,3.3065,13621074,183437377.63,5565417480.0,5565417480.0,8731
2016-04-11,'002629,» ÷«”Õ∑˛,13.47,13.88,13.33,13.41,13.4,0.07,0.5224,3.6503,15037378,203864076.71,5548939560.0,5548939560.0,9494
2016-04-08,'002629,» ÷«”Õ∑˛,13.4,13.4,12.43,12.9,13.12,0.28,2.1341,5.5079,22689600,289847691.34,5520103200.0,5520103200.0,12943
2016-04-07,'002629,» ÷«”Õ∑˛,13.12,13.94,13.05,13.81,13.73,-0.61,-4.4428,5.0029,20609156,274074372.02,5404757760.0,5404757760.0,14576
2016-04-06,'002629,» ÷«”Õ∑˛,13.73,14.22,13.69,13.95,14.21,-0.48,-3.3779,3.9309,16193208,224996345.28,5656046040.0,5656046040.0,11494
2016-04-05,'002629,» ÷«”Õ∑˛,14.21,14.43,13.69,13.69,13.7,0.51,3.7226,5.0086,20632985,292029314.57,5853781080.0,5853781080.0,12801
2016-04-01,'002629,» ÷«”Õ∑˛,13.7,13.95,13.32,13.55,13.56,0.14,1.0324,3.0741,12663505,172296184.08,5643687600.0,5643687600.0,9570
2016-03-31,'002629,» ÷«”Õ∑˛,13.56,14.25,13.37,14.25,13.93,-0.37,-2.6561,5.669,23353279,321737176.37,5586014880.0,5586014880.0,15743
2016-03-30,'002629,» ÷«”Õ∑˛,13.93,14.17,13.1,13.19,13.1,0.83,6.3359,5.1471,21203240,288224881.0,5738435640.0,5738435640.0,15470
2016-03-29,'002629,» ÷«”Õ∑˛,13.1,13.55,12.48,12.48,12.66,0.44,3.4755,6.1165,25196606,329559418.77,5396518800.0,5396518800.0,14145
2016-03-28,'002629,» ÷«”Õ∑˛,12.66,13.31,12.49,13.08,12.83,-0.17,-1.325,4.4932,18509720,237904881.83,5215261680.0,5215261680.0,12782
2016-03-25,'002629,» ÷«”Õ∑˛,12.83,12.95,12.45,12.9,12.82,0.01,0.078,4.6542,19172829,244524416.25,5285292840.0,5285292840.0,11108
2016-03-24,'002629,» ÷«”Õ∑˛,12.82,12.82,11.4,11.51,11.65,1.17,10.0429,6.6453,27375231,344968527.45,5281173360.0,5281173360.0,13536
2016-03-23,'002629,» ÷«”Õ∑˛,11.65,11.87,11.5,11.53,11.5,0.15,1.3043,2.496,10282034,119986271.76,4799194200.0,4799194200.0,6638
2016-03-22,'002629,» ÷«”Õ∑˛,11.5,11.75,11.23,11.31,11.53,-0.03,-0.2602,3.0178,12431703,142937027.29,4737402000.0,4737402000.0,8234
2016-03-21,'002629,» ÷«”Õ∑˛,11.53,11.75,11.09,11.2,11.21,0.32,2.8546,3.5204,14502228,164358160.3,4749760440.0,4749760440.0,9660
2016-03-18,'002629,» ÷«”Õ∑˛,11.21,11.43,10.82,10.84,10.9,0.31,2.844,5.064,20861041,233075439.78,4617937080.0,4617937080.0,10903
