日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2016-10-12,'603958,哈森股份,38.73,39.02,38.6,38.92,39.11,-0.38,-0.9716,4.2288,2298580,89105953.0,8418352800.0,2105195951.16,None
2016-10-11,'603958,哈森股份,39.11,39.47,38.71,39.28,39.27,-0.16,-0.4074,9.1024,4947662,192939873.0,8500949600.0,2125851114.12,None
2016-10-10,'603958,哈森股份,39.27,39.49,38.16,38.29,38.31,0.96,2.5059,9.6091,5223098,203121474.0,8535727200.0,2134548024.84,None
2016-09-30,'603958,哈森股份,38.31,38.4,37.7,38.1,38.37,-0.06,-0.1564,6.5337,3551431,134942958.0,8327061600.0,2082366560.52,None
2016-09-29,'603958,哈森股份,38.37,39.1,38.15,38.8,38.59,-0.22,-0.5701,7.1774,3901299,150043657.0,8340103200.0,2085627902.04,None
2016-09-28,'603958,哈森股份,38.59,38.8,37.82,38.57,38.72,-0.13,-0.3357,7.0302,3821284,146317385.0,8387922400.0,2097575194.72,None
2016-09-27,'603958,哈森股份,38.72,38.88,36.8,38.45,38.73,-0.01,-0.0258,9.1698,4984298,188579918.0,8416179200.0,2104641397.76,None
2016-09-26,'603958,哈森股份,38.73,39.66,38.33,38.5,39.0,-0.27,-0.6923,9.5803,5207410,203036729.0,8418352800.0,2105184951.84,None
2016-09-23,'603958,哈森股份,39.0,40.7,38.88,40.7,40.92,-1.92,-4.6921,9.4618,5142987,205180977.0,8477040000.0,2119860912.0,None
2016-09-22,'603958,哈森股份,40.92,41.5,40.05,40.59,40.11,0.81,2.0194,21.0422,11437598,468285219.0,8894371200.0,2224223295.36,None
2016-09-21,'603958,哈森股份,40.11,40.5,39.76,40.14,40.04,0.07,0.1748,8.0,4348449,174064104.0,8718309600.0,2180195414.88,None
2016-09-20,'603958,哈森股份,40.04,40.49,39.45,39.7,39.6,0.44,1.1111,16.121,8762653,350025030.0,8703094400.0,2176390536.32,None
2016-09-19,'603958,哈森股份,39.6,39.71,38.31,38.5,38.68,0.92,2.3785,8.4495,4592769,179092906.0,8607456000.0,2152474156.8,None
2016-09-14,'603958,哈森股份,38.68,39.9,38.01,39.8,40.74,-2.06,-5.0565,12.5425,6817522,264775874.0,8407484800.0,2102467181.44,None
2016-09-13,'603958,哈森股份,40.74,41.97,40.6,41.91,41.74,-1.0,-2.3958,10.5047,5709865,235735767.0,8855246400.0,2214439321.92,None
2016-09-12,'603958,哈森股份,41.74,42.5,40.5,41.72,42.19,-0.45,-1.0666,13.1277,7135632,296798496.0,9072606400.0,2268794729.92,None
2016-09-09,'603958,哈森股份,42.19,42.76,41.52,41.62,42.24,-0.05,-0.1184,13.4828,7328627,309860030.0,9170418400.0,2293254663.52,None
2016-09-08,'603958,哈森股份,42.24,43.5,41.7,42.82,42.66,-0.42,-0.9845,14.3605,7805686,330577724.0,9181286400.0,2295972433.92,None
2016-09-07,'603958,哈森股份,42.66,42.99,41.02,41.3,41.41,1.25,3.0186,25.335,13770949,583866346.0,9272577600.0,2318801705.28,None
2016-09-06,'603958,哈森股份,41.41,41.49,40.17,41.1,41.35,0.06,0.1451,15.771,8572414,351283518.0,9000877600.0,2250857445.28,None
2016-09-05,'603958,哈森股份,41.35,41.9,40.52,41.35,41.47,-0.12,-0.2894,10.1055,5492879,226980702.0,8987836000.0,2247596120.8,None
2016-09-02,'603958,哈森股份,41.47,41.91,40.1,40.58,40.9,0.57,1.3936,15.5786,8467832,349864482.0,9013919200.0,2254118769.76,None
2016-09-01,'603958,哈森股份,40.9,41.28,40.03,40.78,41.16,-0.26,-0.6317,9.4057,5112497,208167322.0,8890024000.0,2223136187.2,None
2016-08-31,'603958,哈森股份,41.16,42.0,40.58,42.0,42.27,-1.11,-2.626,12.2455,6656110,274033888.0,8946537600.0,2237268593.28,None
2016-08-30,'603958,哈森股份,42.27,43.21,42.21,42.77,42.55,-0.28,-0.658,14.8667,8080878,345165561.0,9187807200.0,2297603096.16,None
2016-08-29,'603958,哈森股份,42.55,42.75,41.31,41.79,42.37,0.18,0.4248,15.2549,8291844,349684582.0,9248668000.0,2312822610.4,None
2016-08-26,'603958,哈森股份,42.37,42.9,41.25,42.38,42.47,-0.1,-0.2355,19.3661,10526519,444347463.0,9209543200.0,2303038636.96,None
2016-08-25,'603958,哈森股份,42.47,42.5,39.76,41.12,41.66,0.81,1.9443,22.484,12221264,508477402.0,9231279200.0,2308474177.76,None
2016-08-24,'603958,哈森股份,41.66,42.24,40.8,41.95,41.82,-0.16,-0.3826,18.3813,9991241,415314243.0,9055217600.0,2264446297.28,None
2016-08-23,'603958,哈森股份,41.82,42.1,39.96,40.78,41.42,0.4,0.9657,19.8131,10769496,444013686.0,9089995200.0,2273143162.56,None
2016-08-22,'603958,哈森股份,41.42,42.92,39.7,39.88,40.11,1.31,3.266,29.9471,16277845,679918570.0,9003051200.0,2251400999.36,None
2016-08-19,'603958,哈森股份,40.11,40.21,38.64,39.89,40.09,0.02,0.0499,13.8694,7538747,298231365.0,8718309600.0,2180195414.88,None
2016-08-18,'603958,哈森股份,40.09,40.97,39.7,40.58,40.57,-0.48,-1.1831,13.7936,7497563,301972117.0,8713962400.0,2179108306.72,None
2016-08-17,'603958,哈森股份,40.57,41.41,38.96,39.49,39.76,0.81,2.0372,17.9068,9733297,390278812.0,8818295200.0,2205198902.56,None
2016-08-16,'603958,哈森股份,39.76,40.51,39.38,39.8,39.88,-0.12,-0.3009,15.0597,8185759,328130540.0,8642233600.0,2161171022.08,None
2016-08-15,'603958,哈森股份,39.88,40.48,38.1,38.6,38.96,0.92,2.3614,16.4725,8953671,352226814.0,8668316800.0,2167693671.04,None
2016-08-12,'603958,哈森股份,38.96,39.25,37.6,37.75,38.34,0.62,1.6171,10.885,5916609,229093715.0,8468345600.0,2117686695.68,None
2016-08-11,'603958,哈森股份,38.34,40.14,38.1,39.5,40.32,-1.98,-4.9107,13.9459,7580361,298511167.0,8333582400.0,2083986342.72,None
2016-08-10,'603958,哈森股份,40.32,41.99,38.6,38.97,39.3,1.02,2.5954,22.1696,12050390,485488215.0,8763955200.0,2191610050.56,None
2016-08-09,'603958,哈森股份,39.3,39.77,38.5,38.99,39.11,0.19,0.4858,12.7219,6915015,271557155.0,8542248000.0,2136167534.4,None
2016-08-08,'603958,哈森股份,39.11,39.18,36.78,38.5,38.99,0.12,0.3078,12.3785,6728406,254863084.0,8500949600.0,2125840006.88,None
2016-08-05,'603958,哈森股份,38.99,39.78,38.3,39.02,39.87,-0.88,-2.2072,13.5826,7382851,287617022.0,8474866400.0,2119317357.92,None
2016-08-04,'603958,哈森股份,39.87,41.49,39.41,39.7,39.48,0.39,0.9878,26.5656,14439840,583360117.0,8666143200.0,2167150116.96,None
