日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2016-10-12,'000703,恒逸石化,12.02,12.19,12.0,12.15,12.23,-0.21,-1.7171,0.4749,5478374,66041098.28,15664556505.9,13866123264.5,3351
2016-10-11,'000703,恒逸石化,12.23,12.3,12.06,12.2,12.13,0.1,0.8244,0.5157,5949041,72277925.82,15938230122.1,14108376666.0,3806
2016-10-10,'000703,恒逸石化,12.13,12.34,12.08,12.22,12.01,0.12,0.9992,0.5471,6311326,76849195.53,15807909352.5,13993017903.4,3927
2016-09-30,'000703,恒逸石化,12.01,12.05,11.9,12.03,12.0,0.01,0.0833,0.4173,4814440,57679357.75,15651524429.0,13854587388.3,2770
2016-09-29,'000703,恒逸石化,12.0,12.15,11.76,11.8,11.69,0.31,2.6518,0.897,10347466,124574364.61,15638492352.0,13843051512.0,6087
2016-09-28,'000703,恒逸石化,11.69,11.85,11.65,11.7,11.74,-0.05,-0.4259,0.3292,3797470,44644891.75,15234497966.2,13485439347.9,2493
2016-09-27,'000703,恒逸石化,11.74,11.77,11.52,11.57,11.68,0.06,0.5137,0.4279,4936707,57420067.33,15299658351.0,13543118729.2,4068
2016-09-26,'000703,恒逸石化,11.68,11.97,11.48,11.87,11.87,-0.19,-1.6007,0.813,9379024,110082080.96,15221465889.3,13473903471.7,5460
2016-09-23,'000703,恒逸石化,11.87,11.96,11.82,11.89,11.85,0.02,0.1688,0.4095,4723964,56196329.26,15469075351.5,13693085120.6,3512
2016-09-22,'000703,恒逸石化,11.85,12.01,11.82,11.96,11.87,-0.02,-0.1685,0.3885,4482118,53336690.15,15443011197.6,13670013368.1,3276
2016-09-21,'000703,恒逸石化,11.87,12.02,11.81,11.96,11.91,-0.04,-0.3359,0.5902,6808714,81026231.05,15469075351.5,13693085120.6,3298
2016-09-20,'000703,恒逸石化,11.91,12.09,11.88,11.96,12.02,-0.11,-0.9151,0.384,4430152,52950338.65,15521203659.4,13739228625.7,2964
2016-09-19,'000703,恒逸石化,12.02,12.04,11.8,11.91,11.99,0.03,0.2502,0.5052,5827551,69395160.99,15664556505.9,13866123264.5,3750
2016-09-14,'000703,恒逸石化,11.99,12.08,11.81,12.06,12.09,-0.1,-0.8271,0.7189,8292702,99029675.99,15625460275.0,13831515635.7,4774
2016-09-13,'000703,恒逸石化,12.09,12.34,11.97,12.19,12.2,-0.11,-0.9016,0.7596,8762398,106460938.46,15755781044.6,13946874398.3,5301
2016-09-12,'000703,恒逸石化,12.2,12.35,11.86,11.95,12.19,0.01,0.082,1.2887,14865867,180932743.66,15899133891.2,14073769037.2,7290
2016-09-09,'000703,恒逸石化,12.19,12.35,11.86,11.95,12.0,0.19,1.5833,1.1876,13699592,165872941.73,15886101814.2,14062233160.9,5800
2016-09-08,'000703,恒逸石化,12.0,12.05,11.85,11.96,12.08,-0.08,-0.6623,0.6907,7968168,95088278.54,15638492352.0,13843051512.0,4994
2016-09-07,'000703,恒逸石化,12.08,12.1,11.62,11.7,11.7,0.38,3.2479,1.6123,18598952,219999602.24,15742748967.7,13935338522.1,9365
2016-09-06,'000703,恒逸石化,11.7,11.7,11.34,11.46,11.48,0.22,1.9164,0.7885,9095675,105194090.33,15247530043.2,13496975224.2,4625
2016-09-05,'000703,恒逸石化,11.48,11.54,11.28,11.42,11.38,0.1,0.8787,0.5909,6816497,77813728.38,14960824350.1,13243185946.5,3503
2016-09-02,'000703,恒逸石化,11.38,11.65,11.24,11.5,11.55,-0.17,-1.4719,0.7681,8860501,100961249.58,14830503580.5,13127827183.9,4865
2016-09-01,'000703,恒逸石化,11.55,11.74,11.47,11.56,11.54,0.01,0.0867,0.7574,8737530,101391562.76,15052048888.8,13323937080.3,4077
2016-08-31,'000703,恒逸石化,11.54,11.56,11.33,11.54,11.54,0.0,0.0,0.6098,7035072,80463744.51,15039016811.8,13312401204.0,4293
2016-08-30,'000703,恒逸石化,11.54,11.68,11.43,11.6,11.65,-0.11,-0.9442,0.5967,6884031,79429920.68,15039016811.8,13312401204.0,4649
2016-08-29,'000703,恒逸石化,11.65,11.8,11.41,11.51,11.57,0.08,0.6914,1.0551,12171178,141201286.36,15182369658.4,13439295842.9,7576
2016-08-26,'000703,恒逸石化,11.57,11.68,11.18,11.28,11.27,0.3,2.6619,1.6945,19547902,224694995.17,15078113042.7,13347008832.8,9572
2016-08-25,'000703,恒逸石化,11.27,11.47,11.04,11.1,11.23,0.04,0.3562,1.5719,18132790,205384840.99,14687150733.9,13000932545.0,8600
2016-08-24,'000703,恒逸石化,11.23,11.26,10.96,11.0,11.05,0.18,1.629,0.5863,6763036,75312824.63,14635022426.1,12954789040.0,3558
2016-08-23,'000703,恒逸石化,11.05,11.05,10.81,10.9,10.9,0.15,1.3761,0.531,6125097,67006949.06,14400445040.8,12747143267.3,3648
2016-08-22,'000703,恒逸石化,10.9,11.24,10.88,11.19,11.22,-0.32,-2.852,0.8035,9268602,101864904.5,14204963886.4,12574105123.4,4840
2016-08-19,'000703,恒逸石化,11.22,11.26,11.04,11.2,11.18,0.04,0.3578,0.6661,7683678,85647707.91,14621990349.1,12943253163.7,4003
2016-08-18,'000703,恒逸石化,11.18,11.4,11.17,11.38,11.3,-0.12,-1.0619,0.5669,6539842,73622827.33,14569862041.3,12897109658.7,4142
2016-08-17,'000703,恒逸石化,11.3,11.47,11.26,11.35,11.34,-0.04,-0.3527,0.6037,6964657,78929184.52,14726246964.8,13035540173.8,4244
2016-08-16,'000703,恒逸石化,11.34,11.45,11.17,11.3,11.29,0.05,0.4429,0.809,9332641,105448513.41,14778375272.6,13081683678.8,5732
2016-08-15,'000703,恒逸石化,11.29,11.5,10.93,10.93,10.92,0.37,3.3883,1.6083,18553247,209273118.36,14713214887.8,13024004297.5,11163
2016-08-12,'000703,恒逸石化,10.92,10.98,10.69,10.85,10.78,0.14,1.2987,0.4882,5631381,61090419.12,14231028040.3,12597176875.9,4357
2016-08-11,'000703,恒逸石化,10.78,11.0,10.75,10.97,10.97,-0.19,-1.732,0.7266,8382330,91068306.35,14048578962.9,12435674608.3,4334
2016-08-10,'000703,恒逸石化,10.97,11.16,10.86,10.86,10.84,0.13,1.1993,1.1302,13038262,143799870.55,14296188425.1,12654856257.2,7066
2016-08-09,'000703,恒逸石化,10.84,10.89,10.64,10.72,10.73,0.11,1.0252,0.8977,10356154,111559019.78,14126771424.6,12504889865.8,6098
2016-08-08,'000703,恒逸石化,10.73,10.73,10.52,10.67,10.71,0.02,0.1867,0.4966,5729098,61040522.32,13983418578.1,12377995227.0,3652
2016-08-05,'000703,恒逸石化,10.71,10.82,10.52,10.8,10.8,-0.09,-0.8333,0.8,9229041,98411550.17,13957354424.2,12354923474.5,6725
2016-08-04,'000703,恒逸石化,10.8,10.99,10.64,10.85,10.85,-0.05,-0.4608,0.7837,9040362,97361887.05,14106233116.8,12458746360.8,5449
2016-08-03,'000703,恒逸石化,10.85,10.93,10.71,10.77,10.87,-0.02,-0.184,0.7149,8247091,89052590.99,14171539751.6,12516425742.1,5426
2016-08-02,'000703,恒逸石化,10.87,10.9,10.5,10.6,10.6,0.27,2.5472,0.9628,11106540,118789731.04,14197662405.5,12539497494.6,6123
2016-08-01,'000703,恒逸石化,10.6,10.65,10.04,10.31,10.36,0.24,2.3166,0.8262,9531127,98725880.34,13845006577.6,12228028835.6,7250
2016-07-29,'000703,恒逸石化,10.36,10.64,10.29,10.58,10.5,-0.14,-1.3333,0.6405,7388792,77102428.94,13531534730.6,11951167805.4,5261
2016-07-28,'000703,恒逸石化,10.5,10.6,10.16,10.16,10.26,0.24,2.3392,0.7847,9052470,94463861.36,13714393308.0,12112670073.0,4975
