ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ,³É½»±ÊÊý
2016-10-12,'600276,ºãÈðÒ½Ò©,45.64,45.9,45.3,45.8,45.83,-0.19,-0.4146,0.1608,3768042,171949236.0,1.07151898345e+11,1.06938700441e+11,None
2016-10-11,'600276,ºãÈðÒ½Ò©,45.83,46.07,45.02,45.24,45.2,0.63,1.3938,0.3977,9318978,426131452.0,1.07597973295e+11,1.07383887845e+11,None
2016-10-10,'600276,ºãÈðÒ½Ò©,45.2,45.51,44.36,44.38,44.05,1.15,2.6107,0.322,7545202,340689111.0,1.06118882673e+11,1.05907740139e+11,None
2016-09-30,'600276,ºãÈðÒ½Ò©,44.05,44.35,43.82,43.88,43.9,0.15,0.3417,0.0755,1768959,78069867.0,1.03418955349e+11,1.03213184804e+11,None
2016-09-29,'600276,ºãÈðÒ½Ò©,43.9,44.24,43.67,43.74,43.76,0.14,0.3199,0.1388,3251687,142920743.0,1.03066790915e+11,1.02861721064e+11,None
2016-09-28,'600276,ºãÈðÒ½Ò©,43.76,43.83,43.44,43.76,43.67,0.09,0.2061,0.1287,3015887,131480143.0,1.0273810411e+11,1.02533688241e+11,None
2016-09-27,'600276,ºãÈðÒ½Ò©,43.67,44.25,43.33,44.0,43.85,-0.18,-0.4105,0.1631,3822701,166710237.0,1.0252680545e+11,1.02322809997e+11,None
2016-09-26,'600276,ºãÈðÒ½Ò©,43.85,44.47,43.8,44.47,44.48,-0.63,-1.4164,0.0982,2300644,101493705.0,1.0294940277e+11,1.02744566485e+11,None
2016-09-23,'600276,ºãÈðÒ½Ò©,44.48,44.5,43.62,43.71,43.71,0.77,1.7616,0.2491,5837722,257312079.0,1.04428493392e+11,1.0422071419e+11,None
2016-09-22,'600276,ºãÈðÒ½Ò©,43.71,43.75,43.5,43.74,43.55,0.16,0.3674,0.1585,3713195,161915269.0,1.02620715966e+11,1.02416533661e+11,None
2016-09-21,'600276,ºãÈðÒ½Ò©,43.55,43.69,43.35,43.56,43.5,0.05,0.1149,0.096,2249322,97959885.0,1.02245073903e+11,1.02041639006e+11,None
2016-09-20,'600276,ºãÈðÒ½Ò©,43.5,43.55,42.94,43.24,43.18,0.32,0.7411,0.1508,3533162,153113066.0,1.02127685758e+11,1.01924484426e+11,None
2016-09-19,'600276,ºãÈðÒ½Ò©,43.18,43.23,42.68,42.68,42.68,0.5,1.1715,0.2227,5219201,224526786.0,1.01376401633e+11,1.01174695115e+11,None
2016-09-14,'600276,ºãÈðÒ½Ò©,42.68,43.5,42.5,43.48,43.57,-0.89,-2.0427,0.2524,5913577,254062697.0,1.00202520188e+11,1.00003149317e+11,None
2016-09-13,'600276,ºãÈðÒ½Ò©,43.57,43.8,43.1,43.55,43.87,-0.3,-0.6838,0.1907,4468482,193694180.0,1.02292029161e+11,1.02088500838e+11,None
2016-09-12,'600276,ºãÈðÒ½Ò©,43.87,43.9,42.61,42.94,43.2,0.67,1.5509,0.2777,6506061,282576632.0,1.02996358028e+11,1.02791428317e+11,None
2016-09-09,'600276,ºãÈðÒ½Ò©,43.2,43.78,43.17,43.59,43.48,-0.28,-0.644,0.1392,3261717,141377259.0,1.01423356891e+11,1.01221556947e+11,None
2016-09-08,'600276,ºãÈðÒ½Ò©,43.48,43.84,43.35,43.61,43.68,-0.2,-0.4579,0.0994,2329999,101581651.0,1.02080730501e+11,1.01877622594e+11,None
2016-09-07,'600276,ºãÈðÒ½Ò©,43.68,44.28,43.32,44.25,44.15,-0.47,-1.0646,0.2982,6986641,304930763.0,1.02550283079e+11,1.02346240913e+11,None
2016-09-06,'600276,ºãÈðÒ½Ò©,44.15,44.26,43.79,44.05,44.12,0.03,0.068,0.1245,2918100,128555170.0,1.03653731638e+11,1.03447493963e+11,None
2016-09-05,'600276,ºãÈðÒ½Ò©,44.12,44.66,43.94,44.6,44.52,-0.4,-0.8985,0.1431,3352320,147993302.0,1.03583298751e+11,1.03377201216e+11,None
2016-09-02,'600276,ºãÈðÒ½Ò©,44.52,44.55,43.35,43.35,43.56,0.96,2.2039,0.2552,5978692,263499555.0,1.04522403907e+11,1.04314437854e+11,None
2016-09-01,'600276,ºãÈðÒ½Ò©,43.56,43.79,43.2,43.34,43.34,0.22,0.5076,0.1119,2622952,114354338.0,1.02268551532e+11,1.02065069922e+11,None
2016-08-31,'600276,ºãÈðÒ½Ò©,43.34,43.54,43.02,43.29,43.24,0.1,0.2313,0.1335,3128846,135243193.0,1.01752043696e+11,1.01549589771e+11,None
2016-08-30,'600276,ºãÈðÒ½Ò©,43.24,44.39,43.0,44.25,44.38,-1.14,-2.5687,0.377,8834005,385122171.0,1.01517267407e+11,1.01315280611e+11,None
2016-08-29,'600276,ºãÈðÒ½Ò©,44.38,44.67,44.02,44.03,44.15,0.23,0.521,0.1695,3971540,176252835.0,1.04193717103e+11,1.0398640503e+11,None
2016-08-26,'600276,ºãÈðÒ½Ò©,44.15,44.55,43.88,44.13,44.13,0.02,0.0453,0.136,3185491,140912367.0,1.03653731638e+11,1.03447493963e+11,None
2016-08-25,'600276,ºãÈðÒ½Ò©,44.13,44.3,43.74,43.95,44.08,0.05,0.1134,0.2004,4695171,206778764.0,1.0360677638e+11,1.03400632131e+11,None
2016-08-24,'600276,ºãÈðÒ½Ò©,44.08,44.58,43.94,44.3,44.18,-0.1,-0.2263,0.1189,2786994,123321448.0,1.03489388235e+11,1.03283477552e+11,None
2016-08-23,'600276,ºãÈðÒ½Ò©,44.18,44.65,44.0,44.5,44.62,-0.44,-0.9861,0.2293,5373422,237978094.0,1.03724164524e+11,1.03517786711e+11,None
2016-08-22,'600276,ºãÈðÒ½Ò©,44.62,44.75,44.2,44.59,44.46,0.16,0.3599,0.2163,5069095,225334299.0,1.04757180196e+11,1.04548747014e+11,None
2016-08-19,'600276,ºãÈðÒ½Ò©,44.46,44.65,44.3,44.37,44.51,-0.05,-0.1123,0.1631,3821668,169771301.0,1.04381538134e+11,1.04173852358e+11,None
2016-08-18,'600276,ºãÈðÒ½Ò©,44.51,45.39,44.0,44.82,44.88,-0.37,-0.8244,0.2767,6482807,288251521.0,1.04498926278e+11,1.04291006938e+11,None
2016-08-17,'600276,ºãÈðÒ½Ò©,44.88,45.55,44.81,45.14,45.29,-0.41,-0.9053,0.1647,3858686,173831734.0,1.05367598548e+11,1.05157950828e+11,None
2016-08-16,'600276,ºãÈðÒ½Ò©,45.29,45.65,44.8,45.49,45.31,-0.02,-0.0441,0.2988,7002065,316749637.0,1.06330181333e+11,1.06118618383e+11,None
2016-08-15,'600276,ºãÈðÒ½Ò©,45.31,45.88,44.72,44.88,44.77,0.54,1.2062,0.2435,5705068,259154512.0,1.06377136591e+11,1.06165480215e+11,None
2016-08-12,'600276,ºãÈðÒ½Ò©,44.77,44.89,44.44,44.54,44.59,0.18,0.4037,0.1191,2790861,124629285.0,1.0510934463e+11,1.04900210753e+11,None
2016-08-11,'600276,ºãÈðÒ½Ò©,44.59,45.06,44.52,44.68,44.73,-0.14,-0.313,0.1279,2996569,134242488.0,1.0468674731e+11,1.04478454266e+11,None
2016-08-10,'600276,ºãÈðÒ½Ò©,44.73,45.19,44.6,44.92,44.92,-0.19,-0.423,0.1661,3892388,174571363.0,1.05015434114e+11,1.04806487089e+11,None
2016-08-09,'600276,ºãÈðÒ½Ò©,44.92,45.22,43.83,43.84,43.68,1.24,2.8388,0.3274,7672192,342809787.0,1.05461509064e+11,1.05251674492e+11,None
2016-08-08,'600276,ºãÈðÒ½Ò©,43.68,43.92,43.52,43.91,43.85,-0.17,-0.3877,0.159,3725235,162948060.0,1.02550283079e+11,1.02346240913e+11,None
2016-08-05,'600276,ºãÈðÒ½Ò©,43.85,44.0,43.51,43.51,43.53,0.32,0.7351,0.118,2764621,121143621.0,1.0294940277e+11,1.02744566485e+11,None
2016-08-04,'600276,ºãÈðÒ½Ò©,43.53,44.1,43.4,43.74,43.82,-0.29,-0.6618,0.1335,3128901,136783979.0,1.02198118645e+11,1.01994777174e+11,None
2016-08-03,'600276,ºãÈðÒ½Ò©,43.82,44.06,43.42,43.79,43.8,0.02,0.0457,0.1519,3559672,156115789.0,1.02878969884e+11,1.02674273737e+11,None
2016-08-02,'600276,ºãÈðÒ½Ò©,43.8,43.83,43.04,43.04,43.17,0.63,1.4593,0.1812,4246766,184454552.0,1.02832014626e+11,1.02627411905e+11,None
2016-08-01,'600276,ºãÈðÒ½Ò©,43.17,44.14,42.99,43.7,43.68,-0.51,-1.1676,0.2577,6038879,263214964.0,1.01352924004e+11,1.01151264199e+11,None
2016-07-29,'600276,ºãÈðÒ½Ò©,43.68,44.09,43.2,43.55,43.8,-0.12,-0.274,0.2353,5513562,240692533.0,1.02550283079e+11,1.02346240913e+11,None
2016-07-28,'600276,ºãÈðÒ½Ò©,43.8,44.44,42.62,43.01,43.14,0.66,1.5299,0.3386,7934199,348108240.0,1.02832014626e+11,1.02627411905e+11,None
2016-07-27,'600276,ºãÈðÒ½Ò©,43.14,43.38,42.18,42.9,42.92,0.22,0.5126,0.4452,10432008,447297151.0,1.01282491118e+11,1.01080971451e+11,None
2016-07-26,'600276,ºãÈðÒ½Ò©,42.92,42.99,42.7,42.8,42.86,0.06,0.14,0.1612,3775956,161816138.0,1.00765983282e+11,1.005654913e+11,None
2016-07-25,'600276,ºãÈðÒ½Ò©,42.86,42.97,41.8,42.0,42.12,0.74,1.7569,0.1697,3976864,168486297.0,1.00625117508e+11,1.00424905805e+11,None
2016-07-22,'600276,ºãÈðÒ½Ò©,42.12,42.6,41.8,42.55,42.65,-0.53,-1.2427,0.2285,5355067,225264507.0,98887772968.9,98691018023.5,None
2016-07-21,'600276,ºãÈðÒ½Ò©,42.65,42.99,42.3,42.88,42.8,-0.15,-0.3505,0.2611,6118305,261111259.0,1.00132087301e+11,99932856569.4,None
2016-07-20,'600276,ºãÈðÒ½Ò©,42.8,43.09,42.53,42.88,42.68,0.12,0.2812,0.1143,2679080,114801662.0,1.00484251735e+11,1.00284320309e+11,None
2016-07-19,'600276,ºãÈðÒ½Ò©,42.68,43.88,42.5,43.5,43.46,-0.78,-1.7948,0.2206,5169636,223339744.0,1.00202520188e+11,1.00003149317e+11,None
2016-07-18,'600276,ºãÈðÒ½Ò©,43.46,43.66,42.81,43.35,43.2,0.26,0.6019,0.1653,3866340,167577673.0,1.02033775243e+11,1.01679159896e+11,None
2016-07-15,'600276,ºãÈðÒ½Ò©,43.2,43.5,42.85,43.12,42.89,0.31,0.7228,0.1759,4114824,177779853.0,1.01423356891e+11,1.01070863035e+11,None
2016-07-14,'600276,ºãÈðÒ½Ò©,42.89,43.2,42.6,43.2,43.09,-0.2,-0.4641,0.241,5638515,241859032.0,1.00695550395e+11,1.00345586009e+11,None
2016-07-13,'600276,ºãÈðÒ½Ò©,43.09,44.0,43.0,43.53,43.25,-0.16,-0.3699,0.36,8422735,365752106.0,1.01165102973e+11,1.00813506671e+11,None
2016-07-12,'600276,ºãÈðÒ½Ò©,43.25,43.48,41.9,41.94,42.08,1.17,2.7804,0.5709,13356062,573019599.0,1.01540745036e+11,1.01187843201e+11,None
2016-07-11,'600276,ºãÈðÒ½Ò©,42.08,42.3,40.4,40.62,40.56,1.52,3.7475,0.5248,12277496,509330939.0,98793862453.3,98450507326.9,None
2016-07-08,'600276,ºãÈðÒ½Ò©,40.56,41.08,40.3,41.0,40.97,-0.41,-1.0007,0.2431,5687286,230268617.0,95225262859.0,94894310294.2,None
2016-07-07,'600276,ºãÈðÒ½Ò©,40.97,41.37,40.73,40.77,40.83,0.14,0.3429,0.2222,5198872,213455161.0,96187845644.3,95853547651.7,None
2016-07-06,'600276,ºãÈðÒ½Ò©,40.83,41.05,40.31,40.56,40.56,0.27,0.6657,0.184,4305370,175413893.0,95859158839.5,95526003188.1,None
2016-07-05,'600276,ºãÈðÒ½Ò©,40.56,41.46,40.43,40.9,40.82,-0.26,-0.6369,0.1787,4179995,170604967.0,95225262859.0,94894310294.2,None
2016-07-04,'600276,ºãÈðÒ½Ò©,40.82,40.96,40.25,40.35,40.3,0.52,1.2903,0.163,3813689,154992850.0,95835681210.6,95502607155.0,None
2016-07-01,'600276,ºãÈðÒ½Ò©,40.3,40.9,40.08,40.08,40.11,0.19,0.4737,0.1177,2754156,111374155.0,94614844507.3,94286013433.3,None
2016-06-30,'600276,ºãÈðÒ½Ò©,40.11,40.41,40.0,40.4,40.3,-0.19,-0.4715,0.1091,2551978,102516672.0,94168769558.0,93841488804.2,None
2016-06-29,'600276,ºãÈðÒ½Ò©,40.3,40.82,40.17,40.58,40.55,-0.25,-0.6165,0.1459,3412406,138006998.0,94614844507.3,94286013433.3,None
2016-06-28,'600276,ºãÈðÒ½Ò©,40.55,41.3,40.21,40.21,40.37,0.18,0.4459,0.2702,6320967,257219934.0,95201785230.1,94870914261.1,None
2016-06-27,'600276,ºãÈðÒ½Ò©,40.37,40.5,39.32,39.35,39.38,0.99,2.514,0.2508,5867213,235207368.0,94779187909.7,94449785665.1,None
2016-06-24,'600276,ºãÈðÒ½Ò©,39.38,40.11,39.05,39.51,39.88,-0.5,-1.2538,0.2222,5197547,205740699.0,92454902647.6,92133578387.2,None
2016-06-23,'600276,ºãÈðÒ½Ò©,39.88,40.02,39.67,39.77,39.77,0.11,0.2766,0.2608,6101348,243413307.0,93628784093.1,93303380042.7,None
2016-06-22,'600276,ºãÈðÒ½Ò©,39.77,39.94,38.98,39.21,39.2,0.57,1.4541,0.2451,5734676,227146972.0,93370530175.1,93046023678.5,None
2016-06-21,'600276,ºãÈðÒ½Ò©,39.2,40.0,39.15,39.35,39.17,0.03,0.0766,0.2972,6952636,276001974.0,92032305327.2,91712449791.2,None
2016-06-20,'600276,ºãÈðÒ½Ò©,39.17,39.5,38.92,39.34,39.34,-0.17,-0.4321,0.1505,3521107,137971886.0,91961872440.5,91642261691.9,None
2016-06-17,'600276,ºãÈðÒ½Ò©,39.34,39.55,38.81,38.81,38.91,0.43,1.1051,0.3252,7608960,299256459.0,92360992131.9,92039994254.7,None
2016-06-16,'600276,DRºãÈðÒ½,38.91,39.22,38.42,38.42,38.42,0.49,1.2754,0.2678,6266337,244402291.0,91351454088.8,91033964831.0,None
2016-06-15,'600276,ºãÈðÒ½Ò©,46.2,46.4,45.51,45.79,45.91,0.29,0.6317,0.2634,5135955,236781929.0,90388871311.2,90074727481.2,None
2016-06-14,'600276,ºãÈðÒ½Ò©,45.91,46.17,45.33,45.9,46.09,-0.18,-0.3905,0.2487,4848566,221257803.0,89821495279.2,89509323347.7,None
2016-06-13,'600276,ºãÈðÒ½Ò©,46.09,46.9,46.0,46.11,46.69,-0.6,-1.2851,0.3557,6934531,323107969.0,90173659712.8,89860263844.3,None
2016-06-08,'600276,ºãÈðÒ½Ò©,46.69,46.95,46.23,46.5,46.54,0.15,0.3223,0.2546,4963964,230871471.0,91347541158.4,91030065499.9,None
2016-06-07,'600276,ºãÈðÒ½Ò©,46.54,46.79,46.21,46.71,46.6,-0.06,-0.1288,0.1681,3278029,152218329.0,91054070797.0,90737615086.0,None
2016-06-06,'600276,ºãÈðÒ½Ò©,46.6,47.09,46.5,46.95,46.71,-0.11,-0.2355,0.23,4484059,209551962.0,91171458941.6,90854595251.6,None
2016-06-03,'600276,ºãÈðÒ½Ò©,46.71,46.95,45.59,45.79,45.55,1.16,2.5467,0.5838,11381595,526946017.0,91386670540.0,91069058888.5,None
2016-06-02,'600276,ºãÈðÒ½Ò©,45.55,45.8,45.46,45.61,45.72,-0.17,-0.3718,0.1673,3261871,148625291.0,89117166411.8,88807442354.3,None
2016-06-01,'600276,ºãÈðÒ½Ò©,45.72,46.01,45.55,45.81,45.94,-0.22,-0.4789,0.269,5244023,239926033.0,89449766154.7,89138886156.7,None
