ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ,³É½»±ÊÊý
2016-10-12,'600399,¸§Ë³ÌØ¸Ö,7.12,7.14,7.03,7.1,7.09,0.03,0.4231,1.4063,15885709,112240827.0,9256000000.0,8042914336.0,None
2016-10-11,'600399,¸§Ë³ÌØ¸Ö,7.09,7.2,7.02,7.02,6.94,0.15,2.1614,2.6429,29854949,212019962.0,9217000000.0,8009025652.0,None
2016-10-10,'600399,¸§Ë³ÌØ¸Ö,6.94,6.97,6.84,6.9,6.87,0.07,1.0189,1.2542,14167470,97765611.0,9022000000.0,7839582232.0,None
2016-09-30,'600399,¸§Ë³ÌØ¸Ö,6.87,6.92,6.84,6.89,6.9,-0.03,-0.4348,0.703,7941334,54500629.0,8931000000.0,7760508636.0,None
2016-09-29,'600399,¸§Ë³ÌØ¸Ö,6.9,6.97,6.82,6.9,6.9,0.0,0.0,0.808,9127831,62952882.0,8970000000.0,7794397320.0,None
2016-09-28,'600399,¸§Ë³ÌØ¸Ö,6.9,6.99,6.88,6.98,6.98,-0.08,-1.1461,0.8046,9088469,62834928.0,8970000000.0,7794397320.0,None
2016-09-27,'600399,¸§Ë³ÌØ¸Ö,6.98,7.04,6.82,6.95,6.95,0.03,0.4317,0.9375,10590616,73292703.0,9074000000.0,7884767144.0,None
2016-09-26,'600399,¸§Ë³ÌØ¸Ö,6.95,7.17,6.93,7.07,7.1,-0.15,-2.1127,1.8144,20496121,144086291.0,9035000000.0,7850878460.0,None
2016-09-23,'600399,¸§Ë³ÌØ¸Ö,7.1,7.16,6.91,6.91,6.91,0.19,2.7496,3.0356,34290681,242661139.0,9230000000.0,8020321880.0,None
2016-09-22,'600399,¸§Ë³ÌØ¸Ö,6.91,7.0,6.88,6.92,6.94,-0.03,-0.4323,1.2619,14254379,98671832.0,8983000000.0,7805693548.0,None
2016-09-21,'600399,¸§Ë³ÌØ¸Ö,6.94,7.19,6.74,6.77,6.72,0.22,3.2738,3.0298,34225174,239562063.0,9022000000.0,7839582232.0,None
2016-09-20,'600399,¸§Ë³ÌØ¸Ö,6.72,6.79,6.69,6.75,6.77,-0.05,-0.7386,0.6591,7445661,50004073.0,8736000000.0,7591065216.0,None
2016-09-19,'600399,¸§Ë³ÌØ¸Ö,6.77,6.8,6.72,6.72,6.71,0.06,0.8942,0.7562,8541772,57852380.0,8801000000.0,7647546356.0,None
2016-09-14,'600399,¸§Ë³ÌØ¸Ö,6.71,6.79,6.67,6.79,6.82,-0.11,-1.6129,1.2662,14303204,95957546.0,8723000000.0,7579768988.0,None
2016-09-13,'600399,¸§Ë³ÌØ¸Ö,6.82,6.91,6.8,6.9,6.85,-0.03,-0.438,1.2912,14586145,99600995.0,8866000000.0,7704027496.0,None
2016-09-12,'600399,¸§Ë³ÌØ¸Ö,6.85,7.02,6.83,7.0,7.17,-0.32,-4.463,2.244,25348918,175390196.0,8905000000.0,7737916180.0,None
2016-09-09,'600399,¸§Ë³ÌØ¸Ö,7.17,7.24,7.06,7.1,7.08,0.09,1.2712,3.1781,35900790,256923873.0,9321000000.0,8099395476.0,None
2016-09-08,'600399,¸§Ë³ÌØ¸Ö,7.08,7.11,7.03,7.08,7.06,0.02,0.2833,1.1056,12489060,88339743.0,9204000000.0,7997729424.0,None
2016-09-07,'600399,¸§Ë³ÌØ¸Ö,7.06,7.15,7.05,7.05,7.08,-0.02,-0.2825,1.6389,18512985,131258584.0,9178000000.0,7975136968.0,None
2016-09-06,'600399,¸§Ë³ÌØ¸Ö,7.08,7.12,6.96,7.11,7.06,0.02,0.2833,1.4832,16754942,117901627.0,9204000000.0,7997729424.0,None
2016-09-05,'600399,¸§Ë³ÌØ¸Ö,7.06,7.27,6.96,6.99,6.95,0.11,1.5827,2.5044,28290285,201048460.0,9178000000.0,7975136968.0,None
2016-09-02,'600399,¸§Ë³ÌØ¸Ö,6.95,6.98,6.79,6.93,6.94,0.01,0.1441,1.5601,17623802,121161707.0,9035000000.0,7850878460.0,None
2016-09-01,'600399,¸§Ë³ÌØ¸Ö,6.94,7.06,6.93,7.03,7.05,-0.11,-1.5603,1.2388,13993362,97787671.0,9022000000.0,7839582232.0,None
2016-08-31,'600399,¸§Ë³ÌØ¸Ö,7.05,7.09,7.0,7.05,7.09,-0.04,-0.5642,1.1597,13099744,92145070.0,9165000000.0,7963840740.0,None
2016-08-30,'600399,¸§Ë³ÌØ¸Ö,7.09,7.11,6.95,7.01,7.03,0.06,0.8535,1.8554,20958618,147873728.0,9217000000.0,8009025652.0,None
2016-08-29,'600399,¸§Ë³ÌØ¸Ö,7.03,7.13,6.99,7.05,6.97,0.06,0.8608,1.5473,17478224,123439569.0,9139000000.0,7941248284.0,None
2016-08-26,'600399,¸§Ë³ÌØ¸Ö,6.97,7.05,6.95,7.02,7.02,-0.05,-0.7123,1.3078,14772801,103183428.0,9061000000.0,7873470916.0,None
2016-08-25,'600399,¸§Ë³ÌØ¸Ö,7.02,7.17,6.85,6.93,7.0,0.02,0.2857,2.2936,25908811,181625638.0,9126000000.0,7929952056.0,None
2016-08-24,'600399,¸§Ë³ÌØ¸Ö,7.0,7.09,6.97,7.08,7.05,-0.05,-0.7092,1.3301,15025381,105566057.0,9100000000.0,7907359600.0,None
2016-08-23,'600399,¸§Ë³ÌØ¸Ö,7.05,7.08,6.96,7.0,7.01,0.04,0.5706,1.3134,14836875,104084140.0,9165000000.0,7963840740.0,None
2016-08-22,'600399,¸§Ë³ÌØ¸Ö,7.01,7.15,7.0,7.12,7.13,-0.12,-1.683,1.1974,13525978,95823237.0,9113000000.0,7918655828.0,None
