日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2016-10-12,'600723,首商股份,9.47,9.5,9.4,9.47,9.52,-0.05,-0.5252,0.2991,1967971,18586686.0,6235119536.38,6231918676.38,None
2016-10-11,'600723,首商股份,9.52,9.55,9.46,9.48,9.51,0.01,0.1052,0.3193,2101310,19960682.0,6268039914.08,6264822154.08,None
2016-10-10,'600723,首商股份,9.51,9.57,9.41,9.46,9.44,0.07,0.7415,0.5531,3639475,34573610.0,6261455838.54,6258241458.54,None
2016-09-30,'600723,首商股份,9.44,9.44,9.36,9.41,9.39,0.05,0.5325,0.2933,1929957,18146967.0,6215367309.76,6212176589.76,None
2016-09-29,'600723,首商股份,9.39,9.44,9.37,9.39,9.37,0.02,0.2134,0.3204,2108430,19827357.0,6182446932.06,6179273112.06,None
2016-09-28,'600723,首商股份,9.37,9.48,9.31,9.46,9.42,-0.05,-0.5308,0.4827,3176245,29829944.0,6169278780.98,6166111720.98,None
2016-09-27,'600723,首商股份,9.42,9.43,9.22,9.27,9.27,0.15,1.6181,0.4967,3268783,30539587.0,6202199158.68,6199015198.68,None
2016-09-26,'600723,首商股份,9.27,9.34,9.2,9.26,9.26,0.01,0.108,0.4565,3003900,27846311.0,6103438025.58,6100304765.58,None
2016-09-23,'600723,首商股份,9.26,9.35,9.24,9.25,9.25,0.01,0.1081,0.2775,1825886,16989689.0,6096853950.04,6093724070.04,None
2016-09-22,'600723,首商股份,9.25,9.35,9.24,9.31,9.25,0.0,0.0,0.3782,2488586,23150705.0,6090269874.5,6087143374.5,None
2016-09-21,'600723,首商股份,9.25,9.31,9.06,9.11,9.1,0.15,1.6484,0.4491,2955129,27238766.0,6090269874.5,6087143374.5,None
2016-09-20,'600723,首商股份,9.1,9.14,9.04,9.11,9.11,-0.01,-0.1098,0.2814,1851900,16821534.0,5991508741.4,5988432941.4,None
2016-09-19,'600723,首商股份,9.11,9.14,9.04,9.09,9.04,0.07,0.7743,0.3069,2019371,18359786.0,5998092816.94,5995013636.94,None
2016-09-14,'600723,首商股份,9.04,9.1,9.01,9.03,9.11,-0.07,-0.7684,0.2648,1742590,15772026.0,5952004288.16,5948948768.16,None
